;,2025 Energy Code: Long-term System Cost (LSC) NEM3 Hourly Factors,,,,,,,,,,,,,,,
;,Source:,,E3 via CEC  ~4/5/23:  PV_Export_Factors_20221209.xlsx,,,,,,,,,,,,,
;,,,,,,,,,,,,,,,,
;,Last modified:,,05/16/23 - SAC - converted into look-up table for CBECC(-Res) rulesets,,,,,,,,,,,,,
;,,,,,,,,,,,,,,,,
;,,,,,,,,,,,,,,,,
;,,,,,,,,,,,,,,,,
;,,,,,,,,,,,,,,,,
;,Electricity TDV (CZ1; 30-yr PV$/kWh),Electricity TDV (CZ2; 30-yr PV$/kWh),Electricity TDV (CZ3; 30-yr PV$/kWh),Electricity TDV (CZ4; 30-yr PV$/kWh),Electricity TDV (CZ5; 30-yr PV$/kWh),Electricity TDV (CZ6; 30-yr PV$/kWh),Electricity TDV (CZ7; 30-yr PV$/kWh),Electricity TDV (CZ8; 30-yr PV$/kWh),Electricity TDV (CZ9; 30-yr PV$/kWh),Electricity TDV (CZ10; 30-yr PV$/kWh),Electricity TDV (CZ11; 30-yr PV$/kWh),Electricity TDV (CZ12; 30-yr PV$/kWh),Electricity TDV (CZ13; 30-yr PV$/kWh),Electricity TDV (CZ14; 30-yr PV$/kWh),Electricity TDV (CZ15; 30-yr PV$/kWh),Electricity TDV (CZ16; 30-yr PV$/kWh)
; MoDaHr,,,,,,,,,,,,,,,,
; CZ=,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
81121,21.73491949,1.17633611,1.17633611,8.482823588,1.17633611,1.872223089,1.555936805,4.244725044,4.763223765,2.553747916,13.30190573,14.88700186,8.669860727,1.581392309,3.757671579,1.555936805
81122,12.14432047,1.174379038,1.174379038,1.174379038,1.174379038,1.555647747,1.555647747,1.743879508,2.148560394,1.555647747,5.213794285,6.068802426,1.218899532,1.555647747,1.555647747,1.555647747
81123,1.17305363,1.17305363,1.17305363,1.17305363,1.17305363,1.555455643,1.555455643,1.555455643,1.555455643,1.555455643,1.17305363,1.17305363,1.17305363,1.555455643,1.555455643,1.555455643
81124,1.191529293,1.191529293,1.191529293,1.191529293,1.191529293,1.5596753,1.5596753,1.5596753,1.5596753,1.5596753,1.191529293,1.191529293,1.191529293,1.5596753,1.5596753,1.5596753
81201,1.11578255,1.11578255,1.11578255,1.11578255,1.11578255,1.526107615,1.526107615,1.526107615,1.526107615,1.526107615,1.11578255,1.11578255,1.11578255,1.526107615,1.526107615,1.526107615
81202,1.116022482,1.116022482,1.116022482,1.116022482,1.116022482,1.526190683,1.526190683,1.526190683,1.526190683,1.526190683,1.116022482,1.116022482,1.116022482,1.526190683,1.526190683,1.526190683
81203,1.116180749,1.116180749,1.116180749,1.116180749,1.116180749,1.526262631,1.526262631,1.526262631,1.526262631,1.526262631,1.116180749,1.116180749,1.116180749,1.526262631,1.526262631,1.526262631
81204,1.107440745,1.107440745,1.107440745,1.107440745,1.107440745,1.52534071,1.52534071,1.52534071,1.52534071,1.52534071,1.107440745,1.107440745,1.107440745,1.52534071,1.52534071,1.52534071
81205,1.107616448,1.107616448,1.107616448,1.107616448,1.107616448,1.52532223,1.52532223,1.52532223,1.52532223,1.52532223,1.107616448,1.107616448,1.107616448,1.52532223,1.52532223,1.52532223
81206,1.1022372,1.1022372,1.1022372,1.1022372,1.1022372,1.524580161,1.524580161,1.524580161,1.524580161,1.524580161,1.1022372,1.1022372,1.1022372,1.524580161,1.524580161,1.524580161
81207,0.632642286,0.632642286,0.632642286,0.632642286,0.632642286,0.557339951,0.557339951,0.557339951,0.557339951,0.557339951,0.632642286,0.632642286,0.632642286,0.557339951,0.557339951,0.557339951
81208,0.281854133,0.281854133,0.281854133,0.281854133,0.281854133,0.390013774,0.390013774,0.390013774,0.390013774,0.390013774,0.281854133,0.281854133,0.281854133,0.390013774,0.390013774,0.390013774
81209,0.284733783,0.284733783,0.284733783,0.284733783,0.284733783,0.358303581,0.358303581,0.358303581,0.358303581,0.358303581,0.284733783,0.284733783,0.284733783,0.358303581,0.358303581,0.358303581
81210,0.311708262,0.311708262,0.311708262,0.311708262,0.311708262,0.369339553,0.369339553,0.369339553,0.369339553,0.369339553,0.311708262,0.311708262,0.311708262,0.369339553,0.369339553,0.369339553
81211,0.309638171,0.309638171,0.309638171,0.309638171,0.309638171,0.358438735,0.358438735,0.358438735,0.358438735,0.358438735,0.309638171,0.309638171,0.309638171,0.358438735,0.358438735,0.358438735
81212,0.31933406,0.31933406,0.31933406,0.31933406,0.31933406,0.34694442,0.34694442,0.34694442,0.34694442,0.34694442,0.31933406,0.31933406,0.31933406,0.34694442,0.34694442,0.34694442
81213,0.335887897,0.335887897,0.335887897,0.335887897,0.335887897,0.354139454,0.354139454,0.354139454,0.354139454,0.354139454,0.335887897,0.335887897,0.335887897,0.354139454,0.354139454,0.354139454
81214,0.354936133,0.354936133,0.354936133,0.354936133,0.354936133,0.37981512,0.37981512,0.37981512,0.37981512,0.37981512,0.354936133,0.354936133,0.354936133,0.37981512,0.37981512,0.37981512
81215,0.337131066,0.337131066,0.337131066,0.337131066,0.337131066,0.389217315,0.389217315,0.389217315,0.389217315,0.389217315,0.337131066,0.337131066,0.337131066,0.389217315,0.389217315,0.389217315
81216,0.373539427,0.373539427,0.373539427,0.373539427,0.373539427,0.402482096,0.402482096,0.402482096,0.402482096,0.402482096,0.373539427,0.373539427,0.373539427,0.402482096,0.402482096,0.402482096
81217,0.452532899,0.452532899,0.452532899,0.452532899,0.452532899,0.489861996,0.489861996,0.489861996,0.489861996,0.489861996,0.452532899,0.452532899,0.452532899,0.489861996,0.489861996,0.489861996
81218,1.111069577,1.111069577,1.111069577,1.111069577,1.111069577,1.242874834,1.242874834,1.242874834,1.242874834,1.242874834,1.111069577,1.111069577,1.111069577,1.242874834,1.242874834,1.242874834
81219,1.143600211,1.143600211,1.143600211,1.143600211,1.143600211,1.547428023,1.547428023,1.547428023,1.582647603,1.547428023,1.143600211,1.143600211,8.823959601,4.252556326,7.18347097,1.547428023
81220,1.141997033,1.141997033,1.141997033,1.141997033,1.141997033,1.547684271,1.547684271,1.547684271,1.547684271,1.547684271,15.27341398,10.39204893,13.01076654,1.547684271,3.379389552,1.547684271
81221,1.119272969,1.119272969,1.119272969,1.119272969,1.119272969,3.098059456,1.526444764,1.526444764,1.526444764,1.526444764,12.22820945,4.523166732,8.080656755,1.526444764,1.526444764,1.526444764
81222,1.114950508,1.114950508,1.114950508,1.114950508,1.114950508,1.525732725,1.525732725,1.525732725,1.525732725,1.525732725,1.633383617,1.114950508,1.158544903,1.525732725,1.525732725,1.525732725
81223,1.114590322,1.114590322,1.114590322,1.114590322,1.114590322,1.525727534,1.525727534,1.525727534,1.525727534,1.525727534,1.114590322,1.114590322,1.114590322,1.525727534,1.525727534,1.525727534
81224,1.143362137,1.143362137,1.143362137,1.143362137,1.143362137,1.530300536,1.530300536,1.530300536,1.530300536,1.530300536,1.143362137,1.143362137,1.143362137,1.530300536,1.530300536,1.530300536
81301,1.150940424,1.150940424,1.150940424,1.150940424,1.150940424,1.516396755,1.516396755,1.516396755,1.516396755,1.516396755,1.150940424,1.150940424,1.150940424,1.516396755,1.516396755,1.516396755
81302,1.150662079,1.150662079,1.150662079,1.150662079,1.150662079,1.516345589,1.516345589,1.516345589,1.516345589,1.516345589,1.150662079,1.150662079,1.150662079,1.516345589,1.516345589,1.516345589
81303,1.15054994,1.15054994,1.15054994,1.15054994,1.15054994,1.516340392,1.516340392,1.516340392,1.516340392,1.516340392,1.15054994,1.15054994,1.15054994,1.516340392,1.516340392,1.516340392
81304,1.135703352,1.135703352,1.135703352,1.135703352,1.135703352,1.513789707,1.513789707,1.513789707,1.513789707,1.513789707,1.135703352,1.135703352,1.135703352,1.513789707,1.513789707,1.513789707
81305,1.13094823,1.13094823,1.13094823,1.13094823,1.13094823,1.510346733,1.510346733,1.510346733,1.510346733,1.510346733,1.13094823,1.13094823,1.13094823,1.510346733,1.510346733,1.510346733
81306,1.150157094,1.150157094,1.150157094,1.150157094,1.150157094,1.516471743,1.516471743,1.516471743,1.516471743,1.516471743,1.150157094,1.150157094,1.150157094,1.516471743,1.516471743,1.516471743
81307,0.826080281,0.826080281,0.826080281,0.826080281,0.826080281,0.751122533,0.751122533,0.751122533,0.751122533,0.751122533,0.826080281,0.826080281,0.826080281,0.751122533,0.751122533,0.751122533
81308,0.394758907,0.394758907,0.394758907,0.394758907,0.394758907,0.472294283,0.472294283,0.472294283,0.472294283,0.472294283,0.394758907,0.394758907,0.394758907,0.472294283,0.472294283,0.472294283
81309,0.325965201,0.325965201,0.325965201,0.325965201,0.325965201,0.421688993,0.421688993,0.421688993,0.421688993,0.421688993,0.325965201,0.325965201,0.325965201,0.421688993,0.421688993,0.421688993
81310,0.305805622,0.305805622,0.305805622,0.305805622,0.305805622,0.408828113,0.408828113,0.408828113,0.408828113,0.408828113,0.305805622,0.305805622,0.305805622,0.408828113,0.408828113,0.408828113
81311,0.320893722,0.320893722,0.320893722,0.320893722,0.320893722,0.409138496,0.409138496,0.409138496,0.409138496,0.409138496,0.320893722,0.320893722,0.320893722,0.409138496,0.409138496,0.409138496
81312,0.325046898,0.325046898,0.325046898,0.325046898,0.325046898,0.377169895,0.377169895,0.377169895,0.377169895,0.377169895,0.325046898,0.325046898,0.325046898,0.377169895,0.377169895,0.377169895
81313,0.321105944,0.321105944,0.321105944,0.321105944,0.321105944,0.372919802,0.372919802,0.372919802,0.372919802,0.372919802,0.321105944,0.321105944,0.321105944,0.372919802,0.372919802,0.372919802
81314,0.343993878,0.343993878,0.343993878,0.343993878,0.343993878,0.386607851,0.386607851,0.386607851,0.386607851,0.386607851,0.343993878,0.343993878,0.343993878,0.386607851,0.386607851,0.386607851
81315,0.330542637,0.330542637,0.330542637,0.330542637,0.330542637,0.387050459,0.387050459,0.387050459,0.387050459,0.387050459,0.330542637,0.330542637,0.330542637,0.387050459,0.387050459,0.387050459
81316,0.354795859,0.354795859,0.354795859,0.354795859,0.354795859,0.42307315,0.42307315,0.42307315,0.42307315,0.42307315,0.354795859,0.354795859,0.354795859,0.42307315,0.42307315,0.42307315
81317,0.403039433,0.403039433,0.403039433,0.403039433,0.403039433,0.477570649,0.477570649,0.477570649,0.477570649,0.477570649,0.403039433,0.403039433,0.403039433,0.477570649,0.477570649,0.477570649
81318,1.110784468,1.110784468,1.110784468,1.110784468,1.110784468,1.23607439,1.23607439,1.23607439,1.23607439,1.23607439,1.110784468,1.110784468,1.110784468,1.23607439,1.23607439,1.23607439
81319,1.173739238,1.173739238,1.173739238,1.173739238,1.173739238,1.533498546,1.533498546,1.533498546,1.533498546,1.533498546,1.173739238,1.173739238,1.173739238,1.533498546,2.20694439,1.533498546
81320,1.173763753,1.173763753,1.173763753,1.173763753,1.173763753,1.535086225,1.535086225,1.535086225,1.535086225,1.535086225,1.811350175,1.173763753,1.173763753,1.535086225,1.535086225,1.535086225
81321,1.151831979,1.151831979,1.151831979,1.151831979,1.151831979,1.516451904,1.516451904,1.516451904,1.516451904,1.516451904,1.151831979,1.151831979,1.151831979,1.516451904,1.516451904,1.516451904
81322,1.45182913,1.45182913,1.45182913,1.45182913,1.45182913,1.817363992,1.817363992,1.817363992,1.817363992,1.817363992,1.45182913,1.45182913,1.45182913,1.817363992,1.817363992,1.817363992
81323,3.414630597,3.414630597,3.414630597,3.414630597,3.414630597,3.766415891,3.766415891,3.766415891,3.766415891,3.766415891,3.414630597,3.414630597,3.414630597,3.766415891,3.766415891,3.766415891
81324,2.177335014,2.177335014,2.177335014,2.177335014,2.177335014,2.523411553,2.523411553,2.523411553,2.523411553,2.523411553,2.177335014,2.177335014,2.177335014,2.523411553,2.523411553,2.523411553
81401,1.854635121,1.854635121,1.854635121,1.854635121,1.854635121,1.772940321,1.772940321,1.772940321,1.772940321,1.772940321,1.854635121,1.854635121,1.854635121,1.772940321,1.772940321,1.772940321
81402,1.854360525,1.854360525,1.854360525,1.854360525,1.854360525,1.772356554,1.772356554,1.772356554,1.772356554,1.772356554,1.854360525,1.854360525,1.854360525,1.772356554,1.772356554,1.772356554
81403,1.854097939,1.854097939,1.854097939,1.854097939,1.854097939,1.772279707,1.772279707,1.772279707,1.772279707,1.772279707,1.854097939,1.854097939,1.854097939,1.772279707,1.772279707,1.772279707
81404,1.837010222,1.837010222,1.837010222,1.837010222,1.837010222,1.767765415,1.767765415,1.767765415,1.767765415,1.767765415,1.837010222,1.837010222,1.837010222,1.767765415,1.767765415,1.767765415
81405,1.844153045,1.844153045,1.844153045,1.844153045,1.844153045,1.76911865,1.76911865,1.76911865,1.76911865,1.76911865,1.844153045,1.844153045,1.844153045,1.76911865,1.76911865,1.76911865
81406,1.855239338,1.855239338,1.855239338,1.855239338,1.855239338,1.772505614,1.772505614,1.772505614,1.772505614,1.772505614,1.855239338,1.855239338,1.855239338,1.772505614,1.772505614,1.772505614
81407,1.712464621,1.712464621,1.712464621,1.712464621,1.712464621,1.366959291,1.366959291,1.366959291,1.366959291,1.366959291,1.712464621,1.712464621,1.712464621,1.366959291,1.366959291,1.366959291
81408,0.808774274,0.808774274,0.808774274,0.808774274,0.808774274,0.897382003,0.897382003,0.897382003,0.897382003,0.897382003,0.808774274,0.808774274,0.808774274,0.897382003,0.897382003,0.897382003
81409,0.731813861,0.731813861,0.731813861,0.731813861,0.731813861,0.897831758,0.897831758,0.897831758,0.897831758,0.897831758,0.731813861,0.731813861,0.731813861,0.897831758,0.897831758,0.897831758
81410,0.725664146,0.725664146,0.725664146,0.725664146,0.725664146,0.892673165,0.892673165,0.892673165,0.892673165,0.892673165,0.725664146,0.725664146,0.725664146,0.892673165,0.892673165,0.892673165
81411,0.72500826,0.72500826,0.72500826,0.72500826,0.72500826,0.887827508,0.887827508,0.887827508,0.887827508,0.887827508,0.72500826,0.72500826,0.72500826,0.887827508,0.887827508,0.887827508
81412,0.721376657,0.721376657,0.721376657,0.721376657,0.721376657,0.896740102,0.896740102,0.896740102,0.896740102,0.896740102,0.721376657,0.721376657,0.721376657,0.896740102,0.896740102,0.896740102
81413,0.732319508,0.732319508,0.732319508,0.732319508,0.732319508,0.873535156,0.873535156,0.873535156,0.873535156,0.873535156,0.732319508,0.732319508,0.732319508,0.873535156,0.873535156,0.873535156
81414,0.73341446,0.73341446,0.73341446,0.73341446,0.73341446,0.901006992,0.901006992,0.901006992,0.901006992,0.901006992,0.73341446,0.73341446,0.73341446,0.901006992,0.901006992,0.901006992
81415,0.737488806,0.737488806,0.737488806,0.737488806,0.737488806,0.892488437,0.892488437,0.892488437,0.892488437,0.892488437,0.737488806,0.737488806,0.737488806,0.892488437,0.892488437,0.892488437
81416,0.733305168,0.733305168,0.733305168,0.733305168,0.733305168,0.893852507,0.893852507,0.893852507,0.893852507,0.893852507,0.733305168,0.733305168,0.733305168,0.893852507,0.893852507,0.893852507
81417,0.822048664,0.822048664,0.822048664,0.822048664,0.822048664,0.948405541,0.948405541,0.948405541,0.948405541,0.948405541,0.822048664,0.822048664,0.822048664,0.948405541,0.948405541,0.948405541
81418,1.707452586,1.707452586,1.707452586,1.707452586,1.707452586,1.689332848,1.689332848,1.689332848,1.689332848,1.689332848,1.707452586,1.707452586,1.707452586,1.689332848,1.689332848,1.689332848
81419,1.986056721,1.986056721,1.986056721,1.986056721,1.986056721,1.934772516,1.934772516,1.934772516,1.934772516,1.934772516,1.986056721,1.986056721,1.986056721,1.934772516,4.150819395,1.934772516
81420,1.986197557,1.986197557,1.986197557,1.986197557,1.986197557,1.936014315,1.936014315,1.936014315,1.936014315,1.936014315,4.713764796,1.986197557,1.986197557,1.936014315,1.936014315,1.936014315
81421,1.962955576,1.962955576,1.962955576,1.962955576,1.962955576,1.872740732,1.872740732,1.872740732,1.872740732,1.872740732,2.449040923,1.962955576,1.962955576,1.872740732,1.872740732,1.872740732
81422,3.636894281,3.636894281,3.636894281,3.636894281,3.636894281,3.546629612,3.546629612,3.546629612,3.546629612,3.546629612,3.636894281,3.636894281,3.636894281,3.546629612,3.546629612,3.546629612
81423,6.673654655,6.673654655,6.673654655,6.673654655,6.673654655,6.574783331,6.574783331,6.574783331,6.574783331,6.574783331,6.673654655,6.673654655,6.673654655,6.574783331,6.574783331,6.574783331
81424,4.322774528,4.322774528,4.322774528,4.322774528,4.322774528,4.223727897,4.223727897,4.223727897,4.223727897,4.223727897,4.322774528,4.322774528,4.322774528,4.223727897,4.223727897,4.223727897
81501,4.263547034,4.263547034,4.263547034,4.263547034,4.263547034,4.15292389,4.15292389,4.15292389,4.15292389,4.15292389,4.263547034,4.263547034,4.263547034,4.15292389,4.15292389,4.15292389
81502,2.477872097,2.477872097,2.477872097,2.477872097,2.477872097,2.367470998,2.367470998,2.367470998,2.367470998,2.367470998,2.477872097,2.477872097,2.477872097,2.367470998,2.367470998,2.367470998
81503,2.179262504,2.179262504,2.179262504,2.179262504,2.179262504,2.070200883,2.070200883,2.070200883,2.070200883,2.070200883,2.179262504,2.179262504,2.179262504,2.070200883,2.070200883,2.070200883
81504,2.171601436,2.171601436,2.171601436,2.171601436,2.171601436,2.067846051,2.067846051,2.067846051,2.067846051,2.067846051,2.171601436,2.171601436,2.171601436,2.067846051,2.067846051,2.067846051
81505,2.171842587,2.171842587,2.171842587,2.171842587,2.171842587,2.067863679,2.067863679,2.067863679,2.067863679,2.067863679,2.171842587,2.171842587,2.171842587,2.067863679,2.067863679,2.067863679
81506,2.642395754,2.642395754,2.642395754,2.642395754,2.642395754,2.531429545,2.531429545,2.531429545,2.531429545,2.531429545,2.642395754,2.642395754,2.642395754,2.531429545,2.531429545,2.531429545
81507,2.32333352,2.32333352,2.32333352,2.32333352,2.32333352,1.916082284,1.916082284,1.916082284,1.916082284,1.916082284,2.32333352,2.32333352,2.32333352,1.916082284,1.916082284,1.916082284
81508,1.999747398,1.999747398,1.999747398,1.999747398,1.999747398,1.623529142,1.623529142,1.623529142,1.623529142,1.623529142,1.999747398,1.999747398,1.999747398,1.623529142,1.623529142,1.623529142
81509,1.709663306,1.709663306,1.709663306,1.709663306,1.709663306,1.593725799,1.593725799,1.593725799,1.593725799,1.593725799,1.709663306,1.709663306,1.709663306,1.593725799,1.593725799,1.593725799
81510,1.686364589,1.686364589,1.686364589,1.686364589,1.686364589,1.584721592,1.584721592,1.584721592,1.584721592,1.584721592,1.686364589,1.686364589,1.686364589,1.584721592,1.584721592,1.584721592
81511,1.679088072,1.679088072,1.679088072,1.679088072,1.679088072,1.614566443,1.614566443,1.614566443,1.614566443,1.614566443,1.679088072,1.679088072,1.679088072,1.614566443,1.614566443,1.614566443
81512,1.680949813,1.680949813,1.680949813,1.680949813,1.680949813,1.58598943,1.58598943,1.58598943,1.58598943,1.58598943,1.680949813,1.680949813,1.680949813,1.58598943,1.58598943,1.58598943
81513,1.689032652,1.689032652,1.689032652,1.689032652,1.689032652,1.603350804,1.603350804,1.603350804,1.603350804,1.603350804,1.689032652,1.689032652,1.689032652,1.603350804,1.603350804,1.603350804
81514,1.708668278,1.708668278,1.708668278,1.708668278,1.708668278,1.606135507,1.606135507,1.606135507,1.606135507,1.606135507,1.708668278,1.708668278,1.708668278,1.606135507,1.606135507,1.606135507
81515,1.716300727,1.716300727,1.716300727,1.716300727,1.716300727,1.601891365,1.601891365,1.601891365,1.601891365,1.601891365,1.716300727,1.716300727,1.716300727,1.601891365,1.601891365,1.601891365
81516,1.725210713,1.725210713,1.725210713,1.725210713,1.725210713,1.604327138,1.604327138,1.604327138,1.604327138,1.604327138,1.725210713,1.725210713,1.725210713,1.604327138,1.604327138,1.604327138
81517,1.908447,1.908447,1.908447,1.908447,1.908447,1.635689547,1.635689547,1.635689547,1.635689547,1.635689547,1.908447,1.908447,1.908447,1.635689547,1.635689547,1.635689547
81518,2.236858684,2.236858684,2.236858684,2.236858684,2.236858684,2.115612104,2.115612104,2.115612104,2.115612104,2.115612104,2.236858684,2.236858684,2.236858684,2.115612104,2.115612104,2.115612104
81519,2.258482575,2.258482575,2.258482575,2.258482575,14.56254836,2.424455642,2.145508875,2.145508875,2.145508875,2.145508875,2.258482575,2.258482575,2.258482575,2.145508875,4.958713581,2.145508875
81520,2.239924584,2.239924584,2.239924584,2.239924584,12.11038058,4.384915899,2.123828018,2.123828018,2.123828018,2.123828018,2.239924584,2.239924584,2.239924584,2.123828018,2.123828018,2.123828018
81521,2.313200012,2.313200012,2.313200012,2.313200012,12.36338397,2.87492062,2.198288737,2.198288737,2.198288737,2.198288737,2.313200012,2.313200012,2.313200012,2.198288737,2.198288737,2.198288737
81522,4.245128687,4.245128687,4.245128687,4.245128687,10.13618797,4.130212478,4.130212478,4.130212478,4.130212478,4.130212478,4.245128687,4.245128687,4.245128687,4.130212478,4.130212478,4.130212478
81523,7.760227654,7.760227654,7.760227654,7.760227654,7.760227654,7.630110395,7.630110395,7.630110395,7.630110395,7.630110395,7.760227654,7.760227654,7.760227654,7.630110395,7.630110395,7.630110395
81524,5.161965059,5.161965059,5.161965059,5.161965059,5.161965059,5.04176462,5.04176462,5.04176462,5.04176462,5.04176462,5.161965059,5.161965059,5.161965059,5.04176462,5.04176462,5.04176462
81601,3.073585168,3.073585168,3.073585168,3.073585168,3.073585168,2.983614845,2.983614845,2.983614845,2.983614845,2.983614845,3.073585168,3.073585168,3.073585168,2.983614845,2.983614845,2.983614845
81602,2.123169765,2.123169765,2.123169765,2.123169765,2.123169765,2.035652131,2.035652131,2.035652131,2.035652131,2.035652131,2.123169765,2.123169765,2.123169765,2.035652131,2.035652131,2.035652131
81603,1.989976142,1.989976142,1.989976142,1.989976142,1.989976142,1.90250199,1.90250199,1.90250199,1.90250199,1.90250199,1.989976142,1.989976142,1.989976142,1.90250199,1.90250199,1.90250199
81604,1.975671919,1.975671919,1.975671919,1.975671919,1.975671919,1.898358563,1.898358563,1.898358563,1.898358563,1.898358563,1.975671919,1.975671919,1.975671919,1.898358563,1.898358563,1.898358563
81605,1.974863944,1.974863944,1.974863944,1.974863944,1.974863944,1.89800142,1.89800142,1.89800142,1.89800142,1.89800142,1.974863944,1.974863944,1.974863944,1.89800142,1.89800142,1.89800142
81606,2.256875526,2.256875526,2.256875526,2.256875526,2.256875526,2.169478457,2.169478457,2.169478457,2.169478457,2.169478457,2.256875526,2.256875526,2.256875526,2.169478457,2.169478457,2.169478457
81607,2.063085618,2.063085618,2.063085618,2.063085618,2.063085618,1.680537388,1.680537388,1.680537388,1.680537388,1.680537388,2.063085618,2.063085618,2.063085618,1.680537388,1.680537388,1.680537388
81608,1.309717308,1.309717308,1.309717308,1.309717308,1.309717308,1.073701263,1.073701263,1.073701263,1.073701263,1.073701263,1.309717308,1.309717308,1.309717308,1.073701263,1.073701263,1.073701263
81609,0.945988478,0.945988478,0.945988478,0.945988478,0.945988478,0.880386521,0.880386521,0.880386521,0.880386521,0.880386521,0.945988478,0.945988478,0.945988478,0.880386521,0.880386521,0.880386521
81610,0.807804526,0.807804526,0.807804526,0.807804526,0.807804526,0.8649045,0.8649045,0.8649045,0.8649045,0.8649045,0.807804526,0.807804526,0.807804526,0.8649045,0.8649045,0.8649045
81611,0.770394719,0.770394719,0.770394719,0.770394719,0.770394719,0.83912308,0.83912308,0.83912308,0.83912308,0.83912308,0.770394719,0.770394719,0.770394719,0.83912308,0.83912308,0.83912308
81612,0.763538242,0.763538242,0.763538242,0.763538242,0.763538242,0.821053664,0.821053664,0.821053664,0.821053664,0.821053664,0.763538242,0.763538242,0.763538242,0.821053664,0.821053664,0.821053664
81613,0.768129292,0.768129292,0.768129292,0.768129292,0.768129292,0.857899348,0.857899348,0.857899348,0.857899348,0.857899348,0.768129292,0.768129292,0.768129292,0.857899348,0.857899348,0.857899348
81614,0.786938707,0.786938707,0.786938707,0.786938707,0.786938707,0.844569212,0.844569212,0.844569212,0.844569212,0.844569212,0.786938707,0.786938707,0.786938707,0.844569212,0.844569212,0.844569212
81615,0.797565239,0.797565239,0.797565239,0.797565239,0.797565239,0.8316903,0.8316903,0.8316903,0.8316903,0.8316903,0.797565239,0.797565239,0.797565239,0.8316903,0.8316903,0.8316903
81616,0.794625192,0.794625192,0.794625192,0.794625192,0.794625192,0.865497476,0.865497476,0.865497476,0.865497476,0.865497476,0.794625192,0.794625192,0.794625192,0.865497476,0.865497476,0.865497476
81617,0.980647315,0.980647315,0.980647315,0.980647315,0.980647315,0.935044887,0.935044887,0.935044887,0.935044887,0.935044887,0.980647315,0.980647315,0.980647315,0.935044887,0.935044887,0.935044887
81618,1.765800525,1.765800525,1.765800525,1.765800525,1.765800525,1.737103232,1.737103232,1.737103232,1.737103232,1.737103232,1.765800525,1.765800525,1.765800525,1.737103232,1.737103232,1.737103232
81619,2.815591886,2.815591886,2.815591886,2.815591886,2.815591886,2.737213195,28.13046738,2.737213195,2.737213195,2.737213195,2.815591886,2.815591886,2.815591886,8.936594846,9.600396167,2.737213195
81620,2.512417761,2.512417761,2.512417761,2.512417761,2.512417761,2.433625135,2.433625135,2.433625135,2.433625135,2.433625135,12.9642014,16.25392336,4.770585622,5.01343969,5.678559762,2.433625135
81621,5.522774264,5.522774264,5.522774264,5.522774264,5.522774264,5.452797418,5.426019957,5.426019957,5.426019957,5.426019957,13.22052788,13.58914129,5.522774264,5.953720067,5.823690586,5.426019957
81622,13.70015929,13.70015929,13.70015929,13.70015929,13.70015929,13.60565234,13.60565234,13.60565234,13.60565234,13.60565234,16.15752949,13.99696457,13.70015929,13.60565234,13.60565234,13.60565234
81623,20.70654009,20.70654009,20.70654009,20.70654009,20.70654009,20.59752577,20.59752577,20.59752577,20.59752577,20.59752577,20.70654009,20.70654009,20.70654009,20.59752577,20.59752577,20.59752577
81624,9.037158601,9.037158601,9.037158601,9.037158601,9.037158601,8.939191062,8.939191062,8.939191062,8.939191062,8.939191062,9.037158601,9.037158601,9.037158601,8.939191062,8.939191062,8.939191062
81701,2.262559784,2.262559784,2.262559784,2.262559784,2.262559784,2.402923757,2.402923757,2.402923757,2.402923757,2.402923757,2.262559784,2.262559784,2.262559784,2.402923757,2.402923757,2.402923757
81702,1.943478198,1.943478198,1.943478198,1.943478198,1.943478198,2.084847235,2.084847235,2.084847235,2.084847235,2.084847235,1.943478198,1.943478198,1.943478198,2.084847235,2.084847235,2.084847235
81703,1.476406851,1.476406851,1.476406851,1.476406851,1.476406851,1.618143009,1.618143009,1.618143009,1.618143009,1.618143009,1.476406851,1.476406851,1.476406851,1.618143009,1.618143009,1.618143009
81704,1.470632645,1.470632645,1.470632645,1.470632645,1.470632645,1.615953188,1.615953188,1.615953188,1.615953188,1.615953188,1.470632645,1.470632645,1.470632645,1.615953188,1.615953188,1.615953188
81705,1.46308853,1.46308853,1.46308853,1.46308853,1.46308853,1.613075115,1.613075115,1.613075115,1.613075115,1.613075115,1.46308853,1.46308853,1.46308853,1.613075115,1.613075115,1.613075115
81706,1.476972899,1.476972899,1.476972899,1.476972899,1.476972899,1.618162538,1.618162538,1.618162538,1.618162538,1.618162538,1.476972899,1.476972899,1.476972899,1.618162538,1.618162538,1.618162538
81707,1.50089505,1.50089505,1.50089505,1.50089505,1.50089505,1.073614198,1.073614198,1.073614198,1.073614198,1.073614198,1.50089505,1.50089505,1.50089505,1.073614198,1.073614198,1.073614198
81708,0.829981861,0.829981861,0.829981861,0.829981861,0.829981861,0.593559629,0.593559629,0.593559629,0.593559629,0.593559629,0.829981861,0.829981861,0.829981861,0.593559629,0.593559629,0.593559629
81709,0.647000482,0.647000482,0.647000482,0.647000482,0.647000482,0.461573608,0.461573608,0.461573608,0.461573608,0.461573608,0.647000482,0.647000482,0.647000482,0.461573608,0.461573608,0.461573608
81710,0.418095304,0.418095304,0.418095304,0.418095304,0.418095304,0.44384782,0.44384782,0.44384782,0.44384782,0.44384782,0.418095304,0.418095304,0.418095304,0.44384782,0.44384782,0.44384782
