,MoDaHr,tonnes CO2-e/kWh,tonnes CO2-e/kWh,tonnes CO2-e/kWh,tonnes CO2-e/kWh,tonnes CO2-e/kWh,tonnes CO2-e/kWh,tonnes CO2-e/kWh,tonnes CO2-e/kWh,tonnes CO2-e/kWh,tonnes CO2-e/kWh,tonnes CO2-e/kWh,tonnes CO2-e/kWh,tonnes CO2-e/kWh,tonnes CO2-e/kWh,tonnes CO2-e/kWh,tonnes CO2-e/kWh
,Fuel=,Elec,Elec,Elec,Elec,Elec,Elec,Elec,Elec,Elec,Elec,Elec,Elec,Elec,Elec,Elec,Elec
,CZ=,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
,110217,0.000257618,0.000257618,0.000257618,0.000257618,0.000257618,0.000257618,0.000257618,0.000257618,0.000257618,0.000257618,0.000257618,0.000257618,0.000257618,0.000257618,0.000257618,0.000257618
,110218,0.000258309,0.000258309,0.000258309,0.000258309,0.000258309,0.000258309,0.000258309,0.000258309,0.000258309,0.000258309,0.000258309,0.000258309,0.000258309,0.000258309,0.000258309,0.000258309
,110219,0.000258401,0.000258401,0.000258401,0.000258401,0.000258401,0.000258401,0.000258401,0.000258401,0.000258401,0.000258401,0.000258401,0.000258401,0.000258401,0.000258401,0.000258401,0.000258401
,110220,0.000258494,0.000258494,0.000258494,0.000258494,0.000258494,0.000258494,0.000258494,0.000258494,0.000258494,0.000258494,0.000258494,0.000258494,0.000258494,0.000258494,0.000258494,0.000258494
,110221,0.000260286,0.000260286,0.000260286,0.000260286,0.000260286,0.000257199,0.000256931,0.000257199,0.000257199,0.000257199,0.000260286,0.000260286,0.000260286,0.000257199,0.000257199,0.000257199
,110222,0.000258742,0.000258742,0.000258742,0.000258742,0.000258742,0.000255673,0.000255407,0.000255673,0.000255673,0.000255673,0.000258742,0.000258742,0.000258742,0.000255673,0.000255673,0.000255673
,110223,0.000251162,0.000251162,0.000251162,0.000251162,0.000251162,0.000253356,0.00025266,0.000253356,0.000253356,0.000253356,0.000251162,0.000251162,0.000251162,0.000253356,0.000253356,0.000253356
,110224,0.000229398,0.000229398,0.000229398,0.000229398,0.000229398,0.000231402,0.000230766,0.000231402,0.000231402,0.000231402,0.000229398,0.000229398,0.000229398,0.000231402,0.000231402,0.000231402
,110301,0.000197185,0.000197185,0.000197185,0.000197185,0.000197185,0.000198908,0.000198361,0.000198908,0.000198908,0.000198908,0.000197185,0.000197185,0.000197185,0.000198908,0.000198908,0.000198908
,110302,0.000191364,0.000191364,0.000191364,0.000191364,0.000191364,0.000193036,0.000192505,0.000193036,0.000193036,0.000193036,0.000191364,0.000191364,0.000191364,0.000193036,0.000193036,0.000193036
,110303,0.000190057,0.000190057,0.000190057,0.000190057,0.000190057,0.000191717,0.000191191,0.000191717,0.000191717,0.000191717,0.000190057,0.000190057,0.000190057,0.000191717,0.000191717,0.000191717
,110304,0.000190451,0.000190451,0.000190451,0.000190451,0.000190451,0.000192115,0.000191587,0.000192115,0.000192115,0.000192115,0.000190451,0.000190451,0.000190451,0.000192115,0.000192115,0.000192115
,110305,0.000192551,0.000192551,0.000192551,0.000192551,0.000192551,0.000194233,0.000193699,0.000194233,0.000194233,0.000194233,0.000192551,0.000192551,0.000192551,0.000194233,0.000194233,0.000194233
,110306,0.000205065,0.000205065,0.000205065,0.000205065,0.000205065,0.000206856,0.000206288,0.000206856,0.000206856,0.000206856,0.000205065,0.000205065,0.000205065,0.000206856,0.000206856,0.000206856
,110307,0.000209214,0.000209214,0.000209214,0.000209214,0.000209214,0.000211042,0.000210462,0.000211042,0.000211042,0.000211042,0.000209214,0.000209214,0.000209214,0.000211042,0.000211042,0.000211042
,110308,0.000136245,0.000136245,0.000136245,0.000136245,0.000136245,0.000137435,0.000137058,0.000137435,0.000137435,0.000137435,0.000136245,0.000136245,0.000136245,0.000137435,0.000137435,0.000137435
,110309,1.51E-05,1.51E-05,1.51E-05,1.51E-05,1.51E-05,1.49E-05,1.49E-05,1.49E-05,1.49E-05,1.49E-05,1.51E-05,1.51E-05,1.51E-05,1.49E-05,1.49E-05,1.49E-05
,110310,1.69E-06,1.69E-06,1.69E-06,1.69E-06,1.69E-06,1.67E-06,1.67E-06,1.67E-06,1.67E-06,1.67E-06,1.69E-06,1.69E-06,1.69E-06,1.67E-06,1.67E-06,1.67E-06
,110311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,110312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,110313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,110314,3.89E-06,3.89E-06,3.89E-06,3.89E-06,3.89E-06,3.84E-06,3.84E-06,3.84E-06,3.84E-06,3.84E-06,3.89E-06,3.89E-06,3.89E-06,3.84E-06,3.84E-06,3.84E-06
,110315,8.95E-06,8.95E-06,8.95E-06,8.95E-06,8.95E-06,8.95E-06,8.95E-06,8.95E-06,8.95E-06,8.95E-06,8.95E-06,8.95E-06,8.95E-06,8.95E-06,8.95E-06,8.95E-06
,110316,2.13E-05,2.13E-05,2.13E-05,2.13E-05,2.13E-05,2.13E-05,2.13E-05,2.13E-05,2.13E-05,2.13E-05,2.13E-05,2.13E-05,2.13E-05,2.13E-05,2.13E-05,2.13E-05
,110317,0.000225746,0.000225746,0.000225746,0.000225746,0.000225746,0.000225746,0.000225746,0.000225746,0.000225746,0.000225746,0.000225746,0.000225746,0.000225746,0.000225746,0.000225746,0.000225746
,110318,0.000228802,0.000228802,0.000228802,0.000228802,0.000228802,0.000228802,0.000228802,0.000228802,0.000228802,0.000228802,0.000228802,0.000228802,0.000228802,0.000228802,0.000228802,0.000228802
,110319,0.000228818,0.000228818,0.000228818,0.000228818,0.000228818,0.000228818,0.000228818,0.000228818,0.000228818,0.000228818,0.000228818,0.000228818,0.000228818,0.000228818,0.000228818,0.000228818
,110320,0.000228968,0.000228968,0.000228968,0.000228968,0.000228968,0.000228968,0.000228968,0.000228968,0.000228968,0.000228968,0.000228968,0.000228968,0.000228968,0.000228968,0.000228968,0.000228968
,110321,0.000230571,0.000230571,0.000230571,0.000230571,0.000230571,0.000227837,0.000227599,0.000227837,0.000227837,0.000227837,0.000230571,0.000230571,0.000230571,0.000227837,0.000227837,0.000227837
,110322,0.000230281,0.000230281,0.000230281,0.000230281,0.000230281,0.000227549,0.000227312,0.000227549,0.000227549,0.000227549,0.000230281,0.000230281,0.000230281,0.000227549,0.000227549,0.000227549
,110323,0.000222121,0.000222121,0.000222121,0.000222121,0.000222121,0.000224061,0.000223446,0.000224061,0.000224061,0.000224061,0.000222121,0.000222121,0.000222121,0.000224061,0.000224061,0.000224061
,110324,0.000211118,0.000211118,0.000211118,0.000211118,0.000211118,0.000212963,0.000212378,0.000212963,0.000212963,0.000212963,0.000211118,0.000211118,0.000211118,0.000212963,0.000212963,0.000212963
,110401,0.000220109,0.000220109,0.000220109,0.000220109,0.000220109,0.000222032,0.000221422,0.000222032,0.000222032,0.000222032,0.000220109,0.000220109,0.000220109,0.000222032,0.000222032,0.000222032
,110402,0.000209824,0.000209824,0.000209824,0.000209824,0.000209824,0.000211657,0.000211076,0.000211657,0.000211657,0.000211657,0.000209824,0.000209824,0.000209824,0.000211657,0.000211657,0.000211657
,110403,0.000208448,0.000208448,0.000208448,0.000208448,0.000208448,0.000210269,0.000209691,0.000210269,0.000210269,0.000210269,0.000208448,0.000208448,0.000208448,0.000210269,0.000210269,0.000210269
,110404,0.000208943,0.000208943,0.000208943,0.000208943,0.000208943,0.000210769,0.00021019,0.000210769,0.000210769,0.000210769,0.000208943,0.000208943,0.000208943,0.000210769,0.000210769,0.000210769
,110405,0.000219345,0.000219345,0.000219345,0.000219345,0.000219345,0.000221261,0.000220653,0.000221261,0.000221261,0.000221261,0.000219345,0.000219345,0.000219345,0.000221261,0.000221261,0.000221261
,110406,0.000227513,0.000227513,0.000227513,0.000227513,0.000227513,0.000229501,0.000228871,0.000229501,0.000229501,0.000229501,0.000227513,0.000227513,0.000227513,0.000229501,0.000229501,0.000229501
,110407,0.000230379,0.000230379,0.000230379,0.000230379,0.000230379,0.000232392,0.000231753,0.000232392,0.000232392,0.000232392,0.000230379,0.000230379,0.000230379,0.000232392,0.000232392,0.000232392
,110408,0.00011721,0.00011721,0.00011721,0.00011721,0.00011721,0.000118234,0.000117909,0.000118234,0.000118234,0.000118234,0.00011721,0.00011721,0.00011721,0.000118234,0.000118234,0.000118234
,110409,1.35E-05,1.35E-05,1.35E-05,1.35E-05,1.35E-05,1.33E-05,1.33E-05,1.33E-05,1.33E-05,1.33E-05,1.35E-05,1.35E-05,1.35E-05,1.33E-05,1.33E-05,1.33E-05
,110410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,110411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,110412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,110413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,110414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,110415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,110416,3.33E-06,3.33E-06,3.33E-06,3.33E-06,3.33E-06,3.33E-06,3.33E-06,3.33E-06,3.33E-06,3.33E-06,3.33E-06,3.33E-06,3.33E-06,3.33E-06,3.33E-06,3.33E-06
,110417,0.000225845,0.000225845,0.000225845,0.000225845,0.000225845,0.000225845,0.000225845,0.000225845,0.000225845,0.000225845,0.000225845,0.000225845,0.000225845,0.000225845,0.000225845,0.000225845
,110418,0.00025071,0.00025071,0.00025071,0.00025071,0.00025071,0.00025071,0.00025071,0.00025071,0.00025071,0.00025071,0.00025071,0.00025071,0.00025071,0.00025071,0.00025071,0.00025071
,110419,0.000250747,0.000250747,0.000250747,0.000250747,0.000250747,0.000250747,0.000250747,0.000250747,0.000250747,0.000250747,0.000250747,0.000250747,0.000250747,0.000250747,0.000250747,0.000250747
,110420,0.000250866,0.000250866,0.000250866,0.000250866,0.000250866,0.000250866,0.000250866,0.000250866,0.000250866,0.000250866,0.000250866,0.000250866,0.000250866,0.000250866,0.000250866,0.000250866
,110421,0.000252662,0.000252662,0.000252662,0.000252662,0.000252662,0.000249665,0.000249405,0.000249665,0.000249665,0.000249665,0.000252662,0.000252662,0.000252662,0.000249665,0.000249665,0.000249665
,110422,0.000252664,0.000252664,0.000252664,0.000252664,0.000252664,0.000249667,0.000249407,0.000249667,0.000249667,0.000249667,0.000252664,0.000252664,0.000252664,0.000249667,0.000249667,0.000249667
,110423,0.000243467,0.000243467,0.000243467,0.000243467,0.000243467,0.000245594,0.000244919,0.000245594,0.000245594,0.000245594,0.000243467,0.000243467,0.000243467,0.000245594,0.000245594,0.000245594
,110424,0.00023972,0.00023972,0.00023972,0.00023972,0.00023972,0.000241815,0.00024115,0.000241815,0.000241815,0.000241815,0.00023972,0.00023972,0.00023972,0.000241815,0.000241815,0.000241815
,110501,0.000245107,0.000245107,0.000245107,0.000245107,0.000245107,0.000247248,0.000246569,0.000247248,0.000247248,0.000247248,0.000245107,0.000245107,0.000245107,0.000247248,0.000247248,0.000247248
,110502,0.000238123,0.000238123,0.000238123,0.000238123,0.000238123,0.000240203,0.000239543,0.000240203,0.000240203,0.000240203,0.000238123,0.000238123,0.000238123,0.000240203,0.000240203,0.000240203
,110503,0.000236783,0.000236783,0.000236783,0.000236783,0.000236783,0.000238852,0.000238196,0.000238852,0.000238852,0.000238852,0.000236783,0.000236783,0.000236783,0.000238852,0.000238852,0.000238852
,110504,0.000237945,0.000237945,0.000237945,0.000237945,0.000237945,0.000240024,0.000239364,0.000240024,0.000240024,0.000240024,0.000237945,0.000237945,0.000237945,0.000240024,0.000240024,0.000240024
,110505,0.00023959,0.00023959,0.00023959,0.00023959,0.00023959,0.000241684,0.00024102,0.000241684,0.000241684,0.000241684,0.00023959,0.00023959,0.00023959,0.000241684,0.000241684,0.000241684
,110506,0.000249938,0.000249938,0.000249938,0.000249938,0.000249938,0.000252121,0.000251429,0.000252121,0.000252121,0.000252121,0.000249938,0.000249938,0.000249938,0.000252121,0.000252121,0.000252121
,110507,0.000257387,0.000257387,0.000257387,0.000257387,0.000257387,0.000259636,0.000258923,0.000259636,0.000259636,0.000259636,0.000257387,0.000257387,0.000257387,0.000259636,0.000259636,0.000259636
,110508,0.000144713,0.000144713,0.000144713,0.000144713,0.000144713,0.000145978,0.000145577,0.000145978,0.000145978,0.000145978,0.000144713,0.000144713,0.000144713,0.000145978,0.000145978,0.000145978
,110509,3.26E-06,3.26E-06,3.26E-06,3.26E-06,3.26E-06,3.22E-06,3.22E-06,3.22E-06,3.22E-06,3.22E-06,3.26E-06,3.26E-06,3.26E-06,3.22E-06,3.22E-06,3.22E-06
,110510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,110511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,110512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,110513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,110514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,110515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,110516,6.22E-06,6.22E-06,6.22E-06,6.22E-06,6.22E-06,6.22E-06,6.22E-06,6.22E-06,6.22E-06,6.22E-06,6.22E-06,6.22E-06,6.22E-06,6.22E-06,6.22E-06,6.22E-06
,110517,0.000248494,0.000248494,0.000248494,0.000248494,0.000248494,0.000248494,0.000248494,0.000248494,0.000248494,0.000248494,0.000248494,0.000248494,0.000248494,0.000248494,0.000248494,0.000248494
,110518,0.000265011,0.000265011,0.000265011,0.000265011,0.000265011,0.000265011,0.000265011,0.000265011,0.000265011,0.000265011,0.000265011,0.000265011,0.000265011,0.000265011,0.000265011,0.000265011
,110519,0.000265011,0.000265011,0.000265011,0.000265011,0.000265011,0.000265011,0.000265011,0.000265011,0.000265011,0.000265011,0.000265011,0.000265011,0.000265011,0.000265011,0.000265011,0.000265011
,110520,0.000265101,0.000265101,0.000265101,0.000265101,0.000265101,0.000265101,0.000265101,0.000265101,0.000265101,0.000265101,0.000265101,0.000265101,0.000265101,0.000265101,0.000265101,0.000265101
,110521,0.000267028,0.000267028,0.000267028,0.000267028,0.000267028,0.00026386,0.000263585,0.00026386,0.00026386,0.00026386,0.000267028,0.000267028,0.000267028,0.00026386,0.00026386,0.00026386
,110522,0.000266946,0.000266946,0.000266946,0.000266946,0.000266946,0.00026378,0.000263505,0.00026378,0.00026378,0.00026378,0.000266946,0.000266946,0.000266946,0.00026378,0.00026378,0.00026378
,110523,0.000255158,0.000255158,0.000255158,0.000255158,0.000255158,0.000257387,0.00025668,0.000257387,0.000257387,0.000257387,0.000255158,0.000255158,0.000255158,0.000257387,0.000257387,0.000257387
,110524,0.000249039,0.000249039,0.000249039,0.000249039,0.000249039,0.000251214,0.000250524,0.000251214,0.000251214,0.000251214,0.000249039,0.000249039,0.000249039,0.000251214,0.000251214,0.000251214
,110601,0.000255539,0.000255539,0.000255539,0.000255539,0.000255539,0.000257771,0.000257063,0.000257771,0.000257771,0.000257771,0.000255539,0.000255539,0.000255539,0.000257771,0.000257771,0.000257771
,110602,0.000230391,0.000230391,0.000230391,0.000230391,0.000230391,0.000232403,0.000231765,0.000232403,0.000232403,0.000232403,0.000230391,0.000230391,0.000230391,0.000232403,0.000232403,0.000232403
,110603,0.000217824,0.000217824,0.000217824,0.000217824,0.000217824,0.000219727,0.000219123,0.000219727,0.000219727,0.000219727,0.000217824,0.000217824,0.000217824,0.000219727,0.000219727,0.000219727
,110604,0.000217379,0.000217379,0.000217379,0.000217379,0.000217379,0.000219278,0.000218675,0.000219278,0.000219278,0.000219278,0.000217379,0.000217379,0.000217379,0.000219278,0.000219278,0.000219278
,110605,0.000232701,0.000232701,0.000232701,0.000232701,0.000232701,0.000234734,0.000234089,0.000234734,0.000234734,0.000234734,0.000232701,0.000232701,0.000232701,0.000234734,0.000234734,0.000234734
,110606,0.000241978,0.000241978,0.000241978,0.000241978,0.000241978,0.000244092,0.000243421,0.000244092,0.000244092,0.000244092,0.000241978,0.000241978,0.000241978,0.000244092,0.000244092,0.000244092
,110607,0.000262516,0.000262516,0.000262516,0.000262516,0.000262516,0.000264809,0.000264082,0.000264809,0.000264809,0.000264809,0.000262516,0.000262516,0.000262516,0.000264809,0.000264809,0.000264809
,110608,0.000194234,0.000194234,0.000194234,0.000194234,0.000194234,0.000195931,0.000195393,0.000195931,0.000195931,0.000195931,0.000194234,0.000194234,0.000194234,0.000195931,0.000195931,0.000195931
,110609,9.46E-05,9.46E-05,9.46E-05,9.46E-05,9.46E-05,9.34E-05,9.33E-05,9.34E-05,9.34E-05,9.34E-05,9.46E-05,9.46E-05,9.46E-05,9.34E-05,9.34E-05,9.34E-05
,110610,7.59E-05,7.59E-05,7.59E-05,7.59E-05,7.59E-05,7.50E-05,7.49E-05,7.50E-05,7.50E-05,7.50E-05,7.59E-05,7.59E-05,7.59E-05,7.50E-05,7.50E-05,7.50E-05
,110611,7.59E-05,7.59E-05,7.59E-05,7.59E-05,7.59E-05,7.50E-05,7.49E-05,7.50E-05,7.50E-05,7.50E-05,7.59E-05,7.59E-05,7.59E-05,7.50E-05,7.50E-05,7.50E-05
,110612,7.38E-05,7.38E-05,7.38E-05,7.38E-05,7.38E-05,7.29E-05,7.29E-05,7.29E-05,7.29E-05,7.29E-05,7.38E-05,7.38E-05,7.38E-05,7.29E-05,7.29E-05,7.29E-05
,110613,7.67E-05,7.67E-05,7.67E-05,7.67E-05,7.67E-05,7.58E-05,7.57E-05,7.58E-05,7.58E-05,7.58E-05,7.67E-05,7.67E-05,7.67E-05,7.58E-05,7.58E-05,7.58E-05
,110614,8.16E-05,8.16E-05,8.16E-05,8.16E-05,8.16E-05,8.06E-05,8.05E-05,8.06E-05,8.06E-05,8.06E-05,8.16E-05,8.16E-05,8.16E-05,8.06E-05,8.06E-05,8.06E-05
,110615,9.72E-05,9.72E-05,9.72E-05,9.72E-05,9.72E-05,9.72E-05,9.72E-05,9.72E-05,9.72E-05,9.72E-05,9.72E-05,9.72E-05,9.72E-05,9.72E-05,9.72E-05,9.72E-05
,110616,0.000167271,0.000167271,0.000167271,0.000167271,0.000167271,0.000167271,0.000167271,0.000167271,0.000167271,0.000167271,0.000167271,0.000167271,0.000167271,0.000167271,0.000167271,0.000167271
,110617,0.000265536,0.000265536,0.000265536,0.000265536,0.000265536,0.000265536,0.000265536,0.000265536,0.000265536,0.000265536,0.000265536,0.000265536,0.000265536,0.000265536,0.000265536,0.000265536
,110618,0.000280118,0.000280118,0.000280118,0.000280118,0.000280118,0.000280118,0.000280118,0.000280118,0.000280118,0.000280118,0.000280118,0.000280118,0.000280118,0.000280118,0.000280118,0.000280118
,110619,0.000280008,0.000280008,0.000280008,0.000280008,0.000280008,0.000280008,0.000280008,0.000280008,0.000280008,0.000280008,0.000280008,0.000280008,0.000280008,0.000280008,0.000280008,0.000280008
,110620,0.000280066,0.000280066,0.000280066,0.000280066,0.000280066,0.000280066,0.000280066,0.000280066,0.000280066,0.000280066,0.000280066,0.000280066,0.000280066,0.000280066,0.000280066,0.000280066
,110621,0.000280622,0.000280622,0.000280622,0.000280622,0.000280622,0.000277293,0.000277004,0.000277293,0.000277293,0.000277293,0.000280622,0.000280622,0.000280622,0.000277293,0.000277293,0.000277293
,110622,0.00028038,0.00028038,0.00028038,0.00028038,0.00028038,0.000277054,0.000276765,0.000277054,0.000277054,0.000277054,0.00028038,0.00028038,0.00028038,0.000277054,0.000277054,0.000277054
,110623,0.000266984,0.000266984,0.000266984,0.000266984,0.000266984,0.000269317,0.000268577,0.000269317,0.000269317,0.000269317,0.000266984,0.000266984,0.000266984,0.000269317,0.000269317,0.000269317
,110624,0.000259174,0.000259174,0.000259174,0.000259174,0.000259174,0.000261438,0.00026072,0.000261438,0.000261438,0.000261438,0.000259174,0.000259174,0.000259174,0.000261438,0.000261438,0.000261438
,110701,0.000289273,0.000289273,0.000289273,0.000289273,0.000289273,0.0002918,0.000290999,0.0002918,0.0002918,0.0002918,0.000289273,0.000289273,0.000289273,0.0002918,0.0002918,0.0002918
,110702,0.000263364,0.000263364,0.000263364,0.000263364,0.000263364,0.000265665,0.000264936,0.000265665,0.000265665,0.000265665,0.000263364,0.000263364,0.000263364,0.000265665,0.000265665,0.000265665
,110703,0.000256697,0.000256697,0.000256697,0.000256697,0.000256697,0.00025894,0.000258229,0.00025894,0.00025894,0.00025894,0.000256697,0.000256697,0.000256697,0.00025894,0.00025894,0.00025894
,110704,0.000255701,0.000255701,0.000255701,0.000255701,0.000255701,0.000257935,0.000257226,0.000257935,0.000257935,0.000257935,0.000255701,0.000255701,0.000255701,0.000257935,0.000257935,0.000257935
,110705,0.000256525,0.000256525,0.000256525,0.000256525,0.000256525,0.000258766,0.000258056,0.000258766,0.000258766,0.000258766,0.000256525,0.000256525,0.000256525,0.000258766,0.000258766,0.000258766
,110706,0.000266968,0.000266968,0.000266968,0.000266968,0.000266968,0.0002693,0.000268561,0.0002693,0.0002693,0.0002693,0.000266968,0.000266968,0.000266968,0.0002693,0.0002693,0.0002693
,110707,0.000286231,0.000286231,0.000286231,0.000286231,0.000286231,0.000288732,0.000287939,0.000288732,0.000288732,0.000288732,0.000286231,0.000286231,0.000286231,0.000288732,0.000288732,0.000288732
,110708,0.000198258,0.000198258,0.000198258,0.000198258,0.000198258,0.00019999,0.000199441,0.00019999,0.00019999,0.00019999,0.000198258,0.000198258,0.000198258,0.00019999,0.00019999,0.00019999
,110709,0.000157342,0.000157342,0.000157342,0.000157342,0.000157342,0.000158717,0.000158281,0.000158717,0.000158717,0.000158717,0.000157342,0.000157342,0.000157342,0.000158717,0.000158717,0.000158717
,110710,0.000152558,0.000152558,0.000152558,0.000152558,0.000152558,0.000153891,0.000153468,0.000153891,0.000153891,0.000153891,0.000152558,0.000152558,0.000152558,0.000153891,0.000153891,0.000153891
,110711,0.000152724,0.000152724,0.000152724,0.000152724,0.000152724,0.000154059,0.000153635,0.000154059,0.000154059,0.000154059,0.000152724,0.000152724,0.000152724,0.000154059,0.000154059,0.000154059
,110712,0.000152144,0.000152144,0.000152144,0.000152144,0.000152144,0.000153473,0.000153052,0.000153473,0.000153473,0.000153473,0.000152144,0.000152144,0.000152144,0.000153473,0.000153473,0.000153473
,110713,0.000152695,0.000152695,0.000152695,0.000152695,0.000152695,0.000154029,0.000153606,0.000154029,0.000154029,0.000154029,0.000152695,0.000152695,0.000152695,0.000154029,0.000154029,0.000154029
,110714,0.000154767,0.000154767,0.000154767,0.000154767,0.000154767,0.000156119,0.00015569,0.000156119,0.000156119,0.000156119,0.000154767,0.000154767,0.000154767,0.000156119,0.000156119,0.000156119
,110715,0.000163735,0.000163735,0.000163735,0.000163735,0.000163735,0.000165166,0.000164712,0.000165166,0.000165166,0.000165166,0.000163735,0.000163735,0.000163735,0.000165166,0.000165166,0.000165166
,110716,0.000199144,0.000199144,0.000199144,0.000199144,0.000199144,0.000200884,0.000200332,0.000200884,0.000200884,0.000200884,0.000199144,0.000199144,0.000199144,0.000200884,0.000200884,0.000200884
,110717,0.000289245,0.000289245,0.000289245,0.000289245,0.000289245,0.000291772,0.00029097,0.000291772,0.000291772,0.000291772,0.000289245,0.000289245,0.000289245,0.000291772,0.000291772,0.000291772
,110718,0.000289597,0.000289597,0.000289597,0.000289597,0.000289597,0.000292127,0.000291325,0.000292127,0.000292127,0.000292127,0.000289597,0.000289597,0.000289597,0.000292127,0.000292127,0.000292127
,110719,0.00028958,0.00028958,0.00028958,0.00028958,0.00028958,0.00029211,0.000291308,0.00029211,0.00029211,0.00029211,0.00028958,0.00028958,0.00028958,0.00029211,0.00029211,0.00029211
,110720,0.000289515,0.000289515,0.000289515,0.000289515,0.000289515,0.000292044,0.000291242,0.000292044,0.000292044,0.000292044,0.000289515,0.000289515,0.000289515,0.000292044,0.000292044,0.000292044
,110721,0.000289596,0.000289596,0.000289596,0.000289596,0.000289596,0.000292126,0.000291324,0.000292126,0.000292126,0.000292126,0.000289596,0.000289596,0.000289596,0.000292126,0.000292126,0.000292126
,110722,0.000288006,0.000288006,0.000288006,0.000288006,0.000288006,0.000290522,0.000289724,0.000290522,0.000290522,0.000290522,0.000288006,0.000288006,0.000288006,0.000290522,0.000290522,0.000290522
,110723,0.000287301,0.000287301,0.000287301,0.000287301,0.000287301,0.000289811,0.000289015,0.000289811,0.000289811,0.000289811,0.000287301,0.000287301,0.000287301,0.000289811,0.000289811,0.000289811
,110724,0.000283729,0.000283729,0.000283729,0.000283729,0.000283729,0.000286208,0.000285421,0.000286208,0.000286208,0.000286208,0.000283729,0.000283729,0.000283729,0.000286208,0.000286208,0.000286208
,110801,0.000283709,0.000283709,0.000283709,0.000283709,0.000283709,0.000286187,0.000285401,0.000286187,0.000286187,0.000286187,0.000283709,0.000283709,0.000283709,0.000286187,0.000286187,0.000286187
,110802,0.000270997,0.000270997,0.000270997,0.000270997,0.000270997,0.000273365,0.000272614,0.000273365,0.000273365,0.000273365,0.000270997,0.000270997,0.000270997,0.000273365,0.000273365,0.000273365
,110803,0.000248818,0.000248818,0.000248818,0.000248818,0.000248818,0.000250992,0.000250303,0.000250992,0.000250992,0.000250992,0.000248818,0.000248818,0.000248818,0.000250992,0.000250992,0.000250992
,110804,0.000247134,0.000247134,0.000247134,0.000247134,0.000247134,0.000249293,0.000248608,0.000249293,0.000249293,0.000249293,0.000247134,0.000247134,0.000247134,0.000249293,0.000249293,0.000249293
,110805,0.000253672,0.000253672,0.000253672,0.000253672,0.000253672,0.000255888,0.000255185,0.000255888,0.000255888,0.000255888,0.000253672,0.000253672,0.000253672,0.000255888,0.000255888,0.000255888
,110806,0.000282347,0.000282347,0.000282347,0.000282347,0.000282347,0.000284814,0.000284031,0.000284814,0.000284814,0.000284814,0.000282347,0.000282347,0.000282347,0.000284814,0.000284814,0.000284814
,110807,0.000286853,0.000286853,0.000286853,0.000286853,0.000286853,0.000289359,0.000288564,0.000289359,0.000289359,0.000289359,0.000286853,0.000286853,0.000286853,0.000289359,0.000289359,0.000289359
,110808,0.000243468,0.000243468,0.000243468,0.000243468,0.000243468,0.000245595,0.00024492,0.000245595,0.000245595,0.000245595,0.000243468,0.000243468,0.000243468,0.000245595,0.000245595,0.000245595
,110809,0.000196135,0.000196135,0.000196135,0.000196135,0.000196135,0.000197848,0.000197305,0.000197848,0.000197848,0.000197848,0.000196135,0.000196135,0.000196135,0.000197848,0.000197848,0.000197848
,110810,0.000174918,0.000174918,0.000174918,0.000174918,0.000174918,0.000176446,0.000175961,0.000176446,0.000176446,0.000176446,0.000174918,0.000174918,0.000174918,0.000176446,0.000176446,0.000176446
,110811,0.000173248,0.000173248,0.000173248,0.000173248,0.000173248,0.000174762,0.000174281,0.000174762,0.000174762,0.000174762,0.000173248,0.000173248,0.000173248,0.000174762,0.000174762,0.000174762
,110812,0.000173586,0.000173586,0.000173586,0.000173586,0.000173586,0.000175103,0.000174622,0.000175103,0.000175103,0.000175103,0.000173586,0.000173586,0.000173586,0.000175103,0.000175103,0.000175103
,110813,0.000173087,0.000173087,0.000173087,0.000173087,0.000173087,0.0001746,0.00017412,0.0001746,0.0001746,0.0001746,0.000173087,0.000173087,0.000173087,0.0001746,0.0001746,0.0001746
,110814,0.000175269,0.000175269,0.000175269,0.000175269,0.000175269,0.0001768,0.000176315,0.0001768,0.0001768,0.0001768,0.000175269,0.000175269,0.000175269,0.0001768,0.0001768,0.0001768
,110815,0.00018913,0.00018913,0.00018913,0.00018913,0.00018913,0.000190782,0.000190258,0.000190782,0.000190782,0.000190782,0.00018913,0.00018913,0.00018913,0.000190782,0.000190782,0.000190782
