;,; Use with 2009 calendar year and updated CEC weather data,,,,,,,,,,,,,,,,
;,"; Version ID: 2019 TDV CARBON ONLY, Elec Non-Res (15 Year)",,,,,,,,,,,,,,,,
;,; MoDaHr,CZ1 Electricity Long-Run Carbon Emission Factors (ton/MWh),CZ2 Electricity Long-Run Carbon Emission Factors (ton/MWh),CZ3 Electricity Long-Run Carbon Emission Factors (ton/MWh),CZ4 Electricity Long-Run Carbon Emission Factors (ton/MWh),CZ5 Electricity Long-Run Carbon Emission Factors (ton/MWh),CZ6 Electricity Long-Run Carbon Emission Factors (ton/MWh),CZ7 Electricity Long-Run Carbon Emission Factors (ton/MWh),CZ8 Electricity Long-Run Carbon Emission Factors (ton/MWh),CZ9 Electricity Long-Run Carbon Emission Factors (ton/MWh),CZ10 Electricity Long-Run Carbon Emission Factors (ton/MWh),CZ11 Electricity Long-Run Carbon Emission Factors (ton/MWh),CZ12 Electricity Long-Run Carbon Emission Factors (ton/MWh),CZ13 Electricity Long-Run Carbon Emission Factors (ton/MWh),CZ14 Electricity Long-Run Carbon Emission Factors (ton/MWh),CZ15 Electricity Long-Run Carbon Emission Factors (ton/MWh),CZ16 Electricity Long-Run Carbon Emission Factors (ton/MWh)
TABLE C02ElecByCZ,,,,,,,,,,,,,,,,,
,MoDaHr,C02(ton/MWh),C02(ton/MWh),C02(ton/MWh),C02(ton/MWh),C02(ton/MWh),C02(ton/MWh),C02(ton/MWh),C02(ton/MWh),C02(ton/MWh),C02(ton/MWh),C02(ton/MWh),C02(ton/MWh),C02(ton/MWh),C02(ton/MWh),C02(ton/MWh),C02(ton/MWh)
,CZ=,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
,52407,0.123460456,0.123460456,0.123460456,0.123460456,0.123460456,0.100088894,0.100088894,0.100088894,0.100088894,0.100088894,0.123460456,0.123460456,0.123460456,0.100088894,0.100088894,0.100088894
,52408,0.122363693,0.122363693,0.122363693,0.122363693,0.122363693,0.044233955,0.044233955,0.044233955,0.044233955,0.044233955,0.122363693,0.122363693,0.122363693,0.044233955,0.044233955,0.044233955
,52409,0.12162091,0.12162091,0.12162091,0.12162091,0.12162091,0.02299924,0.02299924,0.02299924,0.02299924,0.02299924,0.12162091,0.12162091,0.12162091,0.02299924,0.02299924,0.02299924
,52410,0.101234984,0.101234984,0.101234984,0.101234984,0.101234984,0.023000843,0.023000843,0.023000843,0.023000843,0.023000843,0.101234984,0.101234984,0.101234984,0.023000843,0.023000843,0.023000843
,52411,0.104236915,0.104236915,0.104236915,0.104236915,0.104236915,0.022983184,0.022983184,0.022983184,0.022983184,0.022983184,0.104236915,0.104236915,0.104236915,0.022983184,0.022983184,0.022983184
,52412,0.104848615,0.104848615,0.104848615,0.104848615,0.104848615,0.043702932,0.043702932,0.043702932,0.043702932,0.043702932,0.104848615,0.104848615,0.104848615,0.043702932,0.043702932,0.043702932
,52413,0.105271242,0.105271242,0.105271242,0.105271242,0.105271242,0.044096441,0.044096441,0.044096441,0.044096441,0.044096441,0.105271242,0.105271242,0.105271242,0.044096441,0.044096441,0.044096441
,52414,0.12346275,0.12346275,0.12346275,0.12346275,0.12346275,0.082971086,0.082971086,0.082971086,0.082971086,0.082971086,0.12346275,0.12346275,0.12346275,0.082971086,0.082971086,0.082971086
,52415,0.123664779,0.123664779,0.123664779,0.123664779,0.123664779,0.083423976,0.083423976,0.083423976,0.083423976,0.083423976,0.123664779,0.123664779,0.123664779,0.083423976,0.083423976,0.083423976
,52416,0.124297144,0.124297144,0.124297144,0.124297144,0.124297144,0.085132082,0.085132082,0.085132082,0.085132082,0.085132082,0.124297144,0.124297144,0.124297144,0.085132082,0.085132082,0.085132082
,52417,0.12427541,0.12427541,0.12427541,0.12427541,0.12427541,0.122652707,0.122652707,0.122652707,0.122652707,0.122652707,0.12427541,0.12427541,0.12427541,0.122652707,0.122652707,0.122652707
,52418,0.124250007,0.124250007,0.124250007,0.124250007,0.124250007,0.124134231,0.124134231,0.124134231,0.124134231,0.124134231,0.124250007,0.124250007,0.124250007,0.124134231,0.124134231,0.124134231
,52419,0.247653948,0.247653948,0.247653948,0.247653948,0.247653948,0.259445343,0.259445343,0.259445343,0.259445343,0.259445343,0.247653948,0.247653948,0.247653948,0.259445343,0.259445343,0.259445343
,52420,0.259803551,0.259803551,0.259803551,0.259803551,0.259803551,0.309636886,0.309636886,0.309636886,0.309636886,0.309636886,0.259803551,0.259803551,0.259803551,0.309636886,0.309636886,0.309636886
,52421,0.261813852,0.261813852,0.261813852,0.261813852,0.261813852,0.303908523,0.303908523,0.303908523,0.303908523,0.303908523,0.261813852,0.261813852,0.261813852,0.303908523,0.303908523,0.303908523
,52422,0.124879505,0.124879505,0.124879505,0.124879505,0.124879505,0.273156047,0.273156047,0.273156047,0.273156047,0.273156047,0.124879505,0.124879505,0.124879505,0.273156047,0.273156047,0.273156047
,52423,0.124147693,0.124147693,0.124147693,0.124147693,0.124147693,0.241414768,0.241414768,0.241414768,0.241414768,0.241414768,0.124147693,0.124147693,0.124147693,0.241414768,0.241414768,0.241414768
,52424,0.124138072,0.124138072,0.124138072,0.124138072,0.124138072,0.121951526,0.121951526,0.121951526,0.121951526,0.121951526,0.124138072,0.124138072,0.124138072,0.121951526,0.121951526,0.121951526
,52501,0.24617667,0.24617667,0.24617667,0.24617667,0.24617667,0.244714825,0.244714825,0.244714825,0.244714825,0.244714825,0.24617667,0.24617667,0.24617667,0.244714825,0.244714825,0.244714825
,52502,0.246143285,0.246143285,0.246143285,0.246143285,0.246143285,0.22565408,0.22565408,0.22565408,0.22565408,0.22565408,0.246143285,0.246143285,0.246143285,0.22565408,0.22565408,0.22565408
,52503,0.246121434,0.246121434,0.246121434,0.246121434,0.246121434,0.224016609,0.224016609,0.224016609,0.224016609,0.224016609,0.246121434,0.246121434,0.246121434,0.224016609,0.224016609,0.224016609
,52504,0.246109564,0.246109564,0.246109564,0.246109564,0.246109564,0.2237073,0.2237073,0.2237073,0.2237073,0.2237073,0.246109564,0.246109564,0.246109564,0.2237073,0.2237073,0.2237073
,52505,0.24611126,0.24611126,0.24611126,0.24611126,0.24611126,0.223871816,0.223871816,0.223871816,0.223871816,0.223871816,0.24611126,0.24611126,0.24611126,0.223871816,0.223871816,0.223871816
,52506,0.246125084,0.246125084,0.246125084,0.246125084,0.246125084,0.225778807,0.225778807,0.225778807,0.225778807,0.225778807,0.246125084,0.246125084,0.246125084,0.225778807,0.225778807,0.225778807
,52507,0.246125841,0.246125841,0.246125841,0.246125841,0.246125841,0.225982089,0.225982089,0.225982089,0.225982089,0.225982089,0.246125841,0.246125841,0.246125841,0.225982089,0.225982089,0.225982089
,52508,0.246224123,0.246224123,0.246224123,0.246224123,0.246224123,0.221836847,0.221836847,0.221836847,0.221836847,0.221836847,0.246224123,0.246224123,0.246224123,0.221836847,0.221836847,0.221836847
,52509,0.246275919,0.246275919,0.246275919,0.246275919,0.246275919,0.084688289,0.084688289,0.084688289,0.084688289,0.084688289,0.246275919,0.246275919,0.246275919,0.084688289,0.084688289,0.084688289
,52510,0.246342828,0.246342828,0.246342828,0.246342828,0.246342828,0.085024316,0.085024316,0.085024316,0.085024316,0.085024316,0.246342828,0.246342828,0.246342828,0.085024316,0.085024316,0.085024316
,52511,0.246421732,0.246421732,0.246421732,0.246421732,0.246421732,0.085178427,0.085178427,0.085178427,0.085178427,0.085178427,0.246421732,0.246421732,0.246421732,0.085178427,0.085178427,0.085178427
,52512,0.246467687,0.246467687,0.246467687,0.246467687,0.246467687,0.08519378,0.08519378,0.08519378,0.08519378,0.08519378,0.246467687,0.246467687,0.246467687,0.08519378,0.08519378,0.08519378
,52513,0.246504999,0.246504999,0.246504999,0.246504999,0.246504999,0.085151238,0.085151238,0.085151238,0.085151238,0.085151238,0.246504999,0.246504999,0.246504999,0.085151238,0.085151238,0.085151238
,52514,0.246503539,0.246503539,0.246503539,0.246503539,0.246503539,0.085104531,0.085104531,0.085104531,0.085104531,0.085104531,0.246503539,0.246503539,0.246503539,0.085104531,0.085104531,0.085104531
,52515,0.246524612,0.246524612,0.246524612,0.246524612,0.246524612,0.085331198,0.085331198,0.085331198,0.085331198,0.085331198,0.246524612,0.246524612,0.246524612,0.085331198,0.085331198,0.085331198
,52516,0.246451237,0.246451237,0.246451237,0.246451237,0.246451237,0.086712293,0.086712293,0.086712293,0.086712293,0.086712293,0.246451237,0.246451237,0.246451237,0.086712293,0.086712293,0.086712293
,52517,0.246400236,0.246400236,0.246400236,0.246400236,0.246400236,0.228064241,0.228064241,0.228064241,0.228064241,0.228064241,0.246400236,0.246400236,0.246400236,0.228064241,0.228064241,0.228064241
,52518,0.246357888,0.246357888,0.246357888,0.246357888,0.246357888,0.251032695,0.251032695,0.251032695,0.251032695,0.251032695,0.246357888,0.246357888,0.246357888,0.251032695,0.251032695,0.251032695
,52519,0.257493443,0.257493443,0.257493443,0.257493443,0.257493443,0.283033904,0.283033904,0.283033904,0.283033904,0.283033904,0.257493443,0.257493443,0.257493443,0.283033904,0.283033904,0.283033904
,52520,0.279513571,0.279513571,0.279513571,0.279513571,0.279513571,0.344755043,0.344755043,0.344755043,0.344755043,0.344755043,0.279513571,0.279513571,0.279513571,0.344755043,0.344755043,0.344755043
,52521,0.281717045,0.281717045,0.281717045,0.281717045,0.281717045,0.334677144,0.334677144,0.334677144,0.334677144,0.334677144,0.281717045,0.281717045,0.281717045,0.334677144,0.334677144,0.334677144
,52522,0.246727371,0.246727371,0.246727371,0.246727371,0.246727371,0.301820087,0.301820087,0.301820087,0.301820087,0.301820087,0.246727371,0.246727371,0.246727371,0.301820087,0.301820087,0.301820087
,52523,0.246255497,0.246255497,0.246255497,0.246255497,0.246255497,0.257870761,0.257870761,0.257870761,0.257870761,0.257870761,0.246255497,0.246255497,0.246255497,0.257870761,0.257870761,0.257870761
,52524,0.246226823,0.246226823,0.246226823,0.246226823,0.246226823,0.246040085,0.246040085,0.246040085,0.246040085,0.246040085,0.246226823,0.246226823,0.246226823,0.246040085,0.246040085,0.246040085
,52601,0.222344283,0.222344283,0.222344283,0.222344283,0.222344283,0.221901013,0.221901013,0.221901013,0.221901013,0.221901013,0.222344283,0.222344283,0.222344283,0.221901013,0.221901013,0.221901013
,52602,0.222322332,0.222322332,0.222322332,0.222322332,0.222322332,0.202433533,0.202433533,0.202433533,0.202433533,0.202433533,0.222322332,0.222322332,0.222322332,0.202433533,0.202433533,0.202433533
,52603,0.222301265,0.222301265,0.222301265,0.222301265,0.222301265,0.200713427,0.200713427,0.200713427,0.200713427,0.200713427,0.222301265,0.222301265,0.222301265,0.200713427,0.200713427,0.200713427
,52604,0.222292939,0.222292939,0.222292939,0.222292939,0.222292939,0.200164675,0.200164675,0.200164675,0.200164675,0.200164675,0.222292939,0.222292939,0.222292939,0.200164675,0.200164675,0.200164675
,52605,0.222293825,0.222293825,0.222293825,0.222293825,0.222293825,0.200882688,0.200882688,0.200882688,0.200882688,0.200882688,0.222293825,0.222293825,0.222293825,0.200882688,0.200882688,0.200882688
,52606,0.222308257,0.222308257,0.222308257,0.222308257,0.222308257,0.203112426,0.203112426,0.203112426,0.203112426,0.203112426,0.222308257,0.222308257,0.222308257,0.203112426,0.203112426,0.203112426
,52607,0.222309833,0.222309833,0.222309833,0.222309833,0.222309833,0.220982319,0.220982319,0.220982319,0.220982319,0.220982319,0.222309833,0.222309833,0.222309833,0.220982319,0.220982319,0.220982319
,52608,0.222330101,0.222330101,0.222330101,0.222330101,0.222330101,0.198895246,0.198895246,0.198895246,0.198895246,0.198895246,0.222330101,0.222330101,0.222330101,0.198895246,0.198895246,0.198895246
,52609,0.222355373,0.222355373,0.222355373,0.222355373,0.222355373,0.065013969,0.065013969,0.065013969,0.065013969,0.065013969,0.222355373,0.222355373,0.222355373,0.065013969,0.065013969,0.065013969
,52610,0.222374022,0.222374022,0.222374022,0.222374022,0.222374022,0.064963148,0.064963148,0.064963148,0.064963148,0.064963148,0.222374022,0.222374022,0.222374022,0.064963148,0.064963148,0.064963148
,52611,0.222480211,0.222480211,0.222480211,0.222480211,0.222480211,0.065012331,0.065012331,0.065012331,0.065012331,0.065012331,0.222480211,0.222480211,0.222480211,0.065012331,0.065012331,0.065012331
,52612,0.222543359,0.222543359,0.222543359,0.222543359,0.222543359,0.06475476,0.06475476,0.06475476,0.06475476,0.06475476,0.222543359,0.222543359,0.222543359,0.06475476,0.06475476,0.06475476
,52613,0.222581108,0.222581108,0.222581108,0.222581108,0.222581108,0.064944791,0.064944791,0.064944791,0.064944791,0.064944791,0.222581108,0.222581108,0.222581108,0.064944791,0.064944791,0.064944791
,52614,0.222587251,0.222587251,0.222587251,0.222587251,0.222587251,0.065251378,0.065251378,0.065251378,0.065251378,0.065251378,0.222587251,0.222587251,0.222587251,0.065251378,0.065251378,0.065251378
,52615,0.222618572,0.222618572,0.222618572,0.222618572,0.222618572,0.066147812,0.066147812,0.066147812,0.066147812,0.066147812,0.222618572,0.222618572,0.222618572,0.066147812,0.066147812,0.066147812
,52616,0.24118485,0.24118485,0.24118485,0.24118485,0.24118485,0.084721479,0.084721479,0.084721479,0.084721479,0.084721479,0.24118485,0.24118485,0.24118485,0.084721479,0.084721479,0.084721479
,52617,0.222623375,0.222623375,0.222623375,0.222623375,0.222623375,0.240895433,0.240895433,0.240895433,0.240895433,0.240895433,0.222623375,0.222623375,0.222623375,0.240895433,0.240895433,0.240895433
,52618,0.247618315,0.247618315,0.247618315,0.247618315,0.247618315,0.254546052,0.254546052,0.254546052,0.254546052,0.254546052,0.247618315,0.247618315,0.247618315,0.254546052,0.254546052,0.254546052
,52619,0.278008127,0.278008127,0.278008127,0.278008127,0.278008127,0.298027688,0.298027688,0.298027688,0.298027688,0.298027688,0.278008127,0.278008127,0.278008127,0.298027688,0.298027688,0.298027688
,52620,0.298089139,0.298089139,0.298089139,0.298089139,0.298089139,0.367811378,0.367811378,0.367811378,0.367811378,0.367811378,0.298089139,0.298089139,0.298089139,0.367811378,0.367811378,0.367811378
,52621,0.327185892,0.327185892,0.327185892,0.327185892,0.327185892,0.372199201,0.372199201,0.372199201,0.372199201,0.372199201,0.327185892,0.327185892,0.327185892,0.372199201,0.372199201,0.372199201
,52622,0.26868368,0.26868368,0.26868368,0.26868368,0.26868368,0.308845214,0.308845214,0.308845214,0.308845214,0.308845214,0.26868368,0.26868368,0.26868368,0.308845214,0.308845214,0.308845214
,52623,0.244616644,0.244616644,0.244616644,0.244616644,0.244616644,0.252622069,0.252622069,0.252622069,0.252622069,0.252622069,0.244616644,0.244616644,0.244616644,0.252622069,0.252622069,0.252622069
,52624,0.241576292,0.241576292,0.241576292,0.241576292,0.241576292,0.241708128,0.241708128,0.241708128,0.241708128,0.241708128,0.241576292,0.241576292,0.241576292,0.241708128,0.241708128,0.241708128
,52701,0.239791452,0.239791452,0.239791452,0.239791452,0.239791452,0.238260392,0.238260392,0.238260392,0.238260392,0.238260392,0.239791452,0.239791452,0.239791452,0.238260392,0.238260392,0.238260392
,52702,0.239770061,0.239770061,0.239770061,0.239770061,0.239770061,0.236430252,0.236430252,0.236430252,0.236430252,0.236430252,0.239770061,0.239770061,0.239770061,0.236430252,0.236430252,0.236430252
,52703,0.23975417,0.23975417,0.23975417,0.23975417,0.23975417,0.216208023,0.216208023,0.216208023,0.216208023,0.216208023,0.23975417,0.23975417,0.23975417,0.216208023,0.216208023,0.216208023
,52704,0.239741364,0.239741364,0.239741364,0.239741364,0.239741364,0.101378044,0.101378044,0.101378044,0.101378044,0.101378044,0.239741364,0.239741364,0.239741364,0.101378044,0.101378044,0.101378044
,52705,0.239748966,0.239748966,0.239748966,0.239748966,0.239748966,0.101446671,0.101446671,0.101446671,0.101446671,0.101446671,0.239748966,0.239748966,0.239748966,0.101446671,0.101446671,0.101446671
,52706,0.239753311,0.239753311,0.239753311,0.239753311,0.239753311,0.219582994,0.219582994,0.219582994,0.219582994,0.219582994,0.239753311,0.239753311,0.239753311,0.219582994,0.219582994,0.219582994
,52707,0.239780118,0.239780118,0.239780118,0.239780118,0.239780118,0.23807988,0.23807988,0.23807988,0.23807988,0.23807988,0.239780118,0.239780118,0.239780118,0.23807988,0.23807988,0.23807988
,52708,0.239781845,0.239781845,0.239781845,0.239781845,0.239781845,0.102037554,0.102037554,0.102037554,0.102037554,0.102037554,0.239781845,0.239781845,0.239781845,0.102037554,0.102037554,0.102037554
,52709,0.239888785,0.239888785,0.239888785,0.239888785,0.239888785,0.101920267,0.101920267,0.101920267,0.101920267,0.101920267,0.239888785,0.239888785,0.239888785,0.101920267,0.101920267,0.101920267
,52710,0.239886578,0.239886578,0.239886578,0.239886578,0.239886578,0.084878616,0.084878616,0.084878616,0.084878616,0.084878616,0.239886578,0.239886578,0.239886578,0.084878616,0.084878616,0.084878616
,52711,0.239971032,0.239971032,0.239971032,0.239971032,0.239971032,0.08494622,0.08494622,0.08494622,0.08494622,0.08494622,0.239971032,0.239971032,0.239971032,0.08494622,0.08494622,0.08494622
,52712,0.240017028,0.240017028,0.240017028,0.240017028,0.240017028,0.102657453,0.102657453,0.102657453,0.102657453,0.102657453,0.240017028,0.240017028,0.240017028,0.102657453,0.102657453,0.102657453
,52713,0.240117925,0.240117925,0.240117925,0.240117925,0.240117925,0.102880866,0.102880866,0.102880866,0.102880866,0.102880866,0.240117925,0.240117925,0.240117925,0.102880866,0.102880866,0.102880866
,52714,0.240188194,0.240188194,0.240188194,0.240188194,0.240188194,0.120861262,0.120861262,0.120861262,0.120861262,0.120861262,0.240188194,0.240188194,0.240188194,0.120861262,0.120861262,0.120861262
,52715,0.240236566,0.240236566,0.240236566,0.240236566,0.240236566,0.122370305,0.122370305,0.122370305,0.122370305,0.122370305,0.240236566,0.240236566,0.240236566,0.122370305,0.122370305,0.122370305
,52716,0.240375433,0.240375433,0.240375433,0.240375433,0.240375433,0.244879759,0.244879759,0.244879759,0.244879759,0.244879759,0.240375433,0.240375433,0.240375433,0.244879759,0.244879759,0.244879759
,52717,0.243653597,0.243653597,0.243653597,0.243653597,0.243653597,0.251702292,0.251702292,0.251702292,0.251702292,0.251702292,0.243653597,0.243653597,0.243653597,0.251702292,0.251702292,0.251702292
,52718,0.269178766,0.269178766,0.269178766,0.269178766,0.269178766,0.278828669,0.278828669,0.278828669,0.278828669,0.278828669,0.269178766,0.269178766,0.269178766,0.278828669,0.278828669,0.278828669
,52719,0.323118375,0.323118375,0.323118375,0.323118375,0.323118375,0.334461785,0.334461785,0.334461785,0.334461785,0.334461785,0.323118375,0.323118375,0.323118375,0.334461785,0.334461785,0.334461785
,52720,0.367592483,0.367592483,0.367592483,0.367592483,0.367592483,0.402456975,0.402456975,0.402456975,0.402456975,0.402456975,0.367592483,0.367592483,0.367592483,0.402456975,0.402456975,0.402456975
,52721,0.32224386,0.32224386,0.32224386,0.32224386,0.32224386,0.349917512,0.349917512,0.349917512,0.349917512,0.349917512,0.32224386,0.32224386,0.32224386,0.349917512,0.349917512,0.349917512
,52722,0.291022453,0.291022453,0.291022453,0.291022453,0.291022453,0.311115824,0.311115824,0.311115824,0.311115824,0.311115824,0.291022453,0.291022453,0.291022453,0.311115824,0.311115824,0.311115824
,52723,0.250000894,0.250000894,0.250000894,0.250000894,0.250000894,0.255574188,0.255574188,0.255574188,0.255574188,0.255574188,0.250000894,0.250000894,0.250000894,0.255574188,0.255574188,0.255574188
,52724,0.2398556,0.2398556,0.2398556,0.2398556,0.2398556,0.240778825,0.240778825,0.240778825,0.240778825,0.240778825,0.2398556,0.2398556,0.2398556,0.240778825,0.240778825,0.240778825
,52801,0.244738561,0.244738561,0.244738561,0.244738561,0.244738561,0.24269625,0.24269625,0.24269625,0.24269625,0.24269625,0.244738561,0.244738561,0.244738561,0.24269625,0.24269625,0.24269625
,52802,0.24467612,0.24467612,0.24467612,0.24467612,0.24467612,0.241437588,0.241437588,0.241437588,0.241437588,0.241437588,0.24467612,0.24467612,0.24467612,0.241437588,0.241437588,0.241437588
,52803,0.244295825,0.244295825,0.244295825,0.244295825,0.244295825,0.219797858,0.219797858,0.219797858,0.219797858,0.219797858,0.244295825,0.244295825,0.244295825,0.219797858,0.219797858,0.219797858
,52804,0.244211668,0.244211668,0.244211668,0.244211668,0.244211668,0.219128417,0.219128417,0.219128417,0.219128417,0.219128417,0.244211668,0.244211668,0.244211668,0.219128417,0.219128417,0.219128417
,52805,0.244628689,0.244628689,0.244628689,0.244628689,0.244628689,0.219595684,0.219595684,0.219595684,0.219595684,0.219595684,0.244628689,0.244628689,0.244628689,0.219595684,0.219595684,0.219595684
,52806,0.244659488,0.244659488,0.244659488,0.244659488,0.244659488,0.241664356,0.241664356,0.241664356,0.241664356,0.241664356,0.244659488,0.244659488,0.244659488,0.241664356,0.241664356,0.241664356
,52807,0.244689454,0.244689454,0.244689454,0.244689454,0.244689454,0.242671072,0.242671072,0.242671072,0.242671072,0.242671072,0.244689454,0.244689454,0.244689454,0.242671072,0.242671072,0.242671072
,52808,0.244736766,0.244736766,0.244736766,0.244736766,0.244736766,0.221521319,0.221521319,0.221521319,0.221521319,0.221521319,0.244736766,0.244736766,0.244736766,0.221521319,0.221521319,0.221521319
,52809,0.244812817,0.244812817,0.244812817,0.244812817,0.244812817,0.222114522,0.222114522,0.222114522,0.222114522,0.222114522,0.244812817,0.244812817,0.244812817,0.222114522,0.222114522,0.222114522
,52810,0.244797233,0.244797233,0.244797233,0.244797233,0.244797233,0.222772031,0.222772031,0.222772031,0.222772031,0.222772031,0.244797233,0.244797233,0.244797233,0.222772031,0.222772031,0.222772031
,52811,0.244871208,0.244871208,0.244871208,0.244871208,0.244871208,0.222041614,0.222041614,0.222041614,0.222041614,0.222041614,0.244871208,0.244871208,0.244871208,0.222041614,0.222041614,0.222041614
,52812,0.244941679,0.244941679,0.244941679,0.244941679,0.244941679,0.22256336,0.22256336,0.22256336,0.22256336,0.22256336,0.244941679,0.244941679,0.244941679,0.22256336,0.22256336,0.22256336
,52813,0.245029494,0.245029494,0.245029494,0.245029494,0.245029494,0.222607081,0.222607081,0.222607081,0.222607081,0.222607081,0.245029494,0.245029494,0.245029494,0.222607081,0.222607081,0.222607081
,52814,0.245089126,0.245089126,0.245089126,0.245089126,0.245089126,0.24220298,0.24220298,0.24220298,0.24220298,0.24220298,0.245089126,0.245089126,0.245089126,0.24220298,0.24220298,0.24220298
,52815,0.248205422,0.248205422,0.248205422,0.248205422,0.248205422,0.246285025,0.246285025,0.246285025,0.246285025,0.246285025,0.248205422,0.248205422,0.248205422,0.246285025,0.246285025,0.246285025
,52816,0.250561475,0.250561475,0.250561475,0.250561475,0.250561475,0.254354231,0.254354231,0.254354231,0.254354231,0.254354231,0.250561475,0.250561475,0.250561475,0.254354231,0.254354231,0.254354231
,52817,0.255879267,0.255879267,0.255879267,0.255879267,0.255879267,0.264026273,0.264026273,0.264026273,0.264026273,0.264026273,0.255879267,0.255879267,0.255879267,0.264026273,0.264026273,0.264026273
,52818,0.282783287,0.282783287,0.282783287,0.282783287,0.282783287,0.293350076,0.293350076,0.293350076,0.293350076,0.293350076,0.282783287,0.282783287,0.282783287,0.293350076,0.293350076,0.293350076
,52819,0.325132667,0.325132667,0.325132667,0.325132667,0.325132667,0.343334487,0.343334487,0.343334487,0.343334487,0.343334487,0.325132667,0.325132667,0.325132667,0.343334487,0.343334487,0.343334487
,52820,0.381086799,0.381086799,0.381086799,0.381086799,0.381086799,0.400115256,0.400115256,0.400115256,0.400115256,0.400115256,0.381086799,0.381086799,0.381086799,0.400115256,0.400115256,0.400115256
,52821,0.325116217,0.325116217,0.325116217,0.325116217,0.325116217,0.362610628,0.362610628,0.362610628,0.362610628,0.362610628,0.325116217,0.325116217,0.325116217,0.362610628,0.362610628,0.362610628
,52822,0.293496217,0.293496217,0.293496217,0.293496217,0.293496217,0.324999973,0.324999973,0.324999973,0.324999973,0.324999973,0.293496217,0.293496217,0.293496217,0.324999973,0.324999973,0.324999973
,52823,0.251549943,0.251549943,0.251549943,0.251549943,0.251549943,0.264311012,0.264311012,0.264311012,0.264311012,0.264311012,0.251549943,0.251549943,0.251549943,0.264311012,0.264311012,0.264311012
,52824,0.244859501,0.244859501,0.244859501,0.244859501,0.244859501,0.246067662,0.246067662,0.246067662,0.246067662,0.246067662,0.244859501,0.244859501,0.244859501,0.246067662,0.246067662,0.246067662
,52901,0.240508666,0.240508666,0.240508666,0.240508666,0.240508666,0.239327952,0.239327952,0.239327952,0.239327952,0.239327952,0.240508666,0.240508666,0.240508666,0.239327952,0.239327952,0.239327952
,52902,0.240440617,0.240440617,0.240440617,0.240440617,0.240440617,0.120578097,0.120578097,0.120578097,0.120578097,0.120578097,0.240440617,0.240440617,0.240440617,0.120578097,0.120578097,0.120578097
,52903,0.239845072,0.239845072,0.239845072,0.239845072,0.239845072,0.119786437,0.119786437,0.119786437,0.119786437,0.119786437,0.239845072,0.239845072,0.239845072,0.119786437,0.119786437,0.119786437
,52904,0.239179127,0.239179127,0.239179127,0.239179127,0.239179127,0.118860668,0.118860668,0.118860668,0.118860668,0.118860668,0.239179127,0.239179127,0.239179127,0.118860668,0.118860668,0.118860668
,52905,0.23968352,0.23968352,0.23968352,0.23968352,0.23968352,0.119463965,0.119463965,0.119463965,0.119463965,0.119463965,0.23968352,0.23968352,0.23968352,0.119463965,0.119463965,0.119463965
,52906,0.240429572,0.240429572,0.240429572,0.240429572,0.240429572,0.237330152,0.237330152,0.237330152,0.237330152,0.237330152,0.240429572,0.240429572,0.240429572,0.237330152,0.237330152,0.237330152
,52907,0.24050495,0.24050495,0.24050495,0.24050495,0.24050495,0.238492877,0.238492877,0.238492877,0.238492877,0.238492877,0.24050495,0.24050495,0.24050495,0.238492877,0.238492877,0.238492877
,52908,0.240558112,0.240558112,0.240558112,0.240558112,0.240558112,0.120881013,0.120881013,0.120881013,0.120881013,0.120881013,0.240558112,0.240558112,0.240558112,0.120881013,0.120881013,0.120881013
,52909,0.240562581,0.240562581,0.240562581,0.240562581,0.240562581,0.104191234,0.104191234,0.104191234,0.104191234,0.104191234,0.240562581,0.240562581,0.240562581,0.104191234,0.104191234,0.104191234
,52910,0.240623726,0.240623726,0.240623726,0.240623726,0.240623726,0.104257061,0.104257061,0.104257061,0.104257061,0.104257061,0.240623726,0.240623726,0.240623726,0.104257061,0.104257061,0.104257061
,52911,0.240691676,0.240691676,0.240691676,0.240691676,0.240691676,0.10445368,0.10445368,0.10445368,0.10445368,0.10445368,0.240691676,0.240691676,0.240691676,0.10445368,0.10445368,0.10445368
,52912,0.240754504,0.240754504,0.240754504,0.240754504,0.240754504,0.104766084,0.104766084,0.104766084,0.104766084,0.104766084,0.240754504,0.240754504,0.240754504,0.104766084,0.104766084,0.104766084
,52913,0.240794471,0.240794471,0.240794471,0.240794471,0.240794471,0.106180648,0.106180648,0.106180648,0.106180648,0.106180648,0.240794471,0.240794471,0.240794471,0.106180648,0.106180648,0.106180648
,52914,0.241548294,0.241548294,0.241548294,0.241548294,0.241548294,0.124644314,0.124644314,0.124644314,0.124644314,0.124644314,0.241548294,0.241548294,0.241548294,0.124644314,0.124644314,0.124644314
,52915,0.244406462,0.244406462,0.244406462,0.244406462,0.244406462,0.242970338,0.242970338,0.242970338,0.242970338,0.242970338,0.244406462,0.244406462,0.244406462,0.242970338,0.242970338,0.242970338
,52916,0.244910349,0.244910349,0.244910349,0.244910349,0.244910349,0.245676377,0.245676377,0.245676377,0.245676377,0.245676377,0.244910349,0.244910349,0.244910349,0.245676377,0.245676377,0.245676377
,52917,0.246507265,0.246507265,0.246507265,0.246507265,0.246507265,0.257657379,0.257657379,0.257657379,0.257657379,0.257657379,0.246507265,0.246507265,0.246507265,0.257657379,0.257657379,0.257657379
