;,; Use with 2009 calendar year and updated CEC weather data,,,,,,,,,,,,,,,,
;,"; Version ID: 2019 TDV CARBON ONLY, Elec Non-Res (15 Year)",,,,,,,,,,,,,,,,
;,; MoDaHr,CZ1 Electricity Long-Run Carbon Emission Factors (ton/MWh),CZ2 Electricity Long-Run Carbon Emission Factors (ton/MWh),CZ3 Electricity Long-Run Carbon Emission Factors (ton/MWh),CZ4 Electricity Long-Run Carbon Emission Factors (ton/MWh),CZ5 Electricity Long-Run Carbon Emission Factors (ton/MWh),CZ6 Electricity Long-Run Carbon Emission Factors (ton/MWh),CZ7 Electricity Long-Run Carbon Emission Factors (ton/MWh),CZ8 Electricity Long-Run Carbon Emission Factors (ton/MWh),CZ9 Electricity Long-Run Carbon Emission Factors (ton/MWh),CZ10 Electricity Long-Run Carbon Emission Factors (ton/MWh),CZ11 Electricity Long-Run Carbon Emission Factors (ton/MWh),CZ12 Electricity Long-Run Carbon Emission Factors (ton/MWh),CZ13 Electricity Long-Run Carbon Emission Factors (ton/MWh),CZ14 Electricity Long-Run Carbon Emission Factors (ton/MWh),CZ15 Electricity Long-Run Carbon Emission Factors (ton/MWh),CZ16 Electricity Long-Run Carbon Emission Factors (ton/MWh)
TABLE C02ElecByCZ,,,,,,,,,,,,,,,,,
,MoDaHr,C02(ton/MWh),C02(ton/MWh),C02(ton/MWh),C02(ton/MWh),C02(ton/MWh),C02(ton/MWh),C02(ton/MWh),C02(ton/MWh),C02(ton/MWh),C02(ton/MWh),C02(ton/MWh),C02(ton/MWh),C02(ton/MWh),C02(ton/MWh),C02(ton/MWh),C02(ton/MWh)
,CZ=,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
,10519,0.261342643,0.261342643,0.261342643,0.261342643,0.261342643,0.293480462,0.293480462,0.293480462,0.293480462,0.293480462,0.261342643,0.261342643,0.261342643,0.293480462,0.293480462,0.293480462
,10520,0.261334792,0.261334792,0.261334792,0.261334792,0.261334792,0.29538621,0.29538621,0.29538621,0.29538621,0.29538621,0.261334792,0.261334792,0.261334792,0.29538621,0.29538621,0.29538621
,10521,0.261360858,0.261360858,0.261360858,0.261360858,0.261360858,0.290494906,0.290494906,0.290494906,0.290494906,0.290494906,0.261360858,0.261360858,0.261360858,0.290494906,0.290494906,0.290494906
,10522,0.261385725,0.261385725,0.261385725,0.261385725,0.261385725,0.272426777,0.272426777,0.272426777,0.272426777,0.272426777,0.261385725,0.261385725,0.261385725,0.272426777,0.272426777,0.272426777
,10523,0.256474616,0.256474616,0.256474616,0.256474616,0.256474616,0.258010313,0.258010313,0.258010313,0.258010313,0.258010313,0.256474616,0.256474616,0.256474616,0.258010313,0.258010313,0.258010313
,10524,0.254116849,0.254116849,0.254116849,0.254116849,0.254116849,0.254360206,0.254360206,0.254360206,0.254360206,0.254360206,0.254116849,0.254116849,0.254116849,0.254360206,0.254360206,0.254360206
,10601,0.249403116,0.249403116,0.249403116,0.249403116,0.249403116,0.24458143,0.24458143,0.24458143,0.24458143,0.24458143,0.249403116,0.249403116,0.249403116,0.24458143,0.24458143,0.24458143
,10602,0.248377656,0.248377656,0.248377656,0.248377656,0.248377656,0.242414686,0.242414686,0.242414686,0.242414686,0.242414686,0.248377656,0.248377656,0.248377656,0.242414686,0.242414686,0.242414686
,10603,0.24651813,0.24651813,0.24651813,0.24651813,0.24651813,0.239687654,0.239687654,0.239687654,0.239687654,0.239687654,0.24651813,0.24651813,0.24651813,0.239687654,0.239687654,0.239687654
,10604,0.246350615,0.246350615,0.246350615,0.246350615,0.246350615,0.239656852,0.239656852,0.239656852,0.239656852,0.239656852,0.246350615,0.246350615,0.246350615,0.239656852,0.239656852,0.239656852
,10605,0.247635203,0.247635203,0.247635203,0.247635203,0.247635203,0.241794932,0.241794932,0.241794932,0.241794932,0.241794932,0.247635203,0.247635203,0.247635203,0.241794932,0.241794932,0.241794932
,10606,0.250349413,0.250349413,0.250349413,0.250349413,0.250349413,0.245995909,0.245995909,0.245995909,0.245995909,0.245995909,0.250349413,0.250349413,0.250349413,0.245995909,0.245995909,0.245995909
,10607,0.252027721,0.252027721,0.252027721,0.252027721,0.252027721,0.253592612,0.253592612,0.253592612,0.253592612,0.253592612,0.252027721,0.252027721,0.252027721,0.253592612,0.253592612,0.253592612
,10608,0.253236274,0.253236274,0.253236274,0.253236274,0.253236274,0.255123142,0.255123142,0.255123142,0.255123142,0.255123142,0.253236274,0.253236274,0.253236274,0.255123142,0.255123142,0.255123142
,10609,0.249323487,0.249323487,0.249323487,0.249323487,0.249323487,0.245116786,0.245116786,0.245116786,0.245116786,0.245116786,0.249323487,0.249323487,0.249323487,0.245116786,0.245116786,0.245116786
,10610,0.127915631,0.127915631,0.127915631,0.127915631,0.127915631,0.085183077,0.085183077,0.085183077,0.085183077,0.085183077,0.127915631,0.127915631,0.127915631,0.085183077,0.085183077,0.085183077
,10611,0.109086456,0.109086456,0.109086456,0.109086456,0.109086456,0.084499775,0.084499775,0.084499775,0.084499775,0.084499775,0.109086456,0.109086456,0.109086456,0.084499775,0.084499775,0.084499775
,10612,0.109095845,0.109095845,0.109095845,0.109095845,0.109095845,0.084656287,0.084656287,0.084656287,0.084656287,0.084656287,0.109095845,0.109095845,0.109095845,0.084656287,0.084656287,0.084656287
,10613,0.108246529,0.108246529,0.108246529,0.108246529,0.108246529,0.083993408,0.083993408,0.083993408,0.083993408,0.083993408,0.108246529,0.108246529,0.108246529,0.083993408,0.083993408,0.083993408
,10614,0.108625353,0.108625353,0.108625353,0.108625353,0.108625353,0.084610497,0.084610497,0.084610497,0.084610497,0.084610497,0.108625353,0.108625353,0.108625353,0.084610497,0.084610497,0.084610497
,10615,0.127946925,0.127946925,0.127946925,0.127946925,0.127946925,0.124769561,0.124769561,0.124769561,0.124769561,0.124769561,0.127946925,0.127946925,0.127946925,0.124769561,0.124769561,0.124769561
,10616,0.25104338,0.25104338,0.25104338,0.25104338,0.25104338,0.249973846,0.249973846,0.249973846,0.249973846,0.249973846,0.25104338,0.25104338,0.25104338,0.249973846,0.249973846,0.249973846
,10617,0.265169884,0.265169884,0.265169884,0.265169884,0.265169884,0.268360882,0.268360882,0.268360882,0.268360882,0.268360882,0.265169884,0.265169884,0.265169884,0.268360882,0.268360882,0.268360882
,10618,0.270923877,0.270923877,0.270923877,0.270923877,0.270923877,0.288843094,0.288843094,0.288843094,0.288843094,0.288843094,0.270923877,0.270923877,0.270923877,0.288843094,0.288843094,0.288843094
,10619,0.27095002,0.27095002,0.27095002,0.27095002,0.27095002,0.305514246,0.305514246,0.305514246,0.305514246,0.305514246,0.27095002,0.27095002,0.27095002,0.305514246,0.305514246,0.305514246
,10620,0.270940944,0.270940944,0.270940944,0.270940944,0.270940944,0.305879822,0.305879822,0.305879822,0.305879822,0.305879822,0.270940944,0.270940944,0.270940944,0.305879822,0.305879822,0.305879822
,10621,0.270966198,0.270966198,0.270966198,0.270966198,0.270966198,0.301677821,0.301677821,0.301677821,0.301677821,0.301677821,0.270966198,0.270966198,0.270966198,0.301677821,0.301677821,0.301677821
,10622,0.270043517,0.270043517,0.270043517,0.270043517,0.270043517,0.279299262,0.279299262,0.279299262,0.279299262,0.279299262,0.270043517,0.270043517,0.270043517,0.279299262,0.279299262,0.279299262
,10623,0.265770319,0.265770319,0.265770319,0.265770319,0.265770319,0.267808695,0.267808695,0.267808695,0.267808695,0.267808695,0.265770319,0.265770319,0.265770319,0.267808695,0.267808695,0.267808695
,10624,0.257986408,0.257986408,0.257986408,0.257986408,0.257986408,0.259212216,0.259212216,0.259212216,0.259212216,0.259212216,0.257986408,0.257986408,0.257986408,0.259212216,0.259212216,0.259212216
,10701,0.254508157,0.254508157,0.254508157,0.254508157,0.254508157,0.230385047,0.230385047,0.230385047,0.230385047,0.230385047,0.254508157,0.254508157,0.254508157,0.230385047,0.230385047,0.230385047
,10702,0.253277465,0.253277465,0.253277465,0.253277465,0.253277465,0.228066601,0.228066601,0.228066601,0.228066601,0.228066601,0.253277465,0.253277465,0.253277465,0.228066601,0.228066601,0.228066601
,10703,0.253129107,0.253129107,0.253129107,0.253129107,0.253129107,0.209567289,0.209567289,0.209567289,0.209567289,0.209567289,0.253129107,0.253129107,0.253129107,0.209567289,0.209567289,0.209567289
,10704,0.253314238,0.253314238,0.253314238,0.253314238,0.253314238,0.209639218,0.209639218,0.209639218,0.209639218,0.209639218,0.253314238,0.253314238,0.253314238,0.209639218,0.209639218,0.209639218
,10705,0.254495541,0.254495541,0.254495541,0.254495541,0.254495541,0.229312457,0.229312457,0.229312457,0.229312457,0.229312457,0.254495541,0.254495541,0.254495541,0.229312457,0.229312457,0.229312457
,10706,0.254973247,0.254973247,0.254973247,0.254973247,0.254973247,0.231872985,0.231872985,0.231872985,0.231872985,0.231872985,0.254973247,0.254973247,0.254973247,0.231872985,0.231872985,0.231872985
,10707,0.261567206,0.261567206,0.261567206,0.261567206,0.261567206,0.242178056,0.242178056,0.242178056,0.242178056,0.242178056,0.261567206,0.261567206,0.261567206,0.242178056,0.242178056,0.242178056
,10708,0.265351466,0.265351466,0.265351466,0.265351466,0.265351466,0.247064472,0.247064472,0.247064472,0.247064472,0.247064472,0.265351466,0.265351466,0.265351466,0.247064472,0.247064472,0.247064472
,10709,0.255097591,0.255097591,0.255097591,0.255097591,0.255097591,0.232658046,0.232658046,0.232658046,0.232658046,0.232658046,0.255097591,0.255097591,0.255097591,0.232658046,0.232658046,0.232658046
,10710,0.23552287,0.23552287,0.23552287,0.23552287,0.23552287,0.212937938,0.212937938,0.212937938,0.212937938,0.212937938,0.23552287,0.23552287,0.23552287,0.212937938,0.212937938,0.212937938
,10711,0.234771078,0.234771078,0.234771078,0.234771078,0.234771078,0.211865632,0.211865632,0.211865632,0.211865632,0.211865632,0.234771078,0.234771078,0.234771078,0.211865632,0.211865632,0.211865632
,10712,0.234504243,0.234504243,0.234504243,0.234504243,0.234504243,0.210339942,0.210339942,0.210339942,0.210339942,0.210339942,0.234504243,0.234504243,0.234504243,0.210339942,0.210339942,0.210339942
,10713,0.234513328,0.234513328,0.234513328,0.234513328,0.234513328,0.211758182,0.211758182,0.211758182,0.211758182,0.211758182,0.234513328,0.234513328,0.234513328,0.211758182,0.211758182,0.211758182
,10714,0.234731075,0.234731075,0.234731075,0.234731075,0.234731075,0.212752311,0.212752311,0.212752311,0.212752311,0.212752311,0.234731075,0.234731075,0.234731075,0.212752311,0.212752311,0.212752311
,10715,0.236279546,0.236279546,0.236279546,0.236279546,0.236279546,0.2124972,0.2124972,0.2124972,0.2124972,0.2124972,0.236279546,0.236279546,0.236279546,0.2124972,0.2124972,0.2124972
,10716,0.255165316,0.255165316,0.255165316,0.255165316,0.255165316,0.255112934,0.255112934,0.255112934,0.255112934,0.255112934,0.255165316,0.255165316,0.255165316,0.255112934,0.255112934,0.255112934
,10717,0.2690466,0.2690466,0.2690466,0.2690466,0.2690466,0.272237978,0.272237978,0.272237978,0.272237978,0.272237978,0.2690466,0.2690466,0.2690466,0.272237978,0.272237978,0.272237978
,10718,0.280842857,0.280842857,0.280842857,0.280842857,0.280842857,0.288784997,0.288784997,0.288784997,0.288784997,0.288784997,0.280842857,0.280842857,0.280842857,0.288784997,0.288784997,0.288784997
,10719,0.280867473,0.280867473,0.280867473,0.280867473,0.280867473,0.317072464,0.317072464,0.317072464,0.317072464,0.317072464,0.280867473,0.280867473,0.280867473,0.317072464,0.317072464,0.317072464
,10720,0.280855273,0.280855273,0.280855273,0.280855273,0.280855273,0.315820689,0.315820689,0.315820689,0.315820689,0.315820689,0.280855273,0.280855273,0.280855273,0.315820689,0.315820689,0.315820689
,10721,0.280880553,0.280880553,0.280880553,0.280880553,0.280880553,0.303690866,0.303690866,0.303690866,0.303690866,0.303690866,0.280880553,0.280880553,0.280880553,0.303690866,0.303690866,0.303690866
,10722,0.280567233,0.280567233,0.280567233,0.280567233,0.280567233,0.284081741,0.284081741,0.284081741,0.284081741,0.284081741,0.280567233,0.280567233,0.280567233,0.284081741,0.284081741,0.284081741
,10723,0.267607299,0.267607299,0.267607299,0.267607299,0.267607299,0.269804481,0.269804481,0.269804481,0.269804481,0.269804481,0.267607299,0.267607299,0.267607299,0.269804481,0.269804481,0.269804481
,10724,0.259180279,0.259180279,0.259180279,0.259180279,0.259180279,0.240461172,0.240461172,0.240461172,0.240461172,0.240461172,0.259180279,0.259180279,0.259180279,0.240461172,0.240461172,0.240461172
,10801,0.253997008,0.253997008,0.253997008,0.253997008,0.253997008,0.233975207,0.233975207,0.233975207,0.233975207,0.233975207,0.253997008,0.253997008,0.253997008,0.233975207,0.233975207,0.233975207
,10802,0.2523409,0.2523409,0.2523409,0.2523409,0.2523409,0.208557087,0.208557087,0.208557087,0.208557087,0.208557087,0.2523409,0.2523409,0.2523409,0.208557087,0.208557087,0.208557087
,10803,0.251773832,0.251773832,0.251773832,0.251773832,0.251773832,0.208028109,0.208028109,0.208028109,0.208028109,0.208028109,0.251773832,0.251773832,0.251773832,0.208028109,0.208028109,0.208028109
,10804,0.251760587,0.251760587,0.251760587,0.251760587,0.251760587,0.208303713,0.208303713,0.208303713,0.208303713,0.208303713,0.251760587,0.251760587,0.251760587,0.208303713,0.208303713,0.208303713
,10805,0.253076405,0.253076405,0.253076405,0.253076405,0.253076405,0.212832948,0.212832948,0.212832948,0.212832948,0.212832948,0.253076405,0.253076405,0.253076405,0.212832948,0.212832948,0.212832948
,10806,0.256727376,0.256727376,0.256727376,0.256727376,0.256727376,0.258095997,0.258095997,0.258095997,0.258095997,0.258095997,0.256727376,0.256727376,0.256727376,0.258095997,0.258095997,0.258095997
,10807,0.25891157,0.25891157,0.25891157,0.25891157,0.25891157,0.260496666,0.260496666,0.260496666,0.260496666,0.260496666,0.25891157,0.25891157,0.25891157,0.260496666,0.260496666,0.260496666
,10808,0.259013664,0.259013664,0.259013664,0.259013664,0.259013664,0.261175373,0.261175373,0.261175373,0.261175373,0.261175373,0.259013664,0.259013664,0.259013664,0.261175373,0.261175373,0.261175373
,10809,0.256779452,0.256779452,0.256779452,0.256779452,0.256779452,0.23441132,0.23441132,0.23441132,0.23441132,0.23441132,0.256779452,0.256779452,0.256779452,0.23441132,0.23441132,0.23441132
,10810,0.253342514,0.253342514,0.253342514,0.253342514,0.253342514,0.210074408,0.210074408,0.210074408,0.210074408,0.210074408,0.253342514,0.253342514,0.253342514,0.210074408,0.210074408,0.210074408
,10811,0.231766392,0.231766392,0.231766392,0.231766392,0.231766392,0.208758729,0.208758729,0.208758729,0.208758729,0.208758729,0.231766392,0.231766392,0.231766392,0.208758729,0.208758729,0.208758729
,10812,0.22585201,0.22585201,0.22585201,0.22585201,0.22585201,0.168761145,0.168761145,0.168761145,0.168761145,0.168761145,0.22585201,0.22585201,0.22585201,0.168761145,0.168761145,0.168761145
,10813,0.186343243,0.186343243,0.186343243,0.186343243,0.186343243,0.16673731,0.16673731,0.16673731,0.16673731,0.16673731,0.186343243,0.186343243,0.186343243,0.16673731,0.16673731,0.16673731
,10814,0.211800795,0.211800795,0.211800795,0.211800795,0.211800795,0.189961525,0.189961525,0.189961525,0.189961525,0.189961525,0.211800795,0.211800795,0.211800795,0.189961525,0.189961525,0.189961525
,10815,0.232082987,0.232082987,0.232082987,0.232082987,0.232082987,0.210587449,0.210587449,0.210587449,0.210587449,0.210587449,0.232082987,0.232082987,0.232082987,0.210587449,0.210587449,0.210587449
,10816,0.256287209,0.256287209,0.256287209,0.256287209,0.256287209,0.257012931,0.257012931,0.257012931,0.257012931,0.257012931,0.256287209,0.256287209,0.256287209,0.257012931,0.257012931,0.257012931
,10817,0.259607336,0.259607336,0.259607336,0.259607336,0.259607336,0.262067485,0.262067485,0.262067485,0.262067485,0.262067485,0.259607336,0.259607336,0.259607336,0.262067485,0.262067485,0.262067485
,10818,0.269910776,0.269910776,0.269910776,0.269910776,0.269910776,0.276907519,0.276907519,0.276907519,0.276907519,0.276907519,0.269910776,0.269910776,0.269910776,0.276907519,0.276907519,0.276907519
,10819,0.269938955,0.269938955,0.269938955,0.269938955,0.269938955,0.298318658,0.298318658,0.298318658,0.298318658,0.298318658,0.269938955,0.269938955,0.269938955,0.298318658,0.298318658,0.298318658
,10820,0.269938476,0.269938476,0.269938476,0.269938476,0.269938476,0.298589208,0.298589208,0.298589208,0.298589208,0.298589208,0.269938476,0.269938476,0.269938476,0.298589208,0.298589208,0.298589208
,10821,0.269969585,0.269969585,0.269969585,0.269969585,0.269969585,0.286146453,0.286146453,0.286146453,0.286146453,0.286146453,0.269969585,0.269969585,0.269969585,0.286146453,0.286146453,0.286146453
,10822,0.260266294,0.260266294,0.260266294,0.260266294,0.260266294,0.266097764,0.266097764,0.266097764,0.266097764,0.266097764,0.260266294,0.260266294,0.260266294,0.266097764,0.266097764,0.266097764
,10823,0.258666247,0.258666247,0.258666247,0.258666247,0.258666247,0.260545126,0.260545126,0.260545126,0.260545126,0.260545126,0.258666247,0.258666247,0.258666247,0.260545126,0.260545126,0.260545126
,10824,0.256931414,0.256931414,0.256931414,0.256931414,0.256931414,0.257708564,0.257708564,0.257708564,0.257708564,0.257708564,0.256931414,0.256931414,0.256931414,0.257708564,0.257708564,0.257708564
,10901,0.246910055,0.246910055,0.246910055,0.246910055,0.246910055,0.242769246,0.242769246,0.242769246,0.242769246,0.242769246,0.246910055,0.246910055,0.246910055,0.242769246,0.242769246,0.242769246
,10902,0.244457753,0.244457753,0.244457753,0.244457753,0.244457753,0.21941117,0.21941117,0.21941117,0.21941117,0.21941117,0.244457753,0.244457753,0.244457753,0.21941117,0.21941117,0.21941117
,10903,0.243322431,0.243322431,0.243322431,0.243322431,0.243322431,0.196652068,0.196652068,0.196652068,0.196652068,0.196652068,0.243322431,0.243322431,0.243322431,0.196652068,0.196652068,0.196652068
,10904,0.242911561,0.242911561,0.242911561,0.242911561,0.242911561,0.196305264,0.196305264,0.196305264,0.196305264,0.196305264,0.242911561,0.242911561,0.242911561,0.196305264,0.196305264,0.196305264
,10905,0.244232305,0.244232305,0.244232305,0.244232305,0.244232305,0.216910787,0.216910787,0.216910787,0.216910787,0.216910787,0.244232305,0.244232305,0.244232305,0.216910787,0.216910787,0.216910787
,10906,0.247291349,0.247291349,0.247291349,0.247291349,0.247291349,0.245697585,0.245697585,0.245697585,0.245697585,0.245697585,0.247291349,0.247291349,0.247291349,0.245697585,0.245697585,0.245697585
,10907,0.249100791,0.249100791,0.249100791,0.249100791,0.249100791,0.250222247,0.250222247,0.250222247,0.250222247,0.250222247,0.249100791,0.249100791,0.249100791,0.250222247,0.250222247,0.250222247
,10908,0.249539815,0.249539815,0.249539815,0.249539815,0.249539815,0.250512629,0.250512629,0.250512629,0.250512629,0.250512629,0.249539815,0.249539815,0.249539815,0.250512629,0.250512629,0.250512629
,10909,0.247290348,0.247290348,0.247290348,0.247290348,0.247290348,0.242778254,0.242778254,0.242778254,0.242778254,0.242778254,0.247290348,0.247290348,0.247290348,0.242778254,0.242778254,0.242778254
,10910,0.244981266,0.244981266,0.244981266,0.244981266,0.244981266,0.203077541,0.203077541,0.203077541,0.203077541,0.203077541,0.244981266,0.244981266,0.244981266,0.203077541,0.203077541,0.203077541
,10911,0.22535161,0.22535161,0.22535161,0.22535161,0.22535161,0.185344213,0.185344213,0.185344213,0.185344213,0.185344213,0.22535161,0.22535161,0.22535161,0.185344213,0.185344213,0.185344213
,10912,0.187464055,0.187464055,0.187464055,0.187464055,0.187464055,0.161930099,0.161930099,0.161930099,0.161930099,0.161930099,0.187464055,0.187464055,0.187464055,0.161930099,0.161930099,0.161930099
,10913,0.187438432,0.187438432,0.187438432,0.187438432,0.187438432,0.161442803,0.161442803,0.161442803,0.161442803,0.161442803,0.187438432,0.187438432,0.187438432,0.161442803,0.161442803,0.161442803
,10914,0.205232016,0.205232016,0.205232016,0.205232016,0.205232016,0.064567174,0.064567174,0.064567174,0.064567174,0.064567174,0.205232016,0.205232016,0.205232016,0.064567174,0.064567174,0.064567174
,10915,0.206817918,0.206817918,0.206817918,0.206817918,0.206817918,0.185885482,0.185885482,0.185885482,0.185885482,0.185885482,0.206817918,0.206817918,0.206817918,0.185885482,0.185885482,0.185885482
,10916,0.247354917,0.247354917,0.247354917,0.247354917,0.247354917,0.246076783,0.246076783,0.246076783,0.246076783,0.246076783,0.247354917,0.247354917,0.247354917,0.246076783,0.246076783,0.246076783
,10917,0.250901119,0.250901119,0.250901119,0.250901119,0.250901119,0.252299981,0.252299981,0.252299981,0.252299981,0.252299981,0.250901119,0.250901119,0.250901119,0.252299981,0.252299981,0.252299981
,10918,0.255280299,0.255280299,0.255280299,0.255280299,0.255280299,0.259226917,0.259226917,0.259226917,0.259226917,0.259226917,0.255280299,0.255280299,0.255280299,0.259226917,0.259226917,0.259226917
,10919,0.255304583,0.255304583,0.255304583,0.255304583,0.255304583,0.269863414,0.269863414,0.269863414,0.269863414,0.269863414,0.255304583,0.255304583,0.255304583,0.269863414,0.269863414,0.269863414
,10920,0.255294723,0.255294723,0.255294723,0.255294723,0.255294723,0.269424083,0.269424083,0.269424083,0.269424083,0.269424083,0.255294723,0.255294723,0.255294723,0.269424083,0.269424083,0.269424083
,10921,0.255315798,0.255315798,0.255315798,0.255315798,0.255315798,0.264440845,0.264440845,0.264440845,0.264440845,0.264440845,0.255315798,0.255315798,0.255315798,0.264440845,0.264440845,0.264440845
,10922,0.253562321,0.253562321,0.253562321,0.253562321,0.253562321,0.255739711,0.255739711,0.255739711,0.255739711,0.255739711,0.253562321,0.253562321,0.253562321,0.255739711,0.255739711,0.255739711
,10923,0.250850205,0.250850205,0.250850205,0.250850205,0.250850205,0.252160482,0.252160482,0.252160482,0.252160482,0.252160482,0.250850205,0.250850205,0.250850205,0.252160482,0.252160482,0.252160482
,10924,0.248404844,0.248404844,0.248404844,0.248404844,0.248404844,0.24829976,0.24829976,0.24829976,0.24829976,0.24829976,0.248404844,0.248404844,0.248404844,0.24829976,0.24829976,0.24829976
,11001,0.226873403,0.226873403,0.226873403,0.226873403,0.226873403,0.221595067,0.221595067,0.221595067,0.221595067,0.221595067,0.226873403,0.226873403,0.226873403,0.221595067,0.221595067,0.221595067
,11002,0.103786527,0.103786527,0.103786527,0.103786527,0.103786527,0.079242251,0.079242251,0.079242251,0.079242251,0.079242251,0.103786527,0.103786527,0.103786527,0.079242251,0.079242251,0.079242251
,11003,0.102596165,0.102596165,0.102596165,0.102596165,0.102596165,0.060841018,0.060841018,0.060841018,0.060841018,0.060841018,0.102596165,0.102596165,0.102596165,0.060841018,0.060841018,0.060841018
,11004,0.081797991,0.081797991,0.081797991,0.081797991,0.081797991,0.06136875,0.06136875,0.06136875,0.06136875,0.06136875,0.081797991,0.081797991,0.081797991,0.06136875,0.06136875,0.06136875
,11005,0.104867241,0.104867241,0.104867241,0.104867241,0.104867241,0.080520581,0.080520581,0.080520581,0.080520581,0.080520581,0.104867241,0.104867241,0.104867241,0.080520581,0.080520581,0.080520581
