;,2025 Energy Code: Long-term System Cost (LSC) NEM3-ACC (Avoided Cost Calculator) Hourly Factors,,,,,,,,,,,,,,,
;,Source:,,from CEC/RJW via e-mail  7/15/24:  2025_LSCHourlyExportValuesACC.xlsx,,,,,,,,,,,,,
;,,,,,,,,,,,,,,,,
;,Last modified:,,07/16/24 - SAC - converted into look-up table for CBECC(-Res) rulesets,,,,,,,,,,,,,
;,,,,,,,,,,,,,,,,
;,,,,,,,,,,,,,,,,
;,Export LSC (CZ1; 30-yr PV$/kWh),Export LSC (CZ2; 30-yr PV$/kWh),Export LSC (CZ3; 30-yr PV$/kWh),Export LSC (CZ4; 30-yr PV$/kWh),Export LSC (CZ5; 30-yr PV$/kWh),Export LSC (CZ6; 30-yr PV$/kWh),Export LSC (CZ7; 30-yr PV$/kWh),Export LSC (CZ8; 30-yr PV$/kWh),Export LSC (CZ9; 30-yr PV$/kWh),Export LSC (CZ10; 30-yr PV$/kWh),Export LSC (CZ11; 30-yr PV$/kWh),Export LSC (CZ12; 30-yr PV$/kWh),Export LSC (CZ13; 30-yr PV$/kWh),Export LSC (CZ14; 30-yr PV$/kWh),Export LSC (CZ15; 30-yr PV$/kWh),Export LSC (CZ16; 30-yr PV$/kWh)
; MoDaHr,,,,,,,,,,,,,,,,
; CZ=,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
102221,1.343895242,1.343895242,1.343895242,1.343895242,1.343895242,1.344048743,1.344055195,1.344048743,1.344048743,1.344048743,1.343895242,1.343895242,1.343895242,1.344048743,1.344048743,1.344048743
102222,1.342661827,1.342661827,1.342661827,1.342661827,1.342661827,1.342332303,1.342769935,1.342332303,1.342332303,1.342332303,1.342661827,1.342661827,1.342661827,1.342332303,1.342332303,1.342332303
102223,1.340339183,1.340339183,1.340339183,1.340339183,1.340339183,1.339796127,1.340708099,1.339796127,1.339796127,1.339796127,1.340339183,1.340339183,1.340339183,1.339796127,1.339796127,1.339796127
102224,1.520151106,1.520151106,1.520151106,1.520151106,1.520151106,1.525840944,1.520344483,1.525840944,1.525840944,1.525840944,1.520151106,1.520151106,1.520151106,1.525840944,1.525840944,1.525840944
102301,1.289746831,1.289746831,1.289746831,1.289746831,1.289746831,1.290319891,1.289737672,1.290319891,1.290319891,1.290319891,1.289746831,1.289746831,1.289746831,1.290319891,1.290319891,1.290319891
102302,1.302864592,1.302864592,1.302864592,1.302864592,1.302864592,1.303042967,1.302957603,1.303042967,1.303042967,1.303042967,1.302864592,1.302864592,1.302864592,1.303042967,1.303042967,1.303042967
102303,1.29610032,1.29610032,1.29610032,1.29610032,1.29610032,1.29632831,1.296179794,1.29632831,1.29632831,1.29632831,1.29610032,1.29610032,1.29610032,1.29632831,1.29632831,1.29632831
102304,1.295761395,1.295761395,1.295761395,1.295761395,1.295761395,1.295449166,1.295905908,1.295449166,1.295449166,1.295449166,1.295761395,1.295761395,1.295761395,1.295449166,1.295449166,1.295449166
102305,1.307191328,1.307191328,1.307191328,1.307191328,1.307191328,1.306784218,1.307256259,1.306784218,1.306784218,1.306784218,1.307191328,1.307191328,1.307191328,1.306784218,1.306784218,1.306784218
102306,1.321074612,1.321074612,1.321074612,1.321074612,1.321074612,1.321030778,1.321137974,1.321030778,1.321030778,1.321030778,1.321074612,1.321074612,1.321074612,1.321030778,1.321030778,1.321030778
102307,1.353426811,1.353426811,1.353426811,1.353426811,1.353426811,1.352445482,1.351901412,1.352445482,1.352445482,1.352445482,1.353426811,1.353426811,1.353426811,1.352445482,1.352445482,1.352445482
102308,0.861587244,0.861587244,0.861587244,0.861587244,0.861587244,0.866227069,0.861706712,0.866227069,0.866227069,0.866227069,0.861587244,0.861587244,0.861587244,0.866227069,0.866227069,0.866227069
102309,0.864782283,0.864782283,0.864782283,0.864782283,0.864782283,0.812071537,0.807445676,0.812071537,0.812071537,0.812071537,0.864782283,0.864782283,0.864782283,0.812071537,0.812071537,0.812071537
102310,0.808557727,0.808557727,0.808557727,0.808557727,0.808557727,0.739917869,0.735048448,0.739917869,0.739917869,0.739917869,0.808557727,0.808557727,0.808557727,0.739917869,0.739917869,0.739917869
102311,0.789098178,0.789098178,0.789098178,0.789098178,0.789098178,0.732355458,0.726951226,0.732355458,0.732355458,0.732355458,0.789098178,0.789098178,0.789098178,0.732355458,0.732355458,0.732355458
102312,0.758980521,0.758980521,0.758980521,0.758980521,0.758980521,0.687151172,0.681789984,0.687151172,0.687151172,0.687151172,0.758980521,0.758980521,0.758980521,0.687151172,0.687151172,0.687151172
102313,0.734956341,0.734956341,0.734956341,0.734956341,0.734956341,0.670922054,0.664628338,0.670922054,0.670922054,0.670922054,0.734956341,0.734956341,0.734956341,0.670922054,0.670922054,0.670922054
102314,0.699269445,0.699269445,0.699269445,0.699269445,0.699269445,0.608642627,0.604946737,0.608642627,0.608642627,0.608642627,0.699269445,0.699269445,0.699269445,0.608642627,0.608642627,0.608642627
102315,0.665005336,0.665005336,0.665005336,0.665005336,0.665005336,0.597566425,0.595904614,0.597566425,0.597566425,0.597566425,0.665005336,0.665005336,0.665005336,0.597566425,0.597566425,0.597566425
102316,0.772231702,0.772231702,0.772231702,0.772231702,0.772231702,0.689298646,0.700719854,0.689298646,0.689298646,0.689298646,0.772231702,0.772231702,0.772231702,0.689298646,0.689298646,0.689298646
102317,1.43378339,1.43378339,1.43378339,1.43378339,1.43378339,1.422771608,1.432399111,1.422771608,1.422771608,1.422771608,1.43378339,1.43378339,1.43378339,1.422771608,1.422771608,1.422771608
102318,1.420316036,1.420316036,1.420316036,1.420316036,1.420316036,1.42157048,1.420921676,1.42157048,1.42157048,1.42157048,1.420316036,1.420316036,1.420316036,1.42157048,1.42157048,1.42157048
102319,1.433360231,1.433360231,1.433360231,1.433360231,1.433360231,1.436594034,1.433974712,1.436594034,1.436594034,1.436594034,1.433360231,1.433360231,1.433360231,1.436594034,1.436594034,1.436594034
102320,1.380330491,1.380330491,1.380330491,1.380330491,1.380330491,1.380452763,1.380625611,1.380452763,1.380452763,1.380452763,1.380330491,1.380330491,1.380330491,1.380452763,1.380452763,1.380452763
102321,1.353111466,1.353111466,1.353111466,1.353111466,1.353111466,1.348821242,1.353320254,1.348821242,1.348821242,1.348821242,1.353111466,1.353111466,1.353111466,1.348821242,1.348821242,1.348821242
102322,1.354727701,1.354727701,1.354727701,1.354727701,1.354727701,1.348384279,1.354844095,1.348384279,1.348384279,1.348384279,1.354727701,1.354727701,1.354727701,1.348384279,1.348384279,1.348384279
102323,1.348330683,1.348330683,1.348330683,1.348330683,1.348330683,1.343523505,1.348713947,1.343523505,1.343523505,1.343523505,1.348330683,1.348330683,1.348330683,1.343523505,1.343523505,1.343523505
102324,1.338664656,1.338664656,1.338664656,1.338664656,1.338664656,1.338790271,1.338801336,1.338790271,1.338790271,1.338790271,1.338664656,1.338664656,1.338664656,1.338790271,1.338790271,1.338790271
102401,1.265107384,1.265107384,1.265107384,1.265107384,1.265107384,1.265107384,1.26509285,1.265107384,1.265107384,1.265107384,1.265107384,1.265107384,1.265107384,1.265107384,1.265107384,1.265107384
102402,1.282475509,1.282475509,1.282475509,1.282475509,1.282475509,1.282509894,1.28251775,1.282509894,1.282509894,1.282509894,1.282475509,1.282475509,1.282475509,1.282509894,1.282509894,1.282509894
102403,1.279315808,1.279315808,1.279315808,1.279315808,1.279315808,1.279359248,1.27935429,1.279359248,1.279359248,1.279359248,1.279315808,1.279315808,1.279315808,1.279359248,1.279359248,1.279359248
102404,1.285457185,1.285457185,1.285457185,1.285457185,1.285457185,1.285505635,1.28551885,1.285505635,1.285505635,1.285505635,1.285457185,1.285457185,1.285457185,1.285505635,1.285505635,1.285505635
102405,1.287754733,1.287754733,1.287754733,1.287754733,1.287754733,1.287808689,1.287807737,1.287808689,1.287808689,1.287808689,1.287754733,1.287754733,1.287754733,1.287808689,1.287808689,1.287808689
102406,1.286259351,1.286259351,1.286259351,1.286259351,1.286259351,1.286310586,1.286294228,1.286310586,1.286310586,1.286310586,1.286259351,1.286259351,1.286259351,1.286310586,1.286310586,1.286310586
102407,1.327352879,1.327352879,1.327352879,1.327352879,1.327352879,1.327246546,1.327259929,1.327246546,1.327246546,1.327246546,1.327352879,1.327352879,1.327352879,1.327246546,1.327246546,1.327246546
102408,0.778717261,0.778717261,0.778717261,0.778717261,0.778717261,0.780906698,0.780908374,0.780906698,0.780906698,0.780906698,0.778717261,0.778717261,0.778717261,0.780906698,0.780906698,0.780906698
102409,0.804731401,0.804731401,0.804731401,0.804731401,0.804731401,0.779369704,0.779365638,0.779369704,0.779369704,0.779369704,0.804731401,0.804731401,0.804731401,0.779369704,0.779369704,0.779369704
102410,0.781057509,0.781057509,0.781057509,0.781057509,0.781057509,0.735382529,0.735369421,0.735382529,0.735382529,0.735382529,0.781057509,0.781057509,0.781057509,0.735382529,0.735382529,0.735382529
102411,0.763179057,0.763179057,0.763179057,0.763179057,0.763179057,0.725085306,0.725075211,0.725085306,0.725085306,0.725085306,0.763179057,0.763179057,0.763179057,0.725085306,0.725085306,0.725085306
102412,0.738598918,0.738598918,0.738598918,0.738598918,0.738598918,0.689257487,0.689271681,0.689257487,0.689257487,0.689257487,0.738598918,0.738598918,0.738598918,0.689257487,0.689257487,0.689257487
102413,0.725430039,0.725430039,0.725430039,0.725430039,0.725430039,0.617143385,0.617112232,0.617143385,0.617143385,0.617143385,0.725430039,0.725430039,0.725430039,0.617143385,0.617143385,0.617143385
102414,0.678607929,0.678607929,0.678607929,0.678607929,0.678607929,0.612425821,0.612430628,0.612425821,0.612425821,0.612425821,0.678607929,0.678607929,0.678607929,0.612425821,0.612425821,0.612425821
102415,0.674890205,0.674890205,0.674890205,0.674890205,0.674890205,0.636785171,0.636794165,0.636785171,0.636785171,0.636785171,0.674890205,0.674890205,0.674890205,0.636785171,0.636785171,0.636785171
102416,0.767870022,0.767870022,0.767870022,0.767870022,0.767870022,0.729457903,0.729453397,0.729457903,0.729457903,0.729457903,0.767870022,0.767870022,0.767870022,0.729457903,0.729457903,0.729457903
102417,1.47216675,1.47216675,1.47216675,1.47216675,1.47216675,1.470838468,1.47084327,1.470838468,1.470838468,1.470838468,1.47216675,1.47216675,1.47216675,1.470838468,1.470838468,1.470838468
102418,1.427379621,1.427379621,1.427379621,1.427379621,1.427379621,1.428557912,1.428564347,1.428557912,1.428557912,1.428557912,1.427379621,1.427379621,1.427379621,1.428557912,1.428557912,1.428557912
102419,1.442728333,1.442728333,1.442728333,1.442728333,1.442728333,1.443682514,1.443686093,1.443682514,1.443682514,1.443682514,1.442728333,1.442728333,1.442728333,1.443682514,1.443682514,1.443682514
102420,1.365803582,1.365803582,1.365803582,1.365803582,1.365803582,1.366088784,1.366115792,1.366088784,1.366088784,1.366088784,1.365803582,1.365803582,1.365803582,1.366088784,1.366088784,1.366088784
102421,1.34243727,1.34243727,1.34243727,1.34243727,1.34243727,1.342744406,1.342749984,1.342744406,1.342744406,1.342744406,1.34243727,1.34243727,1.34243727,1.342744406,1.342744406,1.342744406
102422,1.348129411,1.348129411,1.348129411,1.348129411,1.348129411,1.348414893,1.348435375,1.348414893,1.348414893,1.348414893,1.348129411,1.348129411,1.348129411,1.348414893,1.348414893,1.348414893
102423,1.329510555,1.329510555,1.329510555,1.329510555,1.329510555,1.329906473,1.32993397,1.329906473,1.329906473,1.329906473,1.329510555,1.329510555,1.329510555,1.329906473,1.329906473,1.329906473
102424,1.328421511,1.328421511,1.328421511,1.328421511,1.328421511,1.319530279,1.328559685,1.319530279,1.319530279,1.319530279,1.328421511,1.328421511,1.328421511,1.319530279,1.319530279,1.319530279
102501,1.265266389,1.265266389,1.265266389,1.265266389,1.265266389,1.263674052,1.265248773,1.263674052,1.263674052,1.263674052,1.265266389,1.265266389,1.265266389,1.263674052,1.263674052,1.263674052
102502,1.283069105,1.283069105,1.283069105,1.283069105,1.283069105,1.282292467,1.283100792,1.282292467,1.282292467,1.282292467,1.283069105,1.283069105,1.283069105,1.282292467,1.282292467,1.282292467
102503,1.278880969,1.278880969,1.278880969,1.278880969,1.278880969,1.27923257,1.278917133,1.27923257,1.27923257,1.27923257,1.278880969,1.278880969,1.278880969,1.27923257,1.27923257,1.27923257
102504,1.286338055,1.286338055,1.286338055,1.286338055,1.286338055,1.28682138,1.286391948,1.28682138,1.28682138,1.28682138,1.286338055,1.286338055,1.286338055,1.28682138,1.28682138,1.28682138
102505,1.289284784,1.289284784,1.289284784,1.289284784,1.289284784,1.289169342,1.289339692,1.289169342,1.289169342,1.289169342,1.289284784,1.289284784,1.289284784,1.289169342,1.289169342,1.289169342
102506,1.288127099,1.288127099,1.288127099,1.288127099,1.288127099,1.288123389,1.288151009,1.288123389,1.288123389,1.288123389,1.288127099,1.288127099,1.288127099,1.288123389,1.288123389,1.288123389
102507,1.3316121,1.3316121,1.3316121,1.3316121,1.3316121,1.332333691,1.331622617,1.332333691,1.332333691,1.332333691,1.3316121,1.3316121,1.3316121,1.332333691,1.332333691,1.332333691
102508,0.775967054,0.775967054,0.775967054,0.775967054,0.775967054,0.776028498,0.778141943,0.776028498,0.776028498,0.776028498,0.775967054,0.775967054,0.775967054,0.776028498,0.776028498,0.776028498
102509,0.804974226,0.804974226,0.804974226,0.804974226,0.804974226,0.779212092,0.782118355,0.779212092,0.779212092,0.779212092,0.804974226,0.804974226,0.804974226,0.779212092,0.779212092,0.779212092
102510,0.782391272,0.782391272,0.782391272,0.782391272,0.782391272,0.733981984,0.738741432,0.733981984,0.733981984,0.733981984,0.782391272,0.782391272,0.782391272,0.733981984,0.733981984,0.733981984
102511,0.765692384,0.765692384,0.765692384,0.765692384,0.765692384,0.724450291,0.729054556,0.724450291,0.724450291,0.724450291,0.765692384,0.765692384,0.765692384,0.724450291,0.724450291,0.724450291
102512,0.738587161,0.738587161,0.738587161,0.738587161,0.738587161,0.684594617,0.691271901,0.684594617,0.684594617,0.684594617,0.738587161,0.738587161,0.738587161,0.684594617,0.684594617,0.684594617
102513,0.72694426,0.72694426,0.72694426,0.72694426,0.72694426,0.611199089,0.616896893,0.611199089,0.611199089,0.611199089,0.72694426,0.72694426,0.72694426,0.611199089,0.611199089,0.611199089
102514,0.680319961,0.680319961,0.680319961,0.680319961,0.680319961,0.6089377,0.61617912,0.6089377,0.6089377,0.6089377,0.680319961,0.680319961,0.680319961,0.6089377,0.6089377,0.6089377
102515,0.680206643,0.680206643,0.680206643,0.680206643,0.680206643,0.639783692,0.645230726,0.639783692,0.639783692,0.639783692,0.680206643,0.680206643,0.680206643,0.639783692,0.639783692,0.639783692
102516,0.77087287,0.77087287,0.77087287,0.77087287,0.77087287,0.73386738,0.734620328,0.73386738,0.73386738,0.73386738,0.77087287,0.77087287,0.77087287,0.73386738,0.73386738,0.73386738
102517,1.465548202,1.465548202,1.465548202,1.465548202,1.465548202,1.467296213,1.464161523,1.467296213,1.467296213,1.467296213,1.465548202,1.465548202,1.465548202,1.467296213,1.467296213,1.467296213
102518,1.42064257,1.42064257,1.42064257,1.42064257,1.42064257,1.422770718,1.42184538,1.422770718,1.422770718,1.422770718,1.42064257,1.42064257,1.42064257,1.422770718,1.422770718,1.422770718
102519,1.436612595,1.436612595,1.436612595,1.436612595,1.436612595,1.439380185,1.4375535,1.439380185,1.439380185,1.439380185,1.436612595,1.436612595,1.436612595,1.439380185,1.439380185,1.439380185
102520,1.359541382,1.359541382,1.359541382,1.359541382,1.359541382,1.362428517,1.359851376,1.362428517,1.362428517,1.362428517,1.359541382,1.359541382,1.359541382,1.362428517,1.362428517,1.362428517
102521,1.336179926,1.336179926,1.336179926,1.336179926,1.336179926,1.340065007,1.336492263,1.340065007,1.340065007,1.340065007,1.336179926,1.336179926,1.336179926,1.340065007,1.340065007,1.340065007
102522,1.341179278,1.341179278,1.341179278,1.341179278,1.341179278,1.346414673,1.341499228,1.346414673,1.346414673,1.346414673,1.341179278,1.341179278,1.341179278,1.346414673,1.346414673,1.346414673
102523,1.323796899,1.323796899,1.323796899,1.323796899,1.323796899,1.325156926,1.324221593,1.325156926,1.325156926,1.325156926,1.323796899,1.323796899,1.323796899,1.325156926,1.325156926,1.325156926
102524,1.501213956,1.501213956,1.501213956,1.501213956,1.501213956,1.501410334,1.501385776,1.501410334,1.501410334,1.501410334,1.501213956,1.501213956,1.501213956,1.501410334,1.501410334,1.501410334
102601,1.290597025,1.290597025,1.290597025,1.290597025,1.290597025,1.290597025,1.290585922,1.290597025,1.290597025,1.290597025,1.290597025,1.290597025,1.290597025,1.290597025,1.290597025,1.290597025
102602,1.304069201,1.304069201,1.304069201,1.304069201,1.304069201,1.304132069,1.304149338,1.304132069,1.304132069,1.304132069,1.304069201,1.304069201,1.304069201,1.304132069,1.304132069,1.304132069
102603,1.297009185,1.297009185,1.297009185,1.297009185,1.297009185,1.2970718,1.297081989,1.2970718,1.2970718,1.2970718,1.297009185,1.297009185,1.297009185,1.2970718,1.2970718,1.2970718
102604,1.298479786,1.298479786,1.298479786,1.298479786,1.298479786,1.298600272,1.298611882,1.298600272,1.298600272,1.298600272,1.298479786,1.298479786,1.298479786,1.298600272,1.298600272,1.298600272
102605,1.30990634,1.30990634,1.30990634,1.30990634,1.30990634,1.30995378,1.309970962,1.30995378,1.30995378,1.30995378,1.30990634,1.30990634,1.30990634,1.30995378,1.30995378,1.30995378
102606,1.324148978,1.324148978,1.324148978,1.324148978,1.324148978,1.324196672,1.324201691,1.324196672,1.324196672,1.324196672,1.324148978,1.324148978,1.324148978,1.324196672,1.324196672,1.324196672
102607,1.359983454,1.359983454,1.359983454,1.359983454,1.359983454,1.358625192,1.358605399,1.358625192,1.358625192,1.358625192,1.359983454,1.359983454,1.359983454,1.358625192,1.358625192,1.358625192
102608,0.86018514,0.86018514,0.86018514,0.86018514,0.86018514,0.860064708,0.860068655,0.860064708,0.860064708,0.860064708,0.86018514,0.86018514,0.86018514,0.860064708,0.860064708,0.860064708
102609,0.864466372,0.864466372,0.864466372,0.864466372,0.864466372,0.810057878,0.810068219,0.810057878,0.810057878,0.810057878,0.864466372,0.864466372,0.864466372,0.810057878,0.810057878,0.810057878
102610,0.809032207,0.809032207,0.809032207,0.809032207,0.809032207,0.737494263,0.737504293,0.737494263,0.737494263,0.737494263,0.809032207,0.809032207,0.809032207,0.737494263,0.737494263,0.737494263
102611,0.789480091,0.789480091,0.789480091,0.789480091,0.789480091,0.728523627,0.728530109,0.728523627,0.728523627,0.728523627,0.789480091,0.789480091,0.789480091,0.728523627,0.728523627,0.728523627
102612,0.758227899,0.758227899,0.758227899,0.758227899,0.758227899,0.682175634,0.68216995,0.682175634,0.682175634,0.682175634,0.758227899,0.758227899,0.758227899,0.682175634,0.682175634,0.682175634
102613,0.732951288,0.732951288,0.732951288,0.732951288,0.732951288,0.65915771,0.659143875,0.65915771,0.65915771,0.65915771,0.732951288,0.732951288,0.732951288,0.65915771,0.65915771,0.65915771
102614,0.696614156,0.696614156,0.696614156,0.696614156,0.696614156,0.605106819,0.605082826,0.605106819,0.605106819,0.605106819,0.696614156,0.696614156,0.696614156,0.605106819,0.605106819,0.605106819
102615,0.665672832,0.665672832,0.665672832,0.665672832,0.665672832,0.602128419,0.602122674,0.602128419,0.602128419,0.602128419,0.665672832,0.665672832,0.665672832,0.602128419,0.602128419,0.602128419
102616,0.773868407,0.773868407,0.773868407,0.773868407,0.773868407,0.70540367,0.705372331,0.70540367,0.70540367,0.70540367,0.773868407,0.773868407,0.773868407,0.70540367,0.70540367,0.70540367
102617,1.427368089,1.427368089,1.427368089,1.427368089,1.427368089,1.425962701,1.425988372,1.425962701,1.425962701,1.425962701,1.427368089,1.427368089,1.427368089,1.425962701,1.425962701,1.425962701
102618,1.414992363,1.414992363,1.414992363,1.414992363,1.414992363,1.415638763,1.415618086,1.415638763,1.415638763,1.415638763,1.414992363,1.414992363,1.414992363,1.415638763,1.415638763,1.415638763
102619,1.429046358,1.429046358,1.429046358,1.429046358,1.429046358,1.429634494,1.429634527,1.429634494,1.429634494,1.429634494,1.429046358,1.429046358,1.429046358,1.429634494,1.429634494,1.429634494
102620,1.374725084,1.374725084,1.374725084,1.374725084,1.374725084,1.375048661,1.375026466,1.375048661,1.375048661,1.375048661,1.374725084,1.374725084,1.374725084,1.375048661,1.375048661,1.375048661
102621,1.34664074,1.34664074,1.34664074,1.34664074,1.34664074,1.34685815,1.346857853,1.34685815,1.34685815,1.34685815,1.34664074,1.34664074,1.34664074,1.34685815,1.34685815,1.34685815
102622,1.348197617,1.348197617,1.348197617,1.348197617,1.348197617,1.348330232,1.348328007,1.348330232,1.348330232,1.348330232,1.348197617,1.348197617,1.348197617,1.348330232,1.348330232,1.348330232
102623,1.341060593,1.341060593,1.341060593,1.341060593,1.341060593,1.341401737,1.341410139,1.341401737,1.341401737,1.341401737,1.341060593,1.341060593,1.341060593,1.341401737,1.341401737,1.341401737
102624,1.517575505,1.517575505,1.517575505,1.517575505,1.517575505,1.519910893,1.517739378,1.519910893,1.519910893,1.519910893,1.517575505,1.517575505,1.517575505,1.519910893,1.519910893,1.519910893
102701,1.291031531,1.291031531,1.291031531,1.291031531,1.291031531,1.291191762,1.291045643,1.291191762,1.291191762,1.291191762,1.291031531,1.291031531,1.291031531,1.291191762,1.291191762,1.291191762
102702,1.303740743,1.303740743,1.303740743,1.303740743,1.303740743,1.302998353,1.303818171,1.302998353,1.302998353,1.302998353,1.303740743,1.303740743,1.303740743,1.302998353,1.302998353,1.302998353
102703,1.296073532,1.296073532,1.296073532,1.296073532,1.296073532,1.29451444,1.29614295,1.29451444,1.29451444,1.29451444,1.296073532,1.296073532,1.296073532,1.29451444,1.29451444,1.29451444
102704,1.296439028,1.296439028,1.296439028,1.296439028,1.296439028,1.294755495,1.296565502,1.294755495,1.294755495,1.294755495,1.296439028,1.296439028,1.296439028,1.294755495,1.294755495,1.294755495
102705,1.30821386,1.30821386,1.30821386,1.30821386,1.30821386,1.307349142,1.30828701,1.307349142,1.307349142,1.307349142,1.30821386,1.30821386,1.30821386,1.307349142,1.307349142,1.307349142
102706,1.322756379,1.322756379,1.322756379,1.322756379,1.322756379,1.321977872,1.322830528,1.321977872,1.321977872,1.321977872,1.322756379,1.322756379,1.322756379,1.321977872,1.321977872,1.321977872
102707,1.356871537,1.356871537,1.356871537,1.356871537,1.356871537,1.35334461,1.355423138,1.35334461,1.35334461,1.35334461,1.356871537,1.356871537,1.356871537,1.35334461,1.35334461,1.35334461
102708,0.863822583,0.863822583,0.863822583,0.863822583,0.863822583,0.858745515,0.864901715,0.858745515,0.858745515,0.858745515,0.863822583,0.863822583,0.863822583,0.858745515,0.858745515,0.858745515
102709,0.865538697,0.865538697,0.865538697,0.865538697,0.865538697,0.807511627,0.810156213,0.807511627,0.807511627,0.807511627,0.865538697,0.865538697,0.865538697,0.807511627,0.807511627,0.807511627
102710,0.812975158,0.812975158,0.812975158,0.812975158,0.812975158,0.73550021,0.742604245,0.73550021,0.73550021,0.73550021,0.812975158,0.812975158,0.812975158,0.73550021,0.73550021,0.73550021
102711,0.795392814,0.795392814,0.795392814,0.795392814,0.795392814,0.72829449,0.734433388,0.72829449,0.72829449,0.72829449,0.795392814,0.795392814,0.795392814,0.72829449,0.72829449,0.72829449
102712,0.765869254,0.765869254,0.765869254,0.765869254,0.765869254,0.682546911,0.690411581,0.682546911,0.682546911,0.682546911,0.765869254,0.765869254,0.765869254,0.682546911,0.682546911,0.682546911
102713,0.742184219,0.742184219,0.742184219,0.742184219,0.742184219,0.662664534,0.66838558,0.662664534,0.662664534,0.662664534,0.742184219,0.742184219,0.742184219,0.662664534,0.662664534,0.662664534
102714,0.707254298,0.707254298,0.707254298,0.707254298,0.707254298,0.603813642,0.614590311,0.603813642,0.603813642,0.603813642,0.707254298,0.707254298,0.707254298,0.603813642,0.603813642,0.603813642
102715,0.668593115,0.668593115,0.668593115,0.668593115,0.668593115,0.591943444,0.604547512,0.591943444,0.591943444,0.591943444,0.668593115,0.668593115,0.668593115,0.591943444,0.591943444,0.591943444
102716,0.76338606,0.76338606,0.76338606,0.76338606,0.76338606,0.683615457,0.694095227,0.683615457,0.683615457,0.683615457,0.76338606,0.76338606,0.76338606,0.683615457,0.683615457,0.683615457
102717,1.422868366,1.422868366,1.422868366,1.422868366,1.422868366,1.423690186,1.421440659,1.423690186,1.423690186,1.423690186,1.422868366,1.422868366,1.422868366,1.423690186,1.423690186,1.423690186
102718,1.41278295,1.41278295,1.41278295,1.41278295,1.41278295,1.413261882,1.413386966,1.413261882,1.413261882,1.413261882,1.41278295,1.41278295,1.41278295,1.413261882,1.413261882,1.413261882
102719,1.427664117,1.427664117,1.427664117,1.427664117,1.427664117,1.428146689,1.428282181,1.428146689,1.428146689,1.428146689,1.427664117,1.427664117,1.427664117,1.428146689,1.428146689,1.428146689
102720,1.375334896,1.375334896,1.375334896,1.375334896,1.375334896,1.376563631,1.375644002,1.376563631,1.376563631,1.376563631,1.375334896,1.375334896,1.375334896,1.376563631,1.376563631,1.376563631
102721,1.343086751,1.343086751,1.343086751,1.343086751,1.343086751,1.343107596,1.343302327,1.343107596,1.343107596,1.343107596,1.343086751,1.343086751,1.343086751,1.343107596,1.343107596,1.343107596
102722,1.340950109,1.340950109,1.340950109,1.340950109,1.340950109,1.340395951,1.34108645,1.340395951,1.340395951,1.340395951,1.340950109,1.340950109,1.340950109,1.340395951,1.340395951,1.340395951
102723,1.338726893,1.338726893,1.338726893,1.338726893,1.338726893,1.341142703,1.339080417,1.341142703,1.341142703,1.341142703,1.338726893,1.338726893,1.338726893,1.341142703,1.341142703,1.341142703
102724,1.52696624,1.52696624,1.52696624,1.52696624,1.52696624,1.532461308,1.527178196,1.532461308,1.532461308,1.532461308,1.52696624,1.52696624,1.52696624,1.532461308,1.532461308,1.532461308
102801,1.290204443,1.290204443,1.290204443,1.290204443,1.290204443,1.291384157,1.290222633,1.291384157,1.291384157,1.291384157,1.290204443,1.290204443,1.290204443,1.291384157,1.291384157,1.291384157
102802,1.301967562,1.301967562,1.301967562,1.301967562,1.301967562,1.304019333,1.302058396,1.304019333,1.304019333,1.304019333,1.301967562,1.301967562,1.301967562,1.304019333,1.304019333,1.304019333
102803,1.293640534,1.293640534,1.293640534,1.293640534,1.293640534,1.29562387,1.293721798,1.29562387,1.29562387,1.29562387,1.293640534,1.293640534,1.293640534,1.29562387,1.29562387,1.29562387
102804,1.292841941,1.292841941,1.292841941,1.292841941,1.292841941,1.295611992,1.292966627,1.295611992,1.295611992,1.295611992,1.292841941,1.292841941,1.292841941,1.295611992,1.295611992,1.295611992
102805,1.305635603,1.305635603,1.305635603,1.305635603,1.305635603,1.308958947,1.305722508,1.308958947,1.308958947,1.308958947,1.305635603,1.305635603,1.305635603,1.308958947,1.308958947,1.308958947
102806,1.320836022,1.320836022,1.320836022,1.320836022,1.320836022,1.324496873,1.320924858,1.324496873,1.324496873,1.324496873,1.320836022,1.320836022,1.320836022,1.324496873,1.324496873,1.324496873
102807,1.353876524,1.353876524,1.353876524,1.353876524,1.353876524,1.357804466,1.352338458,1.357804466,1.357804466,1.357804466,1.353876524,1.353876524,1.353876524,1.357804466,1.357804466,1.357804466
102808,0.862787235,0.862787235,0.862787235,0.862787235,0.862787235,0.873697079,0.86159651,0.873697079,0.873697079,0.873697079,0.862787235,0.862787235,0.862787235,0.873697079,0.873697079,0.873697079
102809,0.86813285,0.86813285,0.86813285,0.86813285,0.86813285,0.821243143,0.810600123,0.821243143,0.821243143,0.821243143,0.86813285,0.86813285,0.86813285,0.821243143,0.821243143,0.821243143
102810,0.813165314,0.813165314,0.813165314,0.813165314,0.813165314,0.749709877,0.739202648,0.749709877,0.749709877,0.749709877,0.813165314,0.813165314,0.813165314,0.749709877,0.749709877,0.749709877
