;,,,,,,,,,,,,,
TABLE HRR4STrmlUnit,,,,,,,,,,,,,
PropName,BaseName,Type,System,Zone,PriAirFlowMax,PriAirFlowMin,HtgAirFlowMax,ReheatCtrlMthd,,,,,
SZAC Fan-8,BaseSys1 Fan-8,ConstantVolume,BaseZnSys1-8,Thermal Zone: Apartment Unit 107,812.9,-99996,0.5,BrakeHorsePower,1.273,0.326,0.5,InAirStream,0.855
SZAC Fan-9,BaseSys1 Fan-9,ConstantVolume,BaseZnSys1-9,Thermal Zone: Apartment Unit 108,606.981,-99996,0.5,BrakeHorsePower,1.273,0.244,0.25,InAirStream,0.855
SZAC Fan-10,BaseSys1 Fan-10,ConstantVolume,BaseZnSys1-10,Thermal Zone: Apartment Unit 109,386.883,-99996,0.5,BrakeHorsePower,1.273,0.155,0.25,InAirStream,0.855
SZAC Fan-11,BaseSys1 Fan-11,ConstantVolume,BaseZnSys1-11,Thermal Zone: Apartment Unit 110,381.616,-99996,0.5,BrakeHorsePower,1.273,0.153,0.25,InAirStream,0.855
SZAC Fan-12,BaseSys1 Fan-12,ConstantVolume,BaseZnSys1-12,Thermal Zone: Apartment Unit 111,381.34,-99996,0.5,BrakeHorsePower,1.273,0.153,0.25,InAirStream,0.855
SZAC Fan-13,BaseSys1 Fan-13,ConstantVolume,BaseZnSys1-13,Thermal Zone: Apartment Unit 112,381.317,-99996,0.5,BrakeHorsePower,1.273,0.153,0.25,InAirStream,0.855
SZAC Fan-14,BaseSys1 Fan-14,ConstantVolume,BaseZnSys1-14,Thermal Zone: Apartment Unit 113,381.202,-99996,0.5,BrakeHorsePower,1.273,0.153,0.25,InAirStream,0.855
SZAC Fan-15,BaseSys1 Fan-15,ConstantVolume,BaseZnSys1-15,Thermal Zone: Apartment Unit 114,377.671,-99996,0.5,BrakeHorsePower,1.273,0.152,0.25,InAirStream,0.855
SZAC Fan-16,BaseSys1 Fan-16,ConstantVolume,BaseZnSys1-16,Thermal Zone: Apartment Unit 200,867.968,-99996,0.5,BrakeHorsePower,1.273,0.348,0.5,InAirStream,0.855
SZAC Fan-17,BaseSys1 Fan-17,ConstantVolume,BaseZnSys1-17,Thermal Zone: Apartment Unit 201,712.707,-99996,0.5,BrakeHorsePower,1.273,0.286,0.5,InAirStream,0.855
SZAC Fan-18,BaseSys1 Fan-18,ConstantVolume,BaseZnSys1-18,Thermal Zone: Apartment Unit 202,712.925,-99996,0.5,BrakeHorsePower,1.273,0.286,0.5,InAirStream,0.855
SZAC Fan-19,BaseSys1 Fan-19,ConstantVolume,BaseZnSys1-19,Thermal Zone: Apartment Unit 203,712.937,-99996,0.5,BrakeHorsePower,1.273,0.286,0.5,InAirStream,0.855
SZAC Fan-20,BaseSys1 Fan-20,ConstantVolume,BaseZnSys1-20,Thermal Zone: Apartment Unit 204,712.937,-99996,0.5,BrakeHorsePower,1.273,0.286,0.5,InAirStream,0.855
SZAC Fan-21,BaseSys1 Fan-21,ConstantVolume,BaseZnSys1-21,Thermal Zone: Apartment Unit 205,712.937,-99996,0.5,BrakeHorsePower,1.273,0.286,0.5,InAirStream,0.855
SZAC Fan-22,BaseSys1 Fan-22,ConstantVolume,BaseZnSys1-22,Thermal Zone: Apartment Unit 206,712.942,-99996,0.5,BrakeHorsePower,1.273,0.286,0.5,InAirStream,0.855
SZAC Fan-23,BaseSys1 Fan-23,ConstantVolume,BaseZnSys1-23,Thermal Zone: Apartment Unit 207,713.052,-99996,0.5,BrakeHorsePower,1.273,0.286,0.5,InAirStream,0.855
SZAC Fan-24,BaseSys1 Fan-24,ConstantVolume,BaseZnSys1-24,Thermal Zone: Apartment Unit 208,714.84,-99996,0.5,BrakeHorsePower,1.273,0.287,0.5,InAirStream,0.855
SZAC Fan-25,BaseSys1 Fan-25,ConstantVolume,BaseZnSys1-25,Thermal Zone: Apartment Unit 209,808.617,-99996,0.5,BrakeHorsePower,1.273,0.325,0.5,InAirStream,0.855
SZAC Fan-26,BaseSys1 Fan-26,ConstantVolume,BaseZnSys1-26,Thermal Zone: Apartment Unit 210,604.952,-99996,0.5,BrakeHorsePower,1.273,0.243,0.25,InAirStream,0.855
SZAC Fan-27,BaseSys1 Fan-27,ConstantVolume,BaseZnSys1-27,Thermal Zone: Apartment Unit 211,388.303,-99996,0.5,BrakeHorsePower,1.273,0.156,0.25,InAirStream,0.855
SZAC Fan-28,BaseSys1 Fan-28,ConstantVolume,BaseZnSys1-28,Thermal Zone: Apartment Unit 212,383.077,-99996,0.5,BrakeHorsePower,1.273,0.154,0.25,InAirStream,0.855
SZAC Fan-29,BaseSys1 Fan-29,ConstantVolume,BaseZnSys1-29,Thermal Zone: Apartment Unit 213,382.795,-99996,0.5,BrakeHorsePower,1.273,0.154,0.25,InAirStream,0.855
SZAC Fan-30,BaseSys1 Fan-30,ConstantVolume,BaseZnSys1-30,Thermal Zone: Apartment Unit 214,382.777,-99996,0.5,BrakeHorsePower,1.273,0.154,0.25,InAirStream,0.855
SZAC Fan-31,BaseSys1 Fan-31,ConstantVolume,BaseZnSys1-31,Thermal Zone: Apartment Unit 215,382.777,-99996,0.5,BrakeHorsePower,1.273,0.154,0.25,InAirStream,0.855
SZAC Fan-32,BaseSys1 Fan-32,ConstantVolume,BaseZnSys1-32,Thermal Zone: Apartment Unit 216,382.783,-99996,0.5,BrakeHorsePower,1.273,0.154,0.25,InAirStream,0.855
SZAC Fan-33,BaseSys1 Fan-33,ConstantVolume,BaseZnSys1-33,Thermal Zone: Apartment Unit 217,382.938,-99996,0.5,BrakeHorsePower,1.273,0.154,0.25,InAirStream,0.855
SZAC Fan-34,BaseSys1 Fan-34,ConstantVolume,BaseZnSys1-34,Thermal Zone: Apartment Unit 218,388.522,-99996,0.5,BrakeHorsePower,1.273,0.156,0.25,InAirStream,0.855
SZAC Fan-35,BaseSys1 Fan-35,ConstantVolume,BaseZnSys1-35,Thermal Zone: Apartment Unit 219,714.598,-99996,0.5,BrakeHorsePower,1.273,0.287,0.5,InAirStream,0.855
SZAC Fan-36,BaseSys1 Fan-36,ConstantVolume,BaseZnSys1-36,Thermal Zone: Apartment Unit 400,957.996,-99996,0.5,BrakeHorsePower,1.273,0.384,0.5,InAirStream,0.855
SZAC Fan-37,BaseSys1 Fan-37,ConstantVolume,BaseZnSys1-37,Thermal Zone: Apartment Unit 401,783.058,-99996,0.5,BrakeHorsePower,1.273,0.314,0.5,InAirStream,0.855
SZAC Fan-38,BaseSys1 Fan-38,ConstantVolume,BaseZnSys1-38,Thermal Zone: Apartment Unit 402,783.081,-99996,0.5,BrakeHorsePower,1.273,0.314,0.5,InAirStream,0.855
SZAC Fan-39,BaseSys1 Fan-39,ConstantVolume,BaseZnSys1-39,Thermal Zone: Apartment Unit 403,783.092,-99996,0.5,BrakeHorsePower,1.273,0.314,0.5,InAirStream,0.855
SZAC Fan-40,BaseSys1 Fan-40,ConstantVolume,BaseZnSys1-40,Thermal Zone: Apartment Unit 404,783.092,-99996,0.5,BrakeHorsePower,1.273,0.314,0.5,InAirStream,0.855
SZAC Fan-41,BaseSys1 Fan-41,ConstantVolume,BaseZnSys1-41,Thermal Zone: Apartment Unit 405,783.092,-99996,0.5,BrakeHorsePower,1.273,0.314,0.5,InAirStream,0.855
SZAC Fan-42,BaseSys1 Fan-42,ConstantVolume,BaseZnSys1-42,Thermal Zone: Apartment Unit 406,783.092,-99996,0.5,BrakeHorsePower,1.273,0.314,0.5,InAirStream,0.855
SZAC Fan-43,BaseSys1 Fan-43,ConstantVolume,BaseZnSys1-43,Thermal Zone: Apartment Unit 407,783.184,-99996,0.5,BrakeHorsePower,1.273,0.314,0.5,InAirStream,0.855
SZAC Fan-44,BaseSys1 Fan-44,ConstantVolume,BaseZnSys1-44,Thermal Zone: Apartment Unit 408,785.093,-99996,0.5,BrakeHorsePower,1.273,0.315,0.5,InAirStream,0.855
SZAC Fan-45,BaseSys1 Fan-45,ConstantVolume,BaseZnSys1-45,Thermal Zone: Apartment Unit 409,922.334,-99996,0.5,BrakeHorsePower,1.273,0.37,0.5,InAirStream,0.855
SZAC Fan-46,BaseSys1 Fan-46,ConstantVolume,BaseZnSys1-46,Thermal Zone: Apartment Unit 410,690.483,-99996,0.5,BrakeHorsePower,1.273,0.277,0.5,InAirStream,0.855
SZAC Fan-47,BaseSys1 Fan-47,ConstantVolume,BaseZnSys1-47,Thermal Zone: Apartment Unit 411,491.579,-99996,0.5,BrakeHorsePower,1.273,0.197,0.25,InAirStream,0.855
SZAC Fan-48,BaseSys1 Fan-48,ConstantVolume,BaseZnSys1-48,Thermal Zone: Apartment Unit 412,486.128,-99996,0.5,BrakeHorsePower,1.273,0.195,0.25,InAirStream,0.855
SZAC Fan-49,BaseSys1 Fan-49,ConstantVolume,BaseZnSys1-49,Thermal Zone: Apartment Unit 413,485.909,-99996,0.5,BrakeHorsePower,1.273,0.195,0.25,InAirStream,0.855
SZAC Fan-50,BaseSys1 Fan-50,ConstantVolume,BaseZnSys1-50,Thermal Zone: Apartment Unit 414,485.898,-99996,0.5,BrakeHorsePower,1.273,0.195,0.25,InAirStream,0.855
SZAC Fan-51,BaseSys1 Fan-51,ConstantVolume,BaseZnSys1-51,Thermal Zone: Apartment Unit 415,485.898,-99996,0.5,BrakeHorsePower,1.273,0.195,0.25,InAirStream,0.855
SZAC Fan-52,BaseSys1 Fan-52,ConstantVolume,BaseZnSys1-52,Thermal Zone: Apartment Unit 416,485.898,-99996,0.5,BrakeHorsePower,1.273,0.195,0.25,InAirStream,0.855
SZAC Fan-53,BaseSys1 Fan-53,ConstantVolume,BaseZnSys1-53,Thermal Zone: Apartment Unit 417,486.013,-99996,0.5,BrakeHorsePower,1.273,0.195,0.25,InAirStream,0.855
SZAC Fan-54,BaseSys1 Fan-54,ConstantVolume,BaseZnSys1-54,Thermal Zone: Apartment Unit 418,490.521,-99996,0.5,BrakeHorsePower,1.273,0.197,0.25,InAirStream,0.855
SZAC Fan-55,BaseSys1 Fan-55,ConstantVolume,BaseZnSys1-55,Thermal Zone: Apartment Unit 419,818.731,-99996,0.5,BrakeHorsePower,1.273,0.329,0.5,InAirStream,0.855
ENDTABLE,,,,,,,,,,,,,
TABLE HRR4SOACtrl,,,,,,,,,,,,,
PropName,BaseName,EconoCtrlMthd,System,EconoIntegration,,,,,,,,,
;,,,,,,,,,,,,,
PropSys5 OACtrl,BaseSys5 OACtrl,DifferentialDryBulb,BaseAirSys5,Integrated,,,,,,,,,
PropSys5 OACtrl-2,BaseSys5 OACtrl-2,NoEconomizer,BaseAirSys5-2,UNDEFINED,,,,,,,,,
PropSys5 OACtrl-3,BaseSys5 OACtrl-3,NoEconomizer,BaseAirSys5-3,UNDEFINED,,,,,,,,,
ENDTABLE,,,,,,,,,,,,,
