,,,,Number of,Conditioned,,,LSC Margins,,Source Margin,Peak Cooling,Proposed Model Site Electric Use,,,,,,,,,,,,,,,Proposed Model Site Fuel Use,,,,,,Proposed Model LSC,,,,,,,,,,,,,,Proposed Model Source Energy,,,,,,,,,,,,Proposed Model Electric Demand,,,,,,,,,,,,,,Standard Model Site Electric Use,,,,,,,,,,,,Standard Model Site Fuel Use,,,,,Standard Model LSC,,,,,,,,,,,Standard Model Source Energy,,,,,,,,,,Standard Model Electric Demand,,,,,,,,,,,Software Versions,,,,Savings Results,,,,Calculated SSFs,,Compliance Total LSC Results By Fuel ($/ft2-yr),,,,Source Energy Results By Fuel (kBtu/ft2-yr),,,,Proposed PV Scaling,,,Self Utilization Credit,,HVAC Systems,,HVAC Total Capacities (kBtuh),,,,Proposed Model Site Electric CO2 Emissions,,,,,,,,,,,,,Proposed Model Site Fuel CO2 Emissions,,,,,Standard Model Site Electric CO2 Emissions,,,,,,,,,,Standard Model Site Fuel CO2 Emissions,,,,Proposed Model PV,,,,Standard Model PV,,,,Proposed Model Battery,,
,Project,,Climate,Dwelling,Area,,Pass /,Efficiency,Total,Total,Elec Margin,Spc Heat,Spc Cool,IAQ Vent,Wtr Heat,Self Util. Credit,PV,Battery,Flexibility,Ins Light,Appl & Cook,Plug Lds,Exterior,TOTAL Comp,Eff Total,PeakCool,Spc Heat,Wtr Heat,Flexibility,Appl & Cook,TOTAL Comp,Eff Total,Spc Heat,Spc Cool,IAQ Vent,Wtr Heat,Self Util. Credit,PV,Battery,Flexibility,Ins Light,Appl & Cook,Plug Lds,Exterior,TOTAL Comp,Eff Total,Spc Heat,Spc Cool,IAQ Vent,Wtr Heat,PV,Battery,Flexibility,Ins Light,Appl & Cook,Plug Lds,Exterior,TOTAL Comp,Spc Heat,Spc Cool,IAQ Vent,Wtr Heat,Self Util. Credit,PV,Battery,Flexibility,Ins Light,Appl & Cook,Plug Lds,Exterior,TOTAL Comp,Eff Total,Spc Heat,Spc Cool,IAQ Vent,Wtr Heat,PV,Ins Light,Appl & Cook,Plug Lds,Exterior,TOTAL Comp,Eff Total,PeakCool,Spc Heat,Wtr Heat,Appl & Cook,TOTAL Comp,Eff Total,Spc Heat,Spc Cool,IAQ Vent,Wtr Heat,PV,Ins Light,Appl & Cook,Plug Lds,Exterior,TOTAL Comp,Eff Total,Spc Heat,Spc Cool,IAQ Vent,Wtr Heat,PV,Ins Light,Appl & Cook,Plug Lds,Exterior,TOTAL Comp,Spc Heat,Spc Cool,IAQ Vent,Wtr Heat,PV,Ins Light,Appl & Cook,Plug Lds,Exterior,TOTAL Comp,Eff Total,Compliance,,End User,Fuel,Total Demand,Compliance Demand,Total LSC,Efficiency LSC,Proposed,Standard,Proposed Model,,Standard Model,,Proposed Model,,Standard Model,,Max PV,PV Scale,Scaled PV,LSC Margin,Battery,# Systems,# Equipment,Proposed Design,,Standard Design,,Spc Heat,Spc Cool,IAQ Vent,Wtr Heat,Self Util. Credit,PV,Battery,Flexibility,Ins Light,Appl & Cook,Plug Lds,Exterior,TOTAL,Spc Heat,Wtr Heat,Flexibility,Appl & Cook,TOTAL,Spc Heat,Spc Cool,IAQ Vent,Wtr Heat,PV,Ins Light,Appl & Cook,Plug Lds,Exterior,TOTAL,Spc Heat,Wtr Heat,Appl & Cook,TOTAL,Size,Generation,Export,Export,Size,Generation,Export,Export,Compliance Cap,Power,Control
Run Date/Time,Path/File,Run Title,Zone,Units,(ft2),Analysis Type,Fail,($/ft2-yr),($/ft2-yr),(kBtu/ft2-yr),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(Therms),(Therms),(Therms),(Therms),(Therms),(Therms),($/ft2-yr),($/ft2-yr),($/ft2-yr),($/ft2-yr),($/ft2-yr),($/ft2-yr),($/ft2-yr),($/ft2-yr),($/ft2-yr),($/ft2-yr),($/ft2-yr),($/ft2-yr),($/ft2-yr),($/ft2-yr),(kBtu/ft2-yr),(kBtu/ft2-yr),(kBtu/ft2-yr),(kBtu/ft2-yr),(kBtu/ft2-yr),(kBtu/ft2-yr),(kBtu/ft2-yr),(kBtu/ft2-yr),(kBtu/ft2-yr),(kBtu/ft2-yr),(kBtu/ft2-yr),(kBtu/ft2-yr),(kW),(kW),(kW),(kW),(kW),(kW),(kW),(kW),(kW),(kW),(kW),(kW),(kW),(kW),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(Therms),(Therms),(Therms),(Therms),(Therms),($/ft2-yr),($/ft2-yr),($/ft2-yr),($/ft2-yr),($/ft2-yr),($/ft2-yr),($/ft2-yr),($/ft2-yr),($/ft2-yr),($/ft2-yr),($/ft2-yr),(kBtu/ft2-yr),(kBtu/ft2-yr),(kBtu/ft2-yr),(kBtu/ft2-yr),(kBtu/ft2-yr),(kBtu/ft2-yr),(kBtu/ft2-yr),(kBtu/ft2-yr),(kBtu/ft2-yr),(kBtu/ft2-yr),(kW),(kW),(kW),(kW),(kW),(kW),(kW),(kW),(kW),(kW),(kW),Ruleset,CSE,Application,Type,(kW),(kW),(%),(%),(frac),(frac),Electric,Gas,Electric,Gas,Electric,Gas,Electric,Gas,Ratio,Factor,Total kW,($/ft2-yr),Ratio,(count),(count),Heating,Cooling,Heating,Cooling,(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kWdc),(kWh/yr),(kWh/yr),(%),(kWdc),(kWh/yr),(kWh/yr),(%),(kWh),(kW),
"2025-11-05 20:30:22","R:/32185Wilcox/2025 CBECC Res/TDS/2025.2.0 Final Release/12_13 EAA/W12R10.ribd25","TDSv32 V12R10 EAA 1665ft2 R38 Verified Wind U0.39/S0.34 Verified",12,1,1665,"Proposed and Standard","PASS",3.64,-1.71,,443,400.809,1725.24,0,0,0,0,0,0,395.208,774.833,2025.88,96.4985,5418.47,2126.05,940.742,360.144,161.601,0,43.1492,564.894,521.745,29.09,7.45,0,11.62,0,0,0,0,1.73,6.19,8.39,0.43,64.9,48.16,20.27,1.1,0,8.79,0,0,0,0.49,3.09,2.22,0.13,36.09,0.0853966,0.0107558,0,0,0,0,0,0,0.0458294,0.0715915,0.245105,0.0163343,0.475013,0.0961524,423.999,2268.22,0,0,-3803.19,395.208,775.721,2025.88,96.4985,2182.34,2692.22,1153.55,378.815,161.601,43.1492,583.566,540.417,30.61,9.57,0,11.62,-5.36,1.73,6.2,8.39,0.43,63.19,51.8,21.33,1.35,0,8.79,-0.98,0.49,3.09,2.22,0.13,36.42,0.0913301,0.016106,0,0,0,0.0458294,0.0716052,0.245105,0.0163343,0.48631,0.107436,"BEMCmpMgr 2025.2.0 RC (520)","CSE 0.927.0 EXE","CBECC 2025.2.0 (1393)","Natural Gas",0.0112973,0.0112837,,,,,9.27,38.89,11.49,40.31,1.79,28.37,2.08,29.39,,1,2.42064,,,2,2,37.53,57.3049,38.3879,60.5886,61.165,96.706,0,0,0,0,0,0,43.1527,65.0364,195.692,11.162,472.914,2105.94,944.963,0,252.315,3303.22,64.5996,118.954,0,0,-86.6484,43.1527,65.0798,195.692,11.162,411.992,2215.12,944.963,252.315,3412.4,0,0,0,0,2.42064,3804.3,2205.31,57.9689,0,0,"",
"2025-11-05 20:31:04","R:/32185Wilcox/2025 CBECC Res/TDS/2025.2.0 Final Release/12_13 EAA/W13R03.ribd25","TDSv32 V13R03 EAA 1665ft2 R38 Verified Wall R13",12,1,1665,"Proposed and Standard","PASS",5.48,-0.24,,507,327.455,2000.57,0,0,0,0,0,0,395.208,779.889,2025.88,96.4985,5625.5,2328.02,993.377,270.447,161.601,0,43.1492,475.198,432.048,22.01,8.1,0,11.62,0,0,0,0,1.73,6.21,8.39,0.43,58.49,41.73,15.29,1.14,0,8.79,0,0,0,0.49,3.09,2.22,0.13,31.15,0.0747698,0.0122723,0,0,0,0,0,0,0.0458294,0.0718432,0.245105,0.0163343,0.466154,0.087042,367.259,2743.12,0,0,-3803.19,395.208,780.415,2025.88,96.4985,2605.2,3110.38,1250.34,303.051,161.601,43.1492,507.801,464.652,24.68,10.91,0,11.62,-5.72,1.73,6.21,8.39,0.43,58.25,47.21,17.13,1.46,0,8.79,-0.98,0.49,3.09,2.22,0.13,32.33,0.0845595,0.0195798,0,0,0,0.0458294,0.0718071,0.245105,0.0163343,0.483215,0.104139,"BEMCmpMgr 2025.2.0 RC (520)","CSE 0.927.0 EXE","CBECC 2025.2.0 (1393)","Natural Gas",0.0170612,0.0170972,,,,,9.6,32.13,12.6,34.61,1.72,23.5,2.11,25.27,,1,2.42064,,,2,2,34.5352,54.2954,36.6959,61.3566,51.2449,100.15,0,0,0,0,0,0,43.1527,65.3666,195.692,11.162,466.768,1581.44,944.963,0,252.315,2778.72,57.4625,129.055,0,0,-86.6484,43.1527,65.3721,195.692,11.162,415.249,1772.09,944.963,252.315,2969.37,0,0,0,0,2.42064,3804.3,2079.78,54.6692,0,0,"",
"2025-11-05 20:31:38","R:/32185Wilcox/2025 CBECC Res/TDS/2025.2.0 Final Release/12_13 EAA/W13R04.ribd25","TDSv32 V13R04 EAA 1665ft2 R38 Verified Wall R13 Verified",12,1,1665,"Proposed and Standard","PASS",16.26,10.51,,779,327.455,2000.57,0,0,0,0,0,0,395.208,779.889,2025.88,96.4985,5625.5,2328.02,993.377,270.447,161.601,0,43.1492,475.198,432.048,22.01,8.1,0,11.62,0,0,0,0,1.73,6.21,8.39,0.43,58.49,41.73,15.29,1.14,0,8.79,0,0,0,0.49,3.09,2.22,0.13,31.15,0.0747698,0.0122723,0,0,0,0,0,0,0.0458294,0.0718432,0.245105,0.0163343,0.466154,0.087042,473.207,3234.2,0,0,-3803.19,395.208,777.195,2025.88,96.4985,3199,3707.4,1476.93,417.361,161.601,43.1492,622.111,578.962,33.79,12.58,0,11.62,-5.74,1.73,6.2,8.39,0.43,69,57.99,23.54,1.67,0,8.79,-0.98,0.49,3.09,2.22,0.13,38.95,0.108689,0.0139316,0,0,0,0.0458294,0.071495,0.245105,0.0163343,0.501384,0.12262,"BEMCmpMgr 2025.2.0 RC (520)","CSE 0.927.0 EXE","CBECC 2025.2.0 (1393)","Natural Gas",0.0352301,0.0355783,,,,,9.6,32.13,14.75,43.24,1.72,23.5,2.52,31.48,,1,2.42064,,,2,2,34.5352,54.2954,45.2528,73.5397,51.2449,100.15,0,0,0,0,0,0,43.1527,65.3666,195.692,11.162,466.768,1581.44,944.963,0,252.315,2778.72,74.6237,147.398,0,0,-86.6484,43.1527,65.1122,195.692,11.162,450.493,2440.52,944.963,252.315,3637.8,0,0,0,0,2.42064,3804.3,2070.27,54.419,0,0,"",
"2025-11-05 20:32:12","R:/32185Wilcox/2025 CBECC Res/TDS/2025.2.0 Final Release/12_13 EAA/W13R07.ribd25","TDSv32 V13R07 EAA 1665ft2 R38 Verified HVAC Equal",12,1,1665,"Proposed and Standard","PASS",2.89,-2.67,,240,342.749,1236.37,0,0,0,0,0,0,395.208,776.618,2025.88,96.4985,4873.32,1579.12,611.597,338.218,161.601,0,43.1492,542.968,499.819,27.19,4.95,0,11.62,0,0,0,0,1.73,6.2,8.39,0.43,60.51,43.76,19,0.69,0,8.79,0,0,0,0.49,3.09,2.22,0.13,34.41,0.078299,0.00550431,0,0,0,0,0,0,0.0458294,0.0715158,0.245105,0.0163343,0.462588,0.0838033,365.804,1538.1,0,0,-3803.19,395.208,777.195,2025.88,96.4985,1395.5,1903.9,709.696,360.556,161.601,43.1492,565.306,522.157,29,6.03,0,11.62,-5.56,1.73,6.2,8.39,0.43,57.84,46.65,20.26,0.81,0,8.79,-0.98,0.49,3.09,2.22,0.13,34.81,0.084814,0.00691725,0,0,0,0.0458294,0.0714908,0.245105,0.0163343,0.470491,0.0917312,"BEMCmpMgr 2025.2.0 RC (520)","CSE 0.927.0 EXE","CBECC 2025.2.0 (1393)","Natural Gas",0.00790293,0.00792789,,,,,6.52,37.24,7.71,38.94,1.3,27.18,1.46,28.4,,1,2.42064,,,2,2,39.2108,59.4139,40.6172,63.9528,53.9815,61.0642,0,0,0,0,0,0,43.1527,65.0947,195.692,11.162,430.147,1977.73,944.963,0,252.315,3175.01,57.658,71.289,0,0,-86.6484,43.1527,65.1101,195.692,11.162,357.416,2108.35,944.963,252.315,3305.63,0,0,0,0,2.42064,3804.3,2134.72,56.1134,0,0,"",
"2025-11-05 20:32:47","R:/32185Wilcox/2025 CBECC Res/TDS/2025.2.0 Final Release/12_13 EAA/W13R08.ribd25","TDSv32 V13R08 EAA 1665ft2 R38 Verified HVAC Equal Verified",12,1,1665,"Proposed and Standard","PASS",13.15,7.49,,525,342.749,1236.37,0,0,0,0,0,0,395.208,776.618,2025.88,96.4985,4873.32,1579.12,611.597,338.218,161.601,0,43.1492,542.968,499.819,27.19,4.95,0,11.62,0,0,0,0,1.73,6.2,8.39,0.43,60.51,43.76,19,0.69,0,8.79,0,0,0,0.49,3.09,2.22,0.13,34.41,0.078299,0.00550431,0,0,0,0,0,0,0.0458294,0.0715158,0.245105,0.0163343,0.462588,0.0838033,533.372,2116.41,0,0,-3803.19,395.208,777.094,2025.88,96.4985,2141.27,2649.78,947.653,459.652,161.601,43.1492,664.402,621.253,37.28,8.01,0,11.62,-5.66,1.73,6.2,8.39,0.43,68,56.91,25.95,1.05,0,8.79,-0.98,0.49,3.09,2.22,0.13,40.74,0.123607,0.00743194,0,0,0,0.0458294,0.0714885,0.245105,0.0163343,0.509796,0.131039,"BEMCmpMgr 2025.2.0 RC (520)","CSE 0.927.0 EXE","CBECC 2025.2.0 (1393)","Natural Gas",0.0472083,0.0472355,,,,,6.52,37.24,10.46,46.45,1.3,27.18,2.01,33.78,,1,2.42064,,,2,2,39.2108,59.4139,51.3461,93.0515,53.9815,61.0642,0,0,0,0,0,0,43.1527,65.0947,195.692,11.162,430.147,1977.73,944.963,0,252.315,3175.01,84.4058,92.2719,0,0,-86.6484,43.1527,65.1068,195.692,11.162,405.143,2687.81,944.963,252.315,3885.09,0,0,0,0,2.42064,3804.3,2098.6,55.1639,0,0,"",
"2025-11-05 20:33:24","R:/32185Wilcox/2025 CBECC Res/TDS/2025.2.0 Final Release/12_13 EAA/W13R09.ribd25","TDSv32 V13R09 EAA 1665ft2 R38 Verified HVAC Better",12,1,1665,"Proposed and Standard","PASS",6.00,0.52,,200,266.569,1033.41,0,0,0,0,0,0,395.208,776.622,2025.88,96.4985,4594.19,1299.98,512,297.661,161.601,0,43.1492,502.412,459.263,23.78,4.15,0,11.62,0,0,0,0,1.73,6.2,8.39,0.43,56.3,39.55,16.67,0.58,0,8.79,0,0,0,0.49,3.09,2.22,0.13,31.97,0.0624696,0.00467479,0,0,0,0,0,0,0.0458294,0.0715152,0.245105,0.0163343,0.445928,0.0671444,287.584,1285.49,0,0,-3803.19,395.208,777.197,2025.88,96.4985,1064.67,1573.07,593.66,363.877,161.601,43.1492,568.628,525.478,28.89,5.04,0,11.62,-5.48,1.73,6.2,8.39,0.43,56.82,45.55,20.31,0.68,0,8.79,-0.98,0.49,3.09,2.22,0.13,34.73,0.0682376,0.00573983,0,0,0,0.0458294,0.0714911,0.245105,0.0163343,0.452737,0.0739775,"BEMCmpMgr 2025.2.0 RC (520)","CSE 0.927.0 EXE","CBECC 2025.2.0 (1393)","Natural Gas",0.00680903,0.0068331,,,,,5.38,34.17,6.36,39.19,1.06,24.98,1.2,28.58,,1,2.42064,,,2,2,38.5423,57.2845,40.6172,63.7223,42.1411,51.1699,0,0,0,0,0,0,43.1527,65.0947,195.692,11.162,408.413,1740.57,944.963,0,252.315,2937.85,45.4727,59.5885,0,0,-86.6484,43.1527,65.1103,195.692,11.162,333.53,2127.77,944.963,252.315,3325.05,0,0,0,0,2.42064,3804.3,2163.33,56.8652,0,0,"",
"2025-11-05 20:34:00","R:/32185Wilcox/2025 CBECC Res/TDS/2025.2.0 Final Release/12_13 EAA/W13R10.ribd25","TDSv32 V13R10 EAA 1665ft2 R38 Verified HVAC Better Verified",12,1,1665,"Proposed and Standard","PASS",16.59,10.95,,516,266.569,1033.41,0,0,0,0,0,0,395.208,776.622,2025.88,96.4985,4594.19,1299.98,512,297.661,161.601,0,43.1492,502.412,459.263,23.78,4.15,0,11.62,0,0,0,0,1.73,6.2,8.39,0.43,56.3,39.55,16.67,0.58,0,8.79,0,0,0,0.49,3.09,2.22,0.13,31.97,0.0624696,0.00467479,0,0,0,0,0,0,0.0458294,0.0715152,0.245105,0.0163343,0.445928,0.0671444,533.371,1912.58,0,0,-3803.19,395.208,777.094,2025.88,96.4985,1937.44,2445.95,856.73,459.652,161.601,43.1492,664.403,621.254,37.28,7.24,0,11.62,-5.64,1.73,6.2,8.39,0.43,67.25,56.14,25.95,0.95,0,8.79,-0.98,0.49,3.09,2.22,0.13,40.64,0.123607,0.00670256,0,0,0,0.0458294,0.0714885,0.245105,0.0163343,0.509067,0.13031,"BEMCmpMgr 2025.2.0 RC (520)","CSE 0.927.0 EXE","CBECC 2025.2.0 (1393)","Natural Gas",0.0631388,0.0631655,,,,,5.38,34.17,9.69,46.45,1.06,24.98,1.91,33.78,,1,2.42064,,,2,2,38.5423,57.2845,51.3461,93.052,42.1411,51.1699,0,0,0,0,0,0,43.1527,65.0947,195.692,11.162,408.413,1740.57,944.963,0,252.315,2937.85,84.4059,83.4006,0,0,-86.6484,43.1527,65.1068,195.692,11.162,396.272,2687.82,944.963,252.315,3885.1,0,0,0,0,2.42064,3804.3,2106.65,55.3755,0,0,"",
"2025-11-05 20:34:59","R:/32185Wilcox/2025 CBECC Res/TDS/2025.2.0 Final Release/14 Std Design Tests AE/W14R01.ribd25","",1,1,2100,"Proposed and Standard","PASS",0.00,0.00,4.07,n/a,3199.68,0,273.185,1694.78,0,-3765.72,0,0,505.557,1944.9,2025.88,119.621,5997.88,5167.64,,0,0,0,0,0,0,11.74,0,0.87,5.49,0,-5.75,0,0,1.78,6.14,6.7,0.42,27.39,18.1,4.15,0,0.22,1.35,-0.85,0,0,0.5,1.4,1.76,0.12,8.65,0.710326,0,0.0311948,0.157683,0,-0.00625822,0,0,0.0586259,0.146526,0.245105,0.0202483,1.36345,0.899204,3200.15,0,273.185,1694.78,-3765.72,505.557,1944.9,2025.88,119.621,5998.34,5168.11,,0,0,0,0,0,11.74,0,0.87,5.49,-5.75,1.78,6.14,6.7,0.42,27.39,18.1,4.13,0,0.22,5.44,-0.85,0.5,1.4,1.76,0.12,12.72,0.710442,0,0.0311948,0.157683,-0.00625822,0.0586259,0.146526,0.245105,0.0202483,1.36357,0.89932,"BEMCmpMgr 2025.2.0 RC (520)","CSE 0.927.0 EXE","CBECC 2025.2.0 (1393)","Natural Gas",0.000116548,0.000116537,,,,,18.1,0,18.1,0,5.72,0,4.41,5.38,1,1,2.9353,,,1,1,31.504,31.964,31.457,31.9153,922.657,0,49.2879,300.349,0,-284.722,0,0,110.404,310.323,391.385,27.6732,1827.36,0,0,0,0,0,461.399,0,24.644,150.175,-94.9074,55.2018,155.161,195.692,13.8366,961.203,0,0,0,0,2.9353,3766.82,1533.08,40.6994,2.9353,3766.82,1533.08,40.6995,0,0,"",
"2025-11-05 20:35:56","R:/32185Wilcox/2025 CBECC Res/TDS/2025.2.0 Final Release/14 Std Design Tests AE/W14R02.ribd25","",2,1,2100,"Proposed and Standard","PASS",0.00,0.00,4.09,n/a,2035.46,0,276.719,1434.74,0,-3826.93,0,0,505.557,1975.1,2025.88,119.621,4546.16,3746.92,,0,0,0,0,0,0,7.87,0,0.88,4.64,0,-5.85,0,0,1.77,6.23,6.7,0.42,22.66,13.39,2.99,0,0.22,1.17,-0.83,0,0,0.5,1.42,1.76,0.12,7.35,0.577958,0,0.0315984,0.143503,0,-0.0067231,0,0,0.0586259,0.148779,0.245105,0.0202483,1.21909,0.75306,2035.54,0,276.719,1434.74,-3826.93,505.557,1975.1,2025.88,119.621,4546.23,3747,,0,0,0,0,0,7.87,0,0.88,4.64,-5.85,1.77,6.23,6.7,0.42,22.66,13.39,2.96,0,0.22,5.29,-0.83,0.5,1.42,1.76,0.12,11.44,0.577981,0,0.0315984,0.143503,-0.0067231,0.0586259,0.148779,0.245105,0.0202483,1.21912,0.753082,"BEMCmpMgr 2025.2.0 RC (520)","CSE 0.927.0 EXE","CBECC 2025.2.0 (1393)","Natural Gas",2.26508e-05,2.26441e-05,,,,,13.39,0,13.39,0,4.38,0,3.24,5.23,1,1,2.5241,,,1,1,33.234,33.728,33.2216,33.7159,663.579,0,49.9256,259.708,0,-276.538,0,0,110.404,314.744,391.385,27.6732,1540.88,0,0,0,0,0,331.803,0,24.9628,129.854,-92.1793,55.2018,157.372,195.692,13.8366,816.543,0,0,0,0,2.5241,3828.05,1557.58,40.6886,2.5241,3828.05,1557.58,40.6886,0,0,"",
"2025-11-05 20:36:52","R:/32185Wilcox/2025 CBECC Res/TDS/2025.2.0 Final Release/14 Std Design Tests AE/W14R03.ribd25","",3,1,2100,"Proposed and Standard","PASS",0.00,0.00,4.14,n/a,1151.5,0,276.719,1340.55,0,-3853.61,0,0,505.557,1973.28,2025.88,119.621,3539.5,2768.77,,0,0,0,0,0,0,4.78,0,0.88,4.3,0,-5.82,0,0,1.79,6.18,6.7,0.42,19.23,9.96,1.87,0,0.22,1.06,-0.88,0,0,0.5,1.42,1.76,0.12,6.07,0.457816,0,0.0315984,0.125685,0,-0.00732401,0,0,0.0586259,0.149189,0.245105,0.0202483,1.08094,0.6151,1151.74,0,276.719,1340.55,-3853.61,505.557,1973.28,2025.88,119.621,3539.74,2769.01,,0,0,0,0,0,4.78,0,0.88,4.3,-5.82,1.79,6.18,6.7,0.42,19.23,9.96,1.85,0,0.22,5.22,-0.88,0.5,1.42,1.76,0.12,10.21,0.457915,0,0.0315984,0.125685,-0.00732401,0.0586259,0.149189,0.245105,0.0202483,1.08104,0.615199,"BEMCmpMgr 2025.2.0 RC (520)","CSE 0.927.0 EXE","CBECC 2025.2.0 (1393)","Natural Gas",9.85295e-05,9.85225e-05,,,,,9.96,0,9.96,0,3.15,0,2.13,5.16,1,1,2.4388,,,1,1,26.428,26.784,26.3854,26.7402,416.705,0,49.9256,234.546,0,-294.595,0,0,110.404,315.052,391.385,27.6732,1251.1,0,0,0,0,0,208.396,0,24.9628,117.273,-98.1983,55.2018,157.526,195.692,13.8366,674.691,0,0,0,0,2.4388,3854.73,1615.84,41.9184,2.4388,3854.73,1615.85,41.9185,0,0,"",
"2025-11-05 20:37:46","R:/32185Wilcox/2025 CBECC Res/TDS/2025.2.0 Final Release/14 Std Design Tests AE/W14R04.ribd25","",4,1,2100,"Proposed and Standard","PASS",0.00,0.00,3.93,13,1649.82,113.351,277.42,1308.78,0,-4070.87,0,0,505.557,1997.26,2025.88,119.621,3926.83,3349.38,66.5143,0,0,0,0,0,0,6.29,0.44,0.89,4.17,0,-6.33,0,0,1.76,6.22,6.66,0.42,20.52,11.79,2.5,0.07,0.23,1.09,-0.97,0,0,0.5,1.43,1.76,0.12,6.73,0.555338,0,0.0316784,0.143351,0,-0.0104123,0,0,0.0586259,0.150322,0.245105,0.0202483,1.19426,0.730368,1649.81,113.352,277.42,1308.78,-4070.87,505.557,1997.26,2025.88,119.621,3926.82,3349.37,66.515,0,0,0,0,0,6.29,0.44,0.89,4.17,-6.33,1.76,6.22,6.66,0.42,20.52,11.79,2.48,0.07,0.23,5.04,-0.97,0.5,1.43,1.76,0.12,10.66,0.555341,0,0.0316784,0.143351,-0.0104123,0.0586259,0.150322,0.245105,0.0202483,1.19426,0.73037,"BEMCmpMgr 2025.2.0 RC (520)","CSE 0.927.0 EXE","CBECC 2025.2.0 (1393)","Natural Gas",2.27902e-06,2.2914e-06,,,,,11.79,0,11.79,0,3.89,0,2.84,4.98,1,1,2.4406,,,1,1,22.881,23.164,22.879,23.1623,555.594,14.7615,50.052,241.881,0,-323.601,0,0,110.404,317.816,391.385,27.6732,1385.97,0,0,0,0,0,277.795,7.38079,25.026,120.94,-107.867,55.2018,158.908,195.692,13.8366,746.914,0,0,0,0,2.4406,4072.06,1654.44,40.6291,2.4406,4072.06,1654.44,40.6292,0,0,"",
"2025-11-05 20:38:38","R:/32185Wilcox/2025 CBECC Res/TDS/2025.2.0 Final Release/14 Std Design Tests AE/W14R05.ribd25","",5,1,2100,"Proposed and Standard","PASS",0.00,0.00,4.18,n/a,1014.86,0,275.223,1350.46,0,-3778.39,0,0,505.557,1974.38,2025.88,119.621,3487.6,2640.55,,0,0,0,0,0,0,3.95,0,0.88,4.31,0,-6.01,0,0,1.78,6.21,6.7,0.42,18.24,9.14,1.61,0,0.22,1.05,-0.94,0,0,0.5,1.42,1.76,0.12,5.74,0.381988,0,0.0314275,0.126671,0,-0.0109659,0,0,0.0586259,0.149182,0.245105,0.0202483,1.00228,0.540087,1014.88,0,275.223,1350.46,-3778.39,505.557,1974.38,2025.88,119.621,3487.61,2640.57,,0,0,0,0,0,3.95,0,0.88,4.31,-6.01,1.78,6.21,6.7,0.42,18.24,9.14,1.59,0,0.22,5.25,-0.94,0.5,1.42,1.76,0.12,9.92,0.381996,0,0.0314275,0.126671,-0.0109659,0.0586259,0.149182,0.245105,0.0202483,1.00229,0.540095,"BEMCmpMgr 2025.2.0 RC (520)","CSE 0.927.0 EXE","CBECC 2025.2.0 (1393)","Natural Gas",7.78537e-06,7.78557e-06,,,,,9.14,0,9.14,0,2.88,0,1.87,5.19,1,1,2.2885,,,1,1,29.439,29.856,29.4333,29.8503,358.962,0,49.6556,233.975,0,-314.99,0,0,110.404,315.512,391.385,27.6732,1172.58,0,0,0,0,0,179.484,0,24.8278,116.987,-104.997,55.2018,157.756,195.692,13.8366,638.79,0,0,0,0,2.2885,3779.5,1503.5,39.7803,2.2885,3779.5,1503.5,39.7803,0,0,"",
"2025-11-05 20:39:32","R:/32185Wilcox/2025 CBECC Res/TDS/2025.2.0 Final Release/14 Std Design Tests AE/W14R06.ribd25","",6,1,2100,"Proposed and Standard","PASS",0.01,0.01,3.90,n/a,302.578,39.2559,280.199,1024.39,0,-4161.79,0,0,505.557,2011.95,2025.88,119.621,2147.64,1646.42,16.7419,0,0,0,0,0,0,1.21,0.17,0.9,3.23,0,-6.35,0,0,1.74,6.28,6.66,0.42,14.26,5.51,0.57,0.03,0.23,0.79,-1.06,0,0,0.5,1.45,1.76,0.12,4.39,0.104887,0.00410304,0.0319958,0.100154,0,-0.0137137,0,0,0.0586259,0.153953,0.245105,0.0202483,0.705358,0.24114,302.763,39.2875,280.199,1024.39,-4161.79,505.557,2011.95,2025.88,119.621,2147.85,1646.64,16.7555,0,0,0,0,0,1.22,0.17,0.9,3.23,-6.35,1.74,6.28,6.66,0.42,14.27,5.52,0.55,0.03,0.23,4.71,-1.06,0.5,1.45,1.76,0.12,8.29,0.104953,0.00410297,0.0319958,0.100154,-0.0137137,0.0586259,0.153953,0.245105,0.0202483,0.705424,0.241206,"BEMCmpMgr 2025.2.0 RC (520)","CSE 0.927.0 EXE","CBECC 2025.2.0 (1393)","Natural Gas",6.62611e-05,6.62623e-05,,,,,5.51,0,5.52,0,1.62,0,0.87,4.65,1,1,2.4774,,,1,1,27.963,28.35,27.8284,28.2126,125.954,5.93989,50.5535,174.766,0,-353.665,0,0,110.404,322.026,391.385,27.6732,855.036,0,0,0,0,0,63.0159,2.97205,25.2768,87.383,-117.888,55.2018,161.013,195.692,13.8366,486.503,0,0,0,0,2.4774,4163.01,1825.22,43.8438,2.4774,4163.01,1825.21,43.8436,0,0,"",
