,,,,Number of,Conditioned,,,LSC Margins,,Source Margin,Peak Cooling,Proposed Model Site Electric Use,,,,,,,,,,,,,,,Proposed Model Site Fuel Use,,,,,,Proposed Model LSC,,,,,,,,,,,,,,Proposed Model Source Energy,,,,,,,,,,,,Proposed Model Electric Demand,,,,,,,,,,,,,,Standard Model Site Electric Use,,,,,,,,,,,,Standard Model Site Fuel Use,,,,,Standard Model LSC,,,,,,,,,,,Standard Model Source Energy,,,,,,,,,,Standard Model Electric Demand,,,,,,,,,,,Software Versions,,,,Savings Results,,,,Calculated SSFs,,Compliance Total LSC Results By Fuel ($/ft2-yr),,,,Source Energy Results By Fuel (kBtu/ft2-yr),,,,Proposed PV Scaling,,,Self Utilization Credit,,HVAC Systems,,HVAC Total Capacities (kBtuh),,,,Proposed Model Site Electric CO2 Emissions,,,,,,,,,,,,,Proposed Model Site Fuel CO2 Emissions,,,,,Standard Model Site Electric CO2 Emissions,,,,,,,,,,Standard Model Site Fuel CO2 Emissions,,,,Proposed Model PV,,,,Standard Model PV,,,,Proposed Model Battery,,
,Project,,Climate,Dwelling,Area,,Pass /,Efficiency,Total,Total,Elec Margin,Spc Heat,Spc Cool,IAQ Vent,Wtr Heat,Self Util. Credit,PV,Battery,Flexibility,Ins Light,Appl & Cook,Plug Lds,Exterior,TOTAL Comp,Eff Total,PeakCool,Spc Heat,Wtr Heat,Flexibility,Appl & Cook,TOTAL Comp,Eff Total,Spc Heat,Spc Cool,IAQ Vent,Wtr Heat,Self Util. Credit,PV,Battery,Flexibility,Ins Light,Appl & Cook,Plug Lds,Exterior,TOTAL Comp,Eff Total,Spc Heat,Spc Cool,IAQ Vent,Wtr Heat,PV,Battery,Flexibility,Ins Light,Appl & Cook,Plug Lds,Exterior,TOTAL Comp,Spc Heat,Spc Cool,IAQ Vent,Wtr Heat,Self Util. Credit,PV,Battery,Flexibility,Ins Light,Appl & Cook,Plug Lds,Exterior,TOTAL Comp,Eff Total,Spc Heat,Spc Cool,IAQ Vent,Wtr Heat,PV,Ins Light,Appl & Cook,Plug Lds,Exterior,TOTAL Comp,Eff Total,PeakCool,Spc Heat,Wtr Heat,Appl & Cook,TOTAL Comp,Eff Total,Spc Heat,Spc Cool,IAQ Vent,Wtr Heat,PV,Ins Light,Appl & Cook,Plug Lds,Exterior,TOTAL Comp,Eff Total,Spc Heat,Spc Cool,IAQ Vent,Wtr Heat,PV,Ins Light,Appl & Cook,Plug Lds,Exterior,TOTAL Comp,Spc Heat,Spc Cool,IAQ Vent,Wtr Heat,PV,Ins Light,Appl & Cook,Plug Lds,Exterior,TOTAL Comp,Eff Total,Compliance,,End User,Fuel,Total Demand,Compliance Demand,Total LSC,Efficiency LSC,Proposed,Standard,Proposed Model,,Standard Model,,Proposed Model,,Standard Model,,Max PV,PV Scale,Scaled PV,LSC Margin,Battery,# Systems,# Equipment,Proposed Design,,Standard Design,,Spc Heat,Spc Cool,IAQ Vent,Wtr Heat,Self Util. Credit,PV,Battery,Flexibility,Ins Light,Appl & Cook,Plug Lds,Exterior,TOTAL,Spc Heat,Wtr Heat,Flexibility,Appl & Cook,TOTAL,Spc Heat,Spc Cool,IAQ Vent,Wtr Heat,PV,Ins Light,Appl & Cook,Plug Lds,Exterior,TOTAL,Spc Heat,Wtr Heat,Appl & Cook,TOTAL,Size,Generation,Export,Export,Size,Generation,Export,Export,Compliance Cap,Power,Control
Run Date/Time,Path/File,Run Title,Zone,Units,(ft2),Analysis Type,Fail,($/ft2-yr),($/ft2-yr),(kBtu/ft2-yr),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(Therms),(Therms),(Therms),(Therms),(Therms),(Therms),($/ft2-yr),($/ft2-yr),($/ft2-yr),($/ft2-yr),($/ft2-yr),($/ft2-yr),($/ft2-yr),($/ft2-yr),($/ft2-yr),($/ft2-yr),($/ft2-yr),($/ft2-yr),($/ft2-yr),($/ft2-yr),(kBtu/ft2-yr),(kBtu/ft2-yr),(kBtu/ft2-yr),(kBtu/ft2-yr),(kBtu/ft2-yr),(kBtu/ft2-yr),(kBtu/ft2-yr),(kBtu/ft2-yr),(kBtu/ft2-yr),(kBtu/ft2-yr),(kBtu/ft2-yr),(kBtu/ft2-yr),(kW),(kW),(kW),(kW),(kW),(kW),(kW),(kW),(kW),(kW),(kW),(kW),(kW),(kW),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(Therms),(Therms),(Therms),(Therms),(Therms),($/ft2-yr),($/ft2-yr),($/ft2-yr),($/ft2-yr),($/ft2-yr),($/ft2-yr),($/ft2-yr),($/ft2-yr),($/ft2-yr),($/ft2-yr),($/ft2-yr),(kBtu/ft2-yr),(kBtu/ft2-yr),(kBtu/ft2-yr),(kBtu/ft2-yr),(kBtu/ft2-yr),(kBtu/ft2-yr),(kBtu/ft2-yr),(kBtu/ft2-yr),(kBtu/ft2-yr),(kBtu/ft2-yr),(kW),(kW),(kW),(kW),(kW),(kW),(kW),(kW),(kW),(kW),(kW),Ruleset,CSE,Application,Type,(kW),(kW),(%),(%),(frac),(frac),Electric,Gas,Electric,Gas,Electric,Gas,Electric,Gas,Ratio,Factor,Total kW,($/ft2-yr),Ratio,(count),(count),Heating,Cooling,Heating,Cooling,(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kWdc),(kWh/yr),(kWh/yr),(%),(kWdc),(kWh/yr),(kWh/yr),(%),(kWh),(kW),
"2025-11-05 19:38:02","R:/32185Wilcox/2025 CBECC Res/TDS/2025.2.0 Final Release/01 Base/W05R01.ribd25","",1,1,2700,"Proposed and Standard","PASS",0.46,0.49,3.75,n/a,2927.92,0,335.126,1960.31,0,-4376.13,0,0,615.745,982.729,2371.31,151.515,4968.52,5223.35,,0,0,0,47.252,47.252,0,8.28,0,0.83,4.9,0,-4.47,0,0,1.69,4.5,6.1,0.42,22.25,14.01,2.98,0,0.21,1.22,-0.77,0,0,0.47,2.16,1.6,0.12,7.99,0.68406,0,0.0382678,0.155892,0,-0.00727266,0,0,0.0714036,0.0872512,0.286989,0.0256469,1.34224,0.87822,3065.52,0,335.126,1910.1,-4376.13,615.745,988.968,2371.31,151.515,5062.16,5310.75,,0,0,47.252,47.252,0,8.88,0,0.83,4.76,-4.46,1.69,4.52,6.1,0.42,22.74,14.47,3.21,0,0.21,4.73,-0.77,0.47,2.17,1.6,0.12,11.74,0.739546,0,0.0382678,0.150534,-0.00727266,0.0714036,0.0876456,0.286989,0.0256469,1.39276,0.928348,"BEMCmpMgr 2025.2.0 RC (520)","CSE 0.927.0 EXE","CBECC 2025.2.0 (1393)","Natural Gas",0.0505223,0.0501279,,,,,14.01,0,14.47,0,4.41,0,3.47,4.68,1,1,3.4111,,,1,1,36.329,36.887,36.2548,36.8111,852.913,0,60.4633,347.918,0,-330.875,0,0,134.467,165.731,457.986,35.0515,1723.66,0,0,0,276.306,276.306,463.651,0,30.2317,169.073,-110.292,67.2333,83.2466,228.993,17.5258,949.663,0,0,276.306,276.306,3.4111,4377.41,2195.25,50.1496,3.4111,4377.41,2199.37,50.2436,0,0,"",
"2025-11-05 19:39:00","R:/32185Wilcox/2025 CBECC Res/TDS/2025.2.0 Final Release/01 Base/W05R02.ribd25","",2,1,2700,"Proposed and Standard","PASS",0.40,0.40,3.72,n/a,2015.32,0,343.462,1687.68,0,-4391.85,0,0,615.745,1015.98,2371.31,151.515,3809.16,4046.46,,0,0,0,47.252,47.252,0,6.11,0,0.85,4.29,0,-4.47,0,0,1.68,4.59,6.1,0.41,19.56,11.25,2.35,0,0.22,1.08,-0.74,0,0,0.47,2.18,1.6,0.12,7.28,0.622819,0,0.0392198,0.142389,0,-0.00771554,0,0,0.0714036,0.0897632,0.286989,0.0256469,1.27051,0.804428,2167.14,5.42264,343.462,1649.06,-4391.85,615.745,1023.77,2371.31,151.515,3935.57,4165.08,,0,0,47.252,47.252,0,6.6,0.01,0.85,4.19,-4.48,1.68,4.6,6.1,0.41,19.96,11.65,2.53,0,0.22,4.61,-0.74,0.47,2.19,1.6,0.12,11,0.658081,0,0.0392198,0.140034,-0.00771554,0.0714036,0.0901985,0.286989,0.0256469,1.30386,0.837334,"BEMCmpMgr 2025.2.0 RC (520)","CSE 0.927.0 EXE","CBECC 2025.2.0 (1393)","Natural Gas",0.0333418,0.0329066,,,,,11.25,0,11.65,0,3.65,0,2.8,4.56,1,1,2.8967,,,1,1,39.475,40.097,39.371,39.9908,672.748,0,61.9674,308.604,0,-317.36,0,0,134.467,170.627,457.986,35.0515,1524.09,0,0,0,276.306,276.306,365.431,0.424996,30.9837,150.173,-105.787,67.2333,85.7961,228.993,17.5258,840.775,0,0,276.306,276.306,2.8967,4393.14,2214.21,50.4017,2.8967,4393.14,2205.78,50.2097,0,0,"",
"2025-11-05 19:39:57","R:/32185Wilcox/2025 CBECC Res/TDS/2025.2.0 Final Release/01 Base/W05R03.ribd25","",3,1,2700,"Proposed and Standard","PASS",0.70,0.72,3.86,n/a,873.8,4.21051,343.462,1578.24,0,-4449,0,0,615.745,1017.46,2371.31,151.515,2506.75,2799.71,2.93797,0,0,0,47.252,47.252,0,2.83,0.01,0.85,3.92,0,-4.52,0,0,1.7,4.6,6.1,0.42,15.91,7.61,1.15,0,0.22,0.96,-0.79,0,0,0.47,2.18,1.6,0.12,5.91,0.356629,0,0.0392198,0.125554,0,-0.00845559,0,0,0.0714036,0.0905401,0.286989,0.0256469,0.987527,0.521403,1091.44,4.75078,343.462,1552.95,-4449,615.745,1022.75,2371.31,151.515,2704.92,2992.6,3.76955,0,0,47.252,47.252,0,3.58,0.02,0.85,3.86,-4.51,1.7,4.61,6.1,0.42,16.63,8.31,1.41,0,0.22,4.55,-0.79,0.47,2.19,1.6,0.12,9.77,0.468049,0,0.0392198,0.122077,-0.00845559,0.0714036,0.0908011,0.286989,0.0256469,1.09573,0.629347,"BEMCmpMgr 2025.2.0 RC (520)","CSE 0.927.0 EXE","CBECC 2025.2.0 (1393)","Natural Gas",0.108204,0.107943,,,,,7.61,0,8.31,0,2.33,0,1.68,4.5,1,1,2.8156,,,1,1,32.358,32.835,32.3013,32.7768,327.542,0.695846,61.9674,274.233,0,-340.11,0,0,134.467,171.807,457.986,35.0515,1123.64,0,0,0,276.306,276.306,205.365,0.485222,30.9837,134.514,-113.37,67.2333,86.1183,228.993,17.5258,657.848,0,0,276.306,276.306,2.8156,4450.3,2268.99,50.9852,2.8156,4450.3,2274.53,51.1096,0,0,"",
"2025-11-05 19:40:55","R:/32185Wilcox/2025 CBECC Res/TDS/2025.2.0 Final Release/01 Base/W05R04.ribd25","",4,1,2700,"Proposed and Standard","PASS",0.73,0.68,3.64,78,1685.76,142.169,345.115,1550.3,0,-4657.33,0,0,615.745,1039.99,2371.31,151.515,3244.57,3723.34,71.5849,0,0,0,47.252,47.252,0,5.01,0.47,0.86,3.84,0,-4.85,0,0,1.66,4.64,6.06,0.42,18.11,10.18,2,0.07,0.22,1.01,-0.86,0,0,0.47,2.19,1.6,0.12,6.82,0.583469,0.000112301,0.0394085,0.149815,0,-0.0119123,0,0,0.0714036,0.0912305,0.286989,0.0256469,1.23616,0.772806,1864.69,250.545,345.115,1500.26,-4657.33,615.745,1048.36,2371.31,151.515,3490.21,3960.61,124.806,0,0,47.252,47.252,0,5.59,0.75,0.86,3.71,-4.92,1.66,4.66,6.06,0.42,18.79,10.91,2.21,0.11,0.22,4.39,-0.86,0.47,2.2,1.6,0.12,10.46,0.658371,0.000288625,0.0394085,0.139635,-0.0119123,0.0714036,0.0918169,0.286989,0.0256469,1.30165,0.837704,"BEMCmpMgr 2025.2.0 RC (520)","CSE 0.927.0 EXE","CBECC 2025.2.0 (1393)","Natural Gas",0.0654844,0.0648981,,,,,10.18,0,10.91,0,3.3,0,2.59,4.34,1,1,2.7922,,,1,1,27.334,27.708,27.2739,27.6468,572.693,18.759,62.2656,288.358,0,-370.22,0,0,134.467,173.978,457.986,35.0515,1373.34,0,0,0,276.306,276.306,320.415,14.8313,31.1328,138.909,-123.407,67.2333,87.5079,228.993,17.5258,783.141,0,0,276.306,276.306,2.7922,4658.69,2333.69,50.0932,2.7922,4658.69,2298.6,49.3401,0,0,"",
"2025-11-05 19:41:54","R:/32185Wilcox/2025 CBECC Res/TDS/2025.2.0 Final Release/01 Base/W05R05.ribd25","",5,1,2700,"Proposed and Standard","PASS",0.55,0.57,3.88,n/a,747.022,5.89849,339.936,1601.84,0,-4357.9,0,0,615.745,1017.96,2371.31,151.515,2493.32,2694.7,2.9661,0,0,0,47.252,47.252,0,2.23,0.01,0.85,3.97,0,-4.66,0,0,1.69,4.61,6.1,0.42,15.22,7.06,0.92,0,0.21,0.97,-0.85,0,0,0.47,2.18,1.6,0.12,5.62,0.262094,3.35521e-06,0.0388171,0.127801,0,-0.0126478,0,0,0.0714036,0.0907448,0.286989,0.0256469,0.890852,0.428715,927.753,1.84915,339.936,1574.39,-4357.9,615.745,1024.66,2371.31,151.515,2649.24,2843.92,1.57824,0,0,47.252,47.252,0,2.87,0,0.85,3.89,-4.65,1.69,4.62,6.1,0.42,15.79,7.61,1.18,0,0.21,4.58,-0.85,0.47,2.19,1.6,0.12,9.5,0.380928,2.94761e-05,0.0388171,0.12135,-0.0126478,0.0714036,0.0909269,0.286989,0.0256469,1.00344,0.541124,"BEMCmpMgr 2025.2.0 RC (520)","CSE 0.927.0 EXE","CBECC 2025.2.0 (1393)","Natural Gas",0.112591,0.112409,,,,,7.06,0,7.61,0,2.1,0,1.44,4.53,1,1,2.6395,,,1,1,34,34.51,33.954,34.4632,261.56,0.490585,61.3311,276.037,0,-363.302,0,0,134.467,172.298,457.986,35.0515,1035.92,0,0,0,276.306,276.306,172.601,0.183781,30.6656,134.51,-121.101,67.2333,86.4281,228.993,17.5258,617.04,0,0,276.306,276.306,2.6395,4359.18,2143.1,49.163,2.6395,4359.18,2152.56,49.3799,0,0,"",
"2025-11-05 19:42:53","R:/32185Wilcox/2025 CBECC Res/TDS/2025.2.0 Final Release/01 Base/W05R06.ribd25","",6,1,2700,"Proposed and Standard","PASS",0.14,0.17,3.46,n/a,310.534,76.2162,351.67,1199.52,0,-4760.51,0,0,615.745,1059.54,2371.31,151.515,1375.54,1937.94,26.3502,0,0,0,47.252,47.252,0,0.97,0.23,0.88,2.92,0,-4.85,0,0,1.65,4.69,6.06,0.41,12.96,5,0.46,0.03,0.22,0.72,-0.94,0,0,0.47,2.2,1.6,0.12,4.88,0.107872,0.00730915,0.0401571,0.0984078,0,-0.0156866,0,0,0.0714036,0.0962811,0.286989,0.0256469,0.71838,0.253746,367.425,77.925,351.67,1179.97,-4760.51,615.745,1065.75,2371.31,151.515,1420.8,1976.99,28.9883,0,0,47.252,47.252,0,1.15,0.24,0.88,2.87,-4.84,1.65,4.71,6.06,0.41,13.13,5.14,0.52,0.04,0.22,4.1,-0.94,0.47,2.21,1.6,0.12,8.34,0.128637,0.00777515,0.0401571,0.0950418,-0.0156866,0.0714036,0.0965041,0.286989,0.0256469,0.736468,0.271612,"BEMCmpMgr 2025.2.0 RC (520)","CSE 0.927.0 EXE","CBECC 2025.2.0 (1393)","Natural Gas",0.0180885,0.0178654,,,,,5,0,5.14,0,1.43,0,0.83,4.05,1,1,2.8338,,,1,1,34.059,34.57,33.9514,34.4606,130.749,9.6161,63.4483,204.522,0,-404.544,0,0,134.467,179.522,457.986,35.0515,810.817,0,0,0,276.306,276.306,76.9184,5.17903,31.7242,100.358,-134.848,67.2333,90.1029,228.993,17.5258,483.187,0,0,276.306,276.306,2.8338,4761.9,2525.14,53.028,2.8338,4761.9,2531.92,53.1703,0,0,"",
"2025-11-05 19:43:51","R:/32185Wilcox/2025 CBECC Res/TDS/2025.2.0 Final Release/01 Base/W05R07.ribd25","",7,1,2700,"Proposed and Standard","PASS",0.20,0.21,3.42,n/a,244.736,138.243,350.338,1164.54,0,-4282.7,0,0,615.745,1069.32,2371.31,151.515,1823.05,1897.85,54.4909,0,0,0,47.252,47.252,0,0.65,0.55,0.87,2.79,0,-4.43,0,0,1.71,4.75,6.11,0.41,13.41,4.86,0.32,0.06,0.22,0.69,-0.89,0,0,0.47,2.2,1.6,0.12,4.79,0.0423734,0.00849791,0.0400049,0.093614,0,-0.0154189,0,0,0.0714036,0.0974583,0.286989,0.0256469,0.650569,0.18449,296.479,164.283,350.338,1148.68,-4282.7,615.745,1075.14,2371.31,151.515,1890.78,1959.78,68.0989,0,0,47.252,47.252,0,0.81,0.62,0.87,2.76,-4.43,1.71,4.76,6.11,0.41,13.62,5.06,0.37,0.08,0.22,4.03,-0.89,0.47,2.21,1.6,0.12,8.21,0.0665861,0.00962047,0.0400049,0.0951513,-0.0154189,0.0714036,0.0975273,0.286989,0.0256469,0.677511,0.211363,"BEMCmpMgr 2025.2.0 RC (520)","CSE 0.927.0 EXE","CBECC 2025.2.0 (1393)","Natural Gas",0.0269416,0.0268725,,,,,4.86,0,5.06,0,1.29,0,0.72,3.98,1,1,2.6944,,,1,1,34.246,34.762,34.0851,34.597,90.3027,18.3364,63.208,198.499,0,-382.296,0,0,134.467,181.167,457.986,35.0515,796.722,0,0,0,276.306,276.306,55.8443,10.6465,31.604,98.3093,-127.432,67.2333,90.8977,228.993,17.5258,473.622,0,0,276.306,276.306,2.6944,4283.95,2103.72,49.107,2.6944,4283.95,2102.02,49.0673,0,0,"",
"2025-11-05 19:44:46","R:/32185Wilcox/2025 CBECC Res/TDS/2025.2.0 Final Release/01 Base/W05R08.ribd25","",8,1,2700,"Proposed and Standard","PASS",0.49,0.42,3.40,121,294.093,589.414,352.928,1109.36,0,-4786.06,0,0,615.745,1084.91,2371.31,151.515,1783.22,2345.8,202.582,0,0,0,47.252,47.252,0,0.93,1.55,0.88,2.7,0,-5.06,0,0,1.63,4.75,6.04,0.41,13.83,6.06,0.44,0.27,0.22,0.68,-0.94,0,0,0.47,2.21,1.6,0.12,5.07,0.11176,0.0286447,0.0403007,0.0974242,0,-0.0154676,0,0,0.0714036,0.0971592,0.286989,0.0256469,0.74386,0.278129,374.113,719.205,352.928,1090.22,-4786.06,615.745,1092.01,2371.31,151.515,1980.99,2536.46,269.823,0,0,47.252,47.252,0,1.18,1.83,0.88,2.66,-5.15,1.63,4.77,6.04,0.41,14.25,6.55,0.53,0.31,0.22,3.94,-0.94,0.47,2.22,1.6,0.12,8.47,0.149215,0.0299608,0.0403007,0.0940403,-0.0154676,0.0714036,0.0972798,0.286989,0.0256469,0.779368,0.313517,"BEMCmpMgr 2025.2.0 RC (520)","CSE 0.927.0 EXE","CBECC 2025.2.0 (1393)","Natural Gas",0.0355079,0.0353873,,,,,6.06,0,6.55,0,1.61,0,1.11,3.89,1,1,2.9522,,,1,1,31.078,31.529,30.9634,31.4116,125.085,76.304,63.6752,194.076,0,-402.881,0,0,134.467,182.343,457.986,35.0515,866.107,0,0,0,276.306,276.306,78.6303,43.944,31.8376,95.7178,-134.294,67.2333,91.5429,228.993,17.5258,521.131,0,0,276.306,276.306,2.9522,4787.46,2429.03,50.7374,2.9522,4787.46,2379.5,49.7027,0,0,"",
"2025-11-05 19:45:43","R:/32185Wilcox/2025 CBECC Res/TDS/2025.2.0 Final Release/01 Base/W05R09.ribd25","",9,1,2700,"Proposed and Standard","PASS",0.54,0.46,3.43,121,480.222,579.972,349.645,1145.79,0,-5080.06,0,0,615.745,1075.72,2371.31,151.515,1689.86,2555.63,192.344,0,0,0,47.252,47.252,0,1.51,1.57,0.87,2.79,0,-5.23,0,0,1.63,4.73,6.03,0.41,14.31,6.74,0.7,0.27,0.22,0.71,-0.99,0,0,0.47,2.2,1.6,0.12,5.3,0.179394,0.029135,0.0399258,0.0992486,0,-0.0183836,0,0,0.0714036,0.0963004,0.286989,0.0256469,0.809659,0.347703,561.813,729.839,349.645,1120.76,-5080.06,615.745,1083.1,2371.31,151.515,1903.67,2762.06,261.208,0,0,47.252,47.252,0,1.77,1.91,0.87,2.73,-5.33,1.63,4.75,6.03,0.41,14.77,7.28,0.8,0.32,0.22,3.98,-0.99,0.47,2.21,1.6,0.12,8.73,0.219277,0.0307786,0.0399258,0.0965021,-0.0183836,0.0714036,0.0965623,0.286989,0.0256469,0.848702,0.386484,"BEMCmpMgr 2025.2.0 RC (520)","CSE 0.927.0 EXE","CBECC 2025.2.0 (1393)","Natural Gas",0.0390425,0.0387806,,,,,6.74,0,7.28,0,1.9,0,1.39,3.93,1,1,3.0151,,,1,1,30.904,31.351,30.8005,31.2454,199.463,75.9874,63.083,202.139,0,-422.948,0,0,134.467,180.819,457.986,35.0515,926.048,0,0,0,276.306,276.306,116.8,44.5932,31.5415,98.8161,-140.983,67.2333,90.8026,228.993,17.5258,555.323,0,0,276.306,276.306,3.0151,5081.55,2651.13,52.1716,3.0151,5081.55,2594.39,51.0551,0,0,"",
"2025-11-05 19:46:41","R:/32185Wilcox/2025 CBECC Res/TDS/2025.2.0 Final Release/01 Base/W05R10.ribd25","",10,1,2700,"Proposed and Standard","PASS",0.65,0.52,3.37,152,506.712,873.167,347.461,1113.73,0,-5196.72,0,0,615.745,1083.04,2371.31,151.515,1865.96,2841.07,300.452,0,0,0,47.252,47.252,0,1.6,2.2,0.86,2.71,0,-5.49,0,0,1.63,4.75,6.03,0.41,14.7,7.37,0.72,0.35,0.22,0.69,-1.01,0,0,0.47,2.21,1.6,0.12,5.37,0.2075,0.0301386,0.0396764,0.0988155,0,-0.0196101,0,0,0.0714036,0.0962965,0.286989,0.0256469,0.836856,0.376131,585.554,1074.24,347.461,1094.32,-5196.72,615.745,1089.67,2371.31,151.515,2133.09,3101.58,376.753,0,0,47.252,47.252,0,1.87,2.63,0.86,2.66,-5.63,1.63,4.76,6.03,0.41,15.22,8.02,0.81,0.41,0.22,3.91,-1.01,0.47,2.21,1.6,0.12,8.74,0.26623,0.031973,0.0396764,0.0953522,-0.0196101,0.0714036,0.096519,0.286989,0.0256469,0.89418,0.433232,"BEMCmpMgr 2025.2.0 RC (520)","CSE 0.927.0 EXE","CBECC 2025.2.0 (1393)","Natural Gas",0.0573238,0.0571012,,,,,7.37,0,8.02,0,1.98,0,1.49,3.86,1,1,3.1029,,,1,1,33.286,33.781,33.223,33.7174,204.36,100.271,62.6889,197.758,0,-432.843,0,0,134.467,181.537,457.986,35.0515,941.277,0,0,0,276.306,276.306,117.979,57.4566,31.3444,97.5207,-144.281,67.2333,91.1135,228.993,17.5258,564.885,0,0,276.306,276.306,3.1029,5198.25,2635.02,50.6905,3.1029,5198.25,2558.02,49.2093,0,0,"",
"2025-11-05 19:47:41","R:/32185Wilcox/2025 CBECC Res/TDS/2025.2.0 Final Release/01 Base/W05R11.ribd25","",11,1,2700,"Proposed and Standard","PASS",0.88,0.75,3.39,207,1738.13,1432.8,345.115,1351.48,0,-5647.42,0,0,615.745,1071.92,2371.31,151.515,3430.59,4867.53,524.613,0,0,0,47.252,47.252,0,5.29,3.7,0.86,3.33,0,-5.74,0,0,1.66,4.71,6.06,0.42,20.29,13.18,2.2,0.55,0.22,0.93,-0.93,0,0,0.47,2.2,1.6,0.12,7.36,0.645191,0.0345906,0.0394085,0.129915,0,-0.00791109,0,0,0.0714036,0.0935593,0.286989,0.0256469,1.31879,0.849104,1900.13,1660.39,345.115,1309.27,-5647.42,615.745,1077.34,2371.31,151.515,3783.39,5214.91,609.801,0,0,47.252,47.252,0,5.77,4.2,0.86,3.23,-5.88,1.66,4.72,6.06,0.42,21.04,14.06,2.38,0.62,0.22,4.06,-0.93,0.47,2.21,1.6,0.12,10.75,0.685875,0.0362918,0.0394085,0.124832,-0.00791109,0.0714036,0.0938722,0.286989,0.0256469,1.35641,0.886408,"BEMCmpMgr 2025.2.0 RC (520)","CSE 0.927.0 EXE","CBECC 2025.2.0 (1393)","Natural Gas",0.0376166,0.0373038,,,,,13.18,0,14.06,0,3.9,0,3.27,4.01,1,1,3.6972,,,1,1,35.36,35.898,35.3141,35.8511,628.737,157.368,62.2656,265.455,0,-397.577,0,0,134.467,177.563,457.986,35.0515,1521.32,0,0,0,276.306,276.306,343.234,88.4253,31.1328,127.827,-132.526,67.2333,89.0779,228.993,17.5258,860.923,0,0,276.306,276.306,3.6972,5649.08,2817.34,49.8725,3.6972,5649.08,2740.61,48.5143,0,0,"",
"2025-11-05 19:48:39","R:/32185Wilcox/2025 CBECC Res/TDS/2025.2.0 Final Release/01 Base/W05R12.ribd25","",12,1,2700,"Proposed and Standard","PASS",0.65,0.61,3.55,89,1750.05,320.672,344.296,1482.64,0,-4800.01,0,0,615.745,1045.09,2371.31,151.515,3281.31,3897.66,98.1208,0,0,0,47.252,47.252,0,5.29,0.92,0.86,3.66,0,-4.65,0,0,1.66,4.65,6.06,0.42,18.87,10.73,2.13,0.16,0.22,0.98,-0.77,0,0,0.47,2.19,1.6,0.12,7.1,0.644431,0.0126903,0.039315,0.143913,0,-0.00794382,0,0,0.0714036,0.091856,0.286989,0.0256469,1.3083,0.840349,1893.18,441.632,344.296,1439.6,-4800.01,615.745,1052.74,2371.31,151.515,3510.01,4118.71,155.657,0,0,47.252,47.252,0,5.7,1.26,0.86,3.56,-4.71,1.66,4.67,6.06,0.42,19.48,11.38,2.28,0.22,0.22,4.31,-0.77,0.47,2.2,1.6,0.12,10.65,0.669646,0.0132595,0.039315,0.139063,-0.00794382,0.0714036,0.0922684,0.286989,0.0256469,1.32965,0.861284,"BEMCmpMgr 2025.2.0 RC (520)","CSE 0.927.0 EXE","CBECC 2025.2.0 (1393)","Natural Gas",0.0213471,0.0209346,,,,,10.73,0,11.38,0,3.49,0,2.77,4.26,1,1,3.0551,,,1,1,33.323,33.819,33.2901,33.7858,609.578,46.8429,62.1179,279.313,0,-328.077,0,0,134.467,174.514,457.986,35.0515,1471.79,0,0,0,276.306,276.306,329.808,30.6882,31.059,134.905,-109.359,67.2333,87.695,228.993,17.5258,818.549,0,0,276.306,276.306,3.0551,4801.42,2512.93,52.3372,3.0551,4801.42,2480.14,51.6543,0,0,"",
