;,B,B,B,C,C,C,D,D,D,E,E,E,F,F,F,G,G,G,H,H,H,I,I,I,J,J,J,K,K,K,L,L,L,M,M,M,N,N,N,O,O,O,P,P,P,Q,Q,Q
;,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
;,CZ:,1,,CZ:,2,,CZ:,3,,CZ:,4,,CZ:,5,,CZ:,6,,CZ:,7,,CZ:,8,,CZ:,9,,CZ:,10,,CZ:,11,,CZ:,12,,CZ:,13,,CZ:,14,,CZ:,15,,CZ:,16,
;,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane
; MoDaHr,kTDV/kWh,kTDV/thrm,kTDV/thrm,kTDV/kWh,kTDV/thrm,kTDV/thrm,kTDV/kWh,kTDV/thrm,kTDV/thrm,kTDV/kWh,kTDV/thrm,kTDV/thrm,kTDV/kWh,kTDV/thrm,kTDV/thrm,kTDV/kWh,kTDV/thrm,kTDV/thrm,kTDV/kWh,kTDV/thrm,kTDV/thrm,kTDV/kWh,kTDV/thrm,kTDV/thrm,kTDV/kWh,kTDV/thrm,kTDV/thrm,kTDV/kWh,kTDV/thrm,kTDV/thrm,kTDV/kWh,kTDV/thrm,kTDV/thrm,kTDV/kWh,kTDV/thrm,kTDV/thrm,kTDV/kWh,kTDV/thrm,kTDV/thrm,kTDV/kWh,kTDV/thrm,kTDV/thrm,kTDV/kWh,kTDV/thrm,kTDV/thrm,kTDV/kWh,kTDV/thrm,kTDV/thrm
52115,1.9788574,103.11,100,1.9788574,103.11,100,1.9788574,103.11,100,1.9788574,103.11,100,1.9788574,103.11,100,2.0843191,101.66,100,2.0843191,101.66,100,2.0843191,101.66,100,2.0843191,101.66,100,2.0843191,101.66,100,1.9788574,103.11,100,1.9788574,103.11,100,1.9788574,103.11,100,2.0843191,101.66,100,2.0843191,101.66,100,2.0843191,101.66,100
52116,3.2358653,103.11,100,3.2358653,103.11,100,3.2358653,103.11,100,3.2358653,103.11,100,3.2358653,103.11,100,3.1071952,101.66,100,3.1071952,101.66,100,3.1071952,101.66,100,3.1071952,101.66,100,3.1071952,101.66,100,3.2358653,103.11,100,3.2358653,103.11,100,3.2358653,103.11,100,3.1071952,101.66,100,3.1071952,101.66,100,3.1071952,101.66,100
52117,4.0754633,103.11,100,4.0754633,103.11,100,4.0754633,103.11,100,4.0754633,103.11,100,4.0754633,103.11,100,3.7048115,101.66,100,3.7048115,101.66,100,3.7048115,101.66,100,3.7048115,101.66,100,3.7048115,101.66,100,4.0754633,103.11,100,4.0754633,103.11,100,4.0754633,103.11,100,3.7048115,101.66,100,3.7048115,101.66,100,3.7048115,101.66,100
52118,4.0638591,103.11,100,4.0638591,103.11,100,4.0638591,103.11,100,4.0638591,103.11,100,4.0638591,103.11,100,4.0106163,101.66,100,4.0106163,101.66,100,4.0106163,101.66,100,4.0106163,101.66,100,4.0106163,101.66,100,4.0638591,103.11,100,4.0638591,103.11,100,4.0638591,103.11,100,4.0106163,101.66,100,4.0106163,101.66,100,4.0106163,101.66,100
52119,4.0884327,103.11,100,4.0884327,103.11,100,4.0884327,103.11,100,4.0884327,103.11,100,4.0884327,103.11,100,4.0911631,101.66,100,4.0911631,101.66,100,4.0911631,101.66,100,4.0911631,101.66,100,4.0911631,101.66,100,4.0884327,103.11,100,4.0884327,103.11,100,4.0884327,103.11,100,4.0911631,101.66,100,4.0911631,101.66,100,4.0911631,101.66,100
52120,5.8440799,103.11,100,5.8440799,103.11,100,5.8440799,103.11,100,5.8440799,103.11,100,5.8440799,103.11,100,5.5645552,101.66,100,5.5645552,101.66,100,5.5645552,101.66,100,5.5645552,101.66,100,5.5645552,101.66,100,5.8440799,103.11,100,5.8440799,103.11,100,5.8440799,103.11,100,5.5645552,101.66,100,5.5645552,101.66,100,5.5645552,101.66,100
52121,5.4918583,103.11,100,5.4918583,103.11,100,5.4918583,103.11,100,5.4918583,103.11,100,5.4918583,103.11,100,5.3526079,101.66,100,5.3526079,101.66,100,5.3526079,101.66,100,5.3526079,101.66,100,5.3526079,101.66,100,5.4918583,103.11,100,5.4918583,103.11,100,5.4918583,103.11,100,5.3526079,101.66,100,5.3526079,101.66,100,5.3526079,101.66,100
52122,4.0488419,103.11,100,4.0488419,103.11,100,4.0488419,103.11,100,4.0488419,103.11,100,4.0488419,103.11,100,4.0973065,101.66,100,4.0973065,101.66,100,4.0973065,101.66,100,4.0973065,101.66,100,4.0973065,101.66,100,4.0488419,103.11,100,4.0488419,103.11,100,4.0488419,103.11,100,4.0973065,101.66,100,4.0973065,101.66,100,4.0973065,101.66,100
52123,4.0252922,103.11,100,4.0252922,103.11,100,4.0252922,103.11,100,4.0252922,103.11,100,4.0252922,103.11,100,3.9969643,101.66,100,3.9969643,101.66,100,3.9969643,101.66,100,3.9969643,101.66,100,3.9969643,101.66,100,4.0252922,103.11,100,4.0252922,103.11,100,4.0252922,103.11,100,3.9969643,101.66,100,3.9969643,101.66,100,3.9969643,101.66,100
52124,4.023927,103.11,100,4.023927,103.11,100,4.023927,103.11,100,4.023927,103.11,100,4.023927,103.11,100,3.996623,101.66,100,3.996623,101.66,100,3.996623,101.66,100,3.996623,101.66,100,3.996623,101.66,100,4.023927,103.11,100,4.023927,103.11,100,4.023927,103.11,100,3.996623,101.66,100,3.996623,101.66,100,3.996623,101.66,100
52201,4.1461124,103.11,100,4.1461124,103.11,100,4.1461124,103.11,100,4.1461124,103.11,100,4.1461124,103.11,100,4.081948,101.66,100,4.081948,101.66,100,4.081948,101.66,100,4.081948,101.66,100,4.081948,101.66,100,4.1461124,103.11,100,4.1461124,103.11,100,4.1461124,103.11,100,4.081948,101.66,100,4.081948,101.66,100,4.081948,101.66,100
52202,4.1454298,103.11,100,4.1454298,103.11,100,4.1454298,103.11,100,4.1454298,103.11,100,4.1454298,103.11,100,4.0816067,101.66,100,4.0816067,101.66,100,4.0816067,101.66,100,4.0816067,101.66,100,4.0816067,101.66,100,4.1454298,103.11,100,4.1454298,103.11,100,4.1454298,103.11,100,4.0816067,101.66,100,4.0816067,101.66,100,4.0816067,101.66,100
52203,4.1447472,103.11,100,4.1447472,103.11,100,4.1447472,103.11,100,4.1447472,103.11,100,4.1447472,103.11,100,4.0792176,101.66,100,4.0792176,101.66,100,4.0792176,101.66,100,4.0792176,101.66,100,4.0792176,101.66,100,4.1447472,103.11,100,4.1447472,103.11,100,4.1447472,103.11,100,4.0792176,101.66,100,4.0792176,101.66,100,4.0792176,101.66,100
52204,4.1440646,103.11,100,4.1440646,103.11,100,4.1440646,103.11,100,4.1440646,103.11,100,4.1440646,103.11,100,4.0802415,101.66,100,4.0802415,101.66,100,4.0802415,101.66,100,4.0802415,101.66,100,4.0802415,101.66,100,4.1440646,103.11,100,4.1440646,103.11,100,4.1440646,103.11,100,4.0802415,101.66,100,4.0802415,101.66,100,4.0802415,101.66,100
52205,4.1563514,103.11,100,4.1563514,103.11,100,4.1563514,103.11,100,4.1563514,103.11,100,4.1563514,103.11,100,4.0949174,101.66,100,4.0949174,101.66,100,4.0949174,101.66,100,4.0949174,101.66,100,4.0949174,101.66,100,4.1563514,103.11,100,4.1563514,103.11,100,4.1563514,103.11,100,4.0949174,101.66,100,4.0949174,101.66,100,4.0949174,101.66,100
52206,4.1560101,103.11,100,4.1560101,103.11,100,4.1560101,103.11,100,4.1560101,103.11,100,4.1560101,103.11,100,4.0942348,101.66,100,4.0942348,101.66,100,4.0942348,101.66,100,4.0942348,101.66,100,4.0942348,101.66,100,4.1560101,103.11,100,4.1560101,103.11,100,4.1560101,103.11,100,4.0942348,101.66,100,4.0942348,101.66,100,4.0942348,101.66,100
52207,4.150208,103.11,100,4.150208,103.11,100,4.150208,103.11,100,4.150208,103.11,100,4.150208,103.11,100,4.0918457,101.66,100,4.0918457,101.66,100,4.0918457,101.66,100,4.0918457,101.66,100,4.0918457,101.66,100,4.150208,103.11,100,4.150208,103.11,100,4.150208,103.11,100,4.0918457,101.66,100,4.0918457,101.66,100,4.0918457,101.66,100
52208,3.4433757,103.11,100,3.4433757,103.11,100,3.4433757,103.11,100,3.4433757,103.11,100,3.4433757,103.11,100,3.5054923,101.66,100,3.5054923,101.66,100,3.5054923,101.66,100,3.5054923,101.66,100,3.5054923,101.66,100,3.4433757,103.11,100,3.4433757,103.11,100,3.4433757,103.11,100,3.5054923,101.66,100,3.5054923,101.66,100,3.5054923,101.66,100
52209,1.3655413,103.11,100,1.3655413,103.11,100,1.3655413,103.11,100,1.3655413,103.11,100,1.3655413,103.11,100,1.5996731,101.66,100,1.5996731,101.66,100,1.5996731,101.66,100,1.5996731,101.66,100,1.5996731,101.66,100,1.3655413,103.11,100,1.3655413,103.11,100,1.3655413,103.11,100,1.5996731,101.66,100,1.5996731,101.66,100,1.5996731,101.66,100
52210,1.0846514,103.11,100,1.0846514,103.11,100,1.0846514,103.11,100,1.0846514,103.11,100,1.0846514,103.11,100,1.1928435,101.66,100,1.1928435,101.66,100,1.1928435,101.66,100,1.1928435,101.66,100,1.1928435,101.66,100,1.0846514,103.11,100,1.0846514,103.11,100,1.0846514,103.11,100,1.1928435,101.66,100,1.1928435,101.66,100,1.1928435,101.66,100
52211,1.0215109,103.11,100,1.0215109,103.11,100,1.0215109,103.11,100,1.0215109,103.11,100,1.0215109,103.11,100,1.1170749,101.66,100,1.1170749,101.66,100,1.1170749,101.66,100,1.1170749,101.66,100,1.1170749,101.66,100,1.0215109,103.11,100,1.0215109,103.11,100,1.0215109,103.11,100,1.1170749,101.66,100,1.1170749,101.66,100,1.1170749,101.66,100
52212,0.839598,103.11,100,0.839598,103.11,100,0.839598,103.11,100,0.839598,103.11,100,0.839598,103.11,100,0.8986429,101.66,100,0.8986429,101.66,100,0.8986429,101.66,100,0.8986429,101.66,100,0.8986429,101.66,100,0.839598,103.11,100,0.839598,103.11,100,0.839598,103.11,100,0.8986429,101.66,100,0.8986429,101.66,100,0.8986429,101.66,100
52213,0.8443762,103.11,100,0.8443762,103.11,100,0.8443762,103.11,100,0.8443762,103.11,100,0.8443762,103.11,100,0.8945473,101.66,100,0.8945473,101.66,100,0.8945473,101.66,100,0.8945473,101.66,100,0.8945473,101.66,100,0.8443762,103.11,100,0.8443762,103.11,100,0.8443762,103.11,100,0.8945473,101.66,100,0.8945473,101.66,100,0.8945473,101.66,100
52214,0.904445,103.11,100,0.904445,103.11,100,0.904445,103.11,100,0.904445,103.11,100,0.904445,103.11,100,0.9512031,101.66,100,0.9512031,101.66,100,0.9512031,101.66,100,0.9512031,101.66,100,0.9512031,101.66,100,0.904445,103.11,100,0.904445,103.11,100,0.904445,103.11,100,0.9512031,101.66,100,0.9512031,101.66,100,0.9512031,101.66,100
52215,1.3655413,103.11,100,1.3655413,103.11,100,1.3655413,103.11,100,1.3655413,103.11,100,1.3655413,103.11,100,1.5416521,101.66,100,1.5416521,101.66,100,1.5416521,101.66,100,1.5416521,101.66,100,1.5416521,101.66,100,1.3655413,103.11,100,1.3655413,103.11,100,1.3655413,103.11,100,1.5416521,101.66,100,1.5416521,101.66,100,1.5416521,101.66,100
52216,2.4385885,103.11,100,2.4385885,103.11,100,2.4385885,103.11,100,2.4385885,103.11,100,2.4385885,103.11,100,2.6153819,101.66,100,2.6153819,101.66,100,2.6153819,101.66,100,2.6153819,101.66,100,2.6153819,101.66,100,2.4385885,103.11,100,2.4385885,103.11,100,2.4385885,103.11,100,2.6153819,101.66,100,2.6153819,101.66,100,2.6153819,101.66,100
52217,3.7123201,103.11,100,3.7123201,103.11,100,3.7123201,103.11,100,3.7123201,103.11,100,3.7123201,103.11,100,3.7754606,101.66,100,3.7754606,101.66,100,3.7754606,101.66,100,3.7754606,101.66,100,3.7754606,101.66,100,3.7123201,103.11,100,3.7123201,103.11,100,3.7123201,103.11,100,3.7754606,101.66,100,3.7754606,101.66,100,3.7754606,101.66,100
52218,4.1696621,103.11,100,4.1696621,103.11,100,4.1696621,103.11,100,4.1696621,103.11,100,4.1696621,103.11,100,4.2027682,101.66,100,4.2027682,101.66,100,4.2027682,101.66,100,4.2027682,101.66,100,4.2027682,101.66,100,4.1696621,103.11,100,4.1696621,103.11,100,4.1696621,103.11,100,4.2027682,101.66,100,4.2027682,101.66,100,4.2027682,101.66,100
52219,4.4686409,103.11,100,4.4686409,103.11,100,4.4686409,103.11,100,4.4686409,103.11,100,4.4686409,103.11,100,4.5171055,101.66,100,4.5171055,101.66,100,4.5171055,101.66,100,4.5171055,101.66,100,4.5171055,101.66,100,4.4686409,103.11,100,4.4686409,103.11,100,4.4686409,103.11,100,4.5171055,101.66,100,4.5171055,101.66,100,4.5171055,101.66,100
52220,6.5986942,103.11,100,6.5986942,103.11,100,6.5986942,103.11,100,6.5986942,103.11,100,6.5986942,103.11,100,6.5577382,101.66,100,6.5577382,101.66,100,6.5577382,101.66,100,6.5577382,101.66,100,6.5577382,101.66,100,6.5986942,103.11,100,6.5986942,103.11,100,6.5986942,103.11,100,6.5577382,101.66,100,6.5577382,101.66,100,6.5577382,101.66,100
52221,5.7164337,103.11,100,5.7164337,103.11,100,5.7164337,103.11,100,5.7164337,103.11,100,5.7164337,103.11,100,5.66558,101.66,100,5.66558,101.66,100,5.66558,101.66,100,5.66558,101.66,100,5.66558,101.66,100,5.7164337,103.11,100,5.7164337,103.11,100,5.7164337,103.11,100,5.66558,101.66,100,5.66558,101.66,100,5.66558,101.66,100
52222,4.6935576,103.11,100,4.6935576,103.11,100,4.6935576,103.11,100,4.6935576,103.11,100,4.6935576,103.11,100,4.6652297,101.66,100,4.6652297,101.66,100,4.6652297,101.66,100,4.6652297,101.66,100,4.6652297,101.66,100,4.6935576,103.11,100,4.6935576,103.11,100,4.6935576,103.11,100,4.6652297,101.66,100,4.6652297,101.66,100,4.6652297,101.66,100
52223,4.1392864,103.11,100,4.1392864,103.11,100,4.1392864,103.11,100,4.1392864,103.11,100,4.1392864,103.11,100,4.105839,101.66,100,4.105839,101.66,100,4.105839,101.66,100,4.105839,101.66,100,4.105839,101.66,100,4.1392864,103.11,100,4.1392864,103.11,100,4.1392864,103.11,100,4.105839,101.66,100,4.105839,101.66,100,4.105839,101.66,100
52224,4.1379212,103.11,100,4.1379212,103.11,100,4.1379212,103.11,100,4.1379212,103.11,100,4.1379212,103.11,100,4.0897979,101.66,100,4.0897979,101.66,100,4.0897979,101.66,100,4.0897979,101.66,100,4.0897979,101.66,100,4.1379212,103.11,100,4.1379212,103.11,100,4.1379212,103.11,100,4.0897979,101.66,100,4.0897979,101.66,100,4.0897979,101.66,100
52301,4.0935522,103.11,100,4.0935522,103.11,100,4.0935522,103.11,100,4.0935522,103.11,100,4.0935522,103.11,100,4.0474767,101.66,100,4.0474767,101.66,100,4.0474767,101.66,100,4.0474767,101.66,100,4.0474767,101.66,100,4.0935522,103.11,100,4.0935522,103.11,100,4.0935522,103.11,100,4.0474767,101.66,100,4.0474767,101.66,100,4.0474767,101.66,100
52302,3.9075437,103.11,100,3.9075437,103.11,100,3.9075437,103.11,100,3.9075437,103.11,100,3.9075437,103.11,100,3.8730724,101.66,100,3.8730724,101.66,100,3.8730724,101.66,100,3.8730724,101.66,100,3.8730724,101.66,100,3.9075437,103.11,100,3.9075437,103.11,100,3.9075437,103.11,100,3.8730724,101.66,100,3.8730724,101.66,100,3.8730724,101.66,100
52303,3.7921843,103.11,100,3.7921843,103.11,100,3.7921843,103.11,100,3.7921843,103.11,100,3.7921843,103.11,100,3.7805801,101.66,100,3.7805801,101.66,100,3.7805801,101.66,100,3.7805801,101.66,100,3.7805801,101.66,100,3.7921843,103.11,100,3.7921843,103.11,100,3.7921843,103.11,100,3.7805801,101.66,100,3.7805801,101.66,100,3.7805801,101.66,100
52304,3.7072006,103.11,100,3.7072006,103.11,100,3.7072006,103.11,100,3.7072006,103.11,100,3.7072006,103.11,100,3.7048115,101.66,100,3.7048115,101.66,100,3.7048115,101.66,100,3.7048115,101.66,100,3.7048115,101.66,100,3.7072006,103.11,100,3.7072006,103.11,100,3.7072006,103.11,100,3.7048115,101.66,100,3.7048115,101.66,100,3.7048115,101.66,100
52305,3.7044702,103.11,100,3.7044702,103.11,100,3.7044702,103.11,100,3.7044702,103.11,100,3.7044702,103.11,100,3.706518,101.66,100,3.706518,101.66,100,3.706518,101.66,100,3.706518,101.66,100,3.706518,101.66,100,3.7044702,103.11,100,3.7044702,103.11,100,3.7044702,103.11,100,3.706518,101.66,100,3.706518,101.66,100,3.706518,101.66,100
52306,3.6839922,103.11,100,3.6839922,103.11,100,3.6839922,103.11,100,3.6839922,103.11,100,3.6839922,103.11,100,3.6819444,101.66,100,3.6819444,101.66,100,3.6819444,101.66,100,3.6819444,101.66,100,3.6819444,101.66,100,3.6839922,103.11,100,3.6839922,103.11,100,3.6839922,103.11,100,3.6819444,101.66,100,3.6819444,101.66,100,3.6819444,101.66,100
52307,3.2802343,103.11,100,3.2802343,103.11,100,3.2802343,103.11,100,3.2802343,103.11,100,3.2802343,103.11,100,3.3420096,101.66,100,3.3420096,101.66,100,3.3420096,101.66,100,3.3420096,101.66,100,3.3420096,101.66,100,3.2802343,103.11,100,3.2802343,103.11,100,3.2802343,103.11,100,3.3420096,101.66,100,3.3420096,101.66,100,3.3420096,101.66,100
52308,0.979531,103.11,100,0.979531,103.11,100,0.979531,103.11,100,0.979531,103.11,100,0.979531,103.11,100,1.0713407,101.66,100,1.0713407,101.66,100,1.0713407,101.66,100,1.0713407,101.66,100,1.0713407,101.66,100,0.979531,103.11,100,0.979531,103.11,100,0.979531,103.11,100,1.0713407,101.66,100,1.0713407,101.66,100,1.0713407,101.66,100
52309,0.0266214,103.11,100,0.0266214,103.11,100,0.0266214,103.11,100,0.0266214,103.11,100,0.0266214,103.11,100,0.1283288,101.66,100,0.1283288,101.66,100,0.1283288,101.66,100,0.1283288,101.66,100,0.1283288,101.66,100,0.0266214,103.11,100,0.0266214,103.11,100,0.0266214,103.11,100,0.1283288,101.66,100,0.1283288,101.66,100,0.1283288,101.66,100
52310,0,103.11,100,0,103.11,100,0,103.11,100,0,103.11,100,0,103.11,100,0,101.66,100,0,101.66,100,0,101.66,100,0,101.66,100,0,101.66,100,0,103.11,100,0,103.11,100,0,103.11,100,0,101.66,100,0,101.66,100,0,101.66,100
52311,0,103.11,100,0,103.11,100,0,103.11,100,0,103.11,100,0,103.11,100,0,101.66,100,0,101.66,100,0,101.66,100,0,101.66,100,0,101.66,100,0,103.11,100,0,103.11,100,0,103.11,100,0,101.66,100,0,101.66,100,0,101.66,100
52312,0,103.11,100,0,103.11,100,0,103.11,100,0,103.11,100,0,103.11,100,0.0436864,101.66,100,0.0436864,101.66,100,0.0436864,101.66,100,0.0436864,101.66,100,0.0436864,101.66,100,0,103.11,100,0,103.11,100,0,103.11,100,0.0436864,101.66,100,0.0436864,101.66,100,0.0436864,101.66,100
52313,0,103.11,100,0,103.11,100,0,103.11,100,0,103.11,100,0,103.11,100,0.0037543,101.66,100,0.0037543,101.66,100,0.0037543,101.66,100,0.0037543,101.66,100,0.0037543,101.66,100,0,103.11,100,0,103.11,100,0,103.11,100,0.0037543,101.66,100,0.0037543,101.66,100,0.0037543,101.66,100
52314,0.0952227,103.11,100,0.0952227,103.11,100,0.0952227,103.11,100,0.0952227,103.11,100,0.0952227,103.11,100,0.1324244,101.66,100,0.1324244,101.66,100,0.1324244,101.66,100,0.1324244,101.66,100,0.1324244,101.66,100,0.0952227,103.11,100,0.0952227,103.11,100,0.0952227,103.11,100,0.1324244,101.66,100,0.1324244,101.66,100,0.1324244,101.66,100
52315,0.2610945,103.11,100,0.2610945,103.11,100,0.2610945,103.11,100,0.2610945,103.11,100,0.2610945,103.11,100,0.2972723,101.66,100,0.2972723,101.66,100,0.2972723,101.66,100,0.2972723,101.66,100,0.2972723,101.66,100,0.2610945,103.11,100,0.2610945,103.11,100,0.2610945,103.11,100,0.2972723,101.66,100,0.2972723,101.66,100,0.2972723,101.66,100
52316,0.9170731,103.11,100,0.9170731,103.11,100,0.9170731,103.11,100,0.9170731,103.11,100,0.9170731,103.11,100,0.9549574,101.66,100,0.9549574,101.66,100,0.9549574,101.66,100,0.9549574,101.66,100,0.9549574,101.66,100,0.9170731,103.11,100,0.9170731,103.11,100,0.9170731,103.11,100,0.9549574,101.66,100,0.9549574,101.66,100,0.9549574,101.66,100
52317,2.382274,103.11,100,2.382274,103.11,100,2.382274,103.11,100,2.382274,103.11,100,2.382274,103.11,100,2.4522405,101.66,100,2.4522405,101.66,100,2.4522405,101.66,100,2.4522405,101.66,100,2.4522405,101.66,100,2.382274,103.11,100,2.382274,103.11,100,2.382274,103.11,100,2.4522405,101.66,100,2.4522405,101.66,100,2.4522405,101.66,100
52318,3.9976469,103.11,100,3.9976469,103.11,100,3.9976469,103.11,100,3.9976469,103.11,100,3.9976469,103.11,100,3.9099328,101.66,100,3.9099328,101.66,100,3.9099328,101.66,100,3.9099328,101.66,100,3.9099328,101.66,100,3.9976469,103.11,100,3.9976469,103.11,100,3.9976469,103.11,100,3.9099328,101.66,100,3.9099328,101.66,100,3.9099328,101.66,100
52319,4.273076,103.11,100,4.273076,103.11,100,4.273076,103.11,100,4.273076,103.11,100,4.273076,103.11,100,4.1420168,101.66,100,4.1420168,101.66,100,4.1420168,101.66,100,4.1420168,101.66,100,4.1420168,101.66,100,4.273076,103.11,100,4.273076,103.11,100,4.273076,103.11,100,4.1420168,101.66,100,4.1420168,101.66,100,4.1420168,101.66,100
52320,5.6795733,103.11,100,5.6795733,103.11,100,5.6795733,103.11,100,5.6795733,103.11,100,5.6795733,103.11,100,5.8416908,101.66,100,5.8416908,101.66,100,5.8416908,101.66,100,5.8416908,101.66,100,5.8416908,101.66,100,5.6795733,103.11,100,5.6795733,103.11,100,5.6795733,103.11,100,5.8416908,101.66,100,5.8416908,101.66,100,5.8416908,101.66,100
52321,4.9256416,103.11,100,4.9256416,103.11,100,4.9256416,103.11,100,4.9256416,103.11,100,4.9256416,103.11,100,5.0969742,101.66,100,5.0969742,101.66,100,5.0969742,101.66,100,5.0969742,101.66,100,5.0969742,101.66,100,4.9256416,103.11,100,4.9256416,103.11,100,4.9256416,103.11,100,5.0969742,101.66,100,5.0969742,101.66,100,5.0969742,101.66,100
52322,4.2433829,103.11,100,4.2433829,103.11,100,4.2433829,103.11,100,4.2433829,103.11,100,4.2433829,103.11,100,4.1635187,101.66,100,4.1635187,101.66,100,4.1635187,101.66,100,4.1635187,101.66,100,4.1635187,101.66,100,4.2433829,103.11,100,4.2433829,103.11,100,4.2433829,103.11,100,4.1635187,101.66,100,4.1635187,101.66,100,4.1635187,101.66,100
52323,4.2413351,103.11,100,4.2413351,103.11,100,4.2413351,103.11,100,4.2413351,103.11,100,4.2413351,103.11,100,4.146795,101.66,100,4.146795,101.66,100,4.146795,101.66,100,4.146795,101.66,100,4.146795,101.66,100,4.2413351,103.11,100,4.2413351,103.11,100,4.2413351,103.11,100,4.146795,101.66,100,4.146795,101.66,100,4.146795,101.66,100
52324,4.1041325,103.11,100,4.1041325,103.11,100,4.1041325,103.11,100,4.1041325,103.11,100,4.1041325,103.11,100,4.0386029,101.66,100,4.0386029,101.66,100,4.0386029,101.66,100,4.0386029,101.66,100,4.0386029,101.66,100,4.1041325,103.11,100,4.1041325,103.11,100,4.1041325,103.11,100,4.0386029,101.66,100,4.0386029,101.66,100,4.0386029,101.66,100
52401,4.7921933,103.11,100,4.7921933,103.11,100,4.7921933,103.11,100,4.7921933,103.11,100,4.7921933,103.11,100,4.6611341,101.66,100,4.6611341,101.66,100,4.6611341,101.66,100,4.6611341,101.66,100,4.6611341,101.66,100,4.7921933,103.11,100,4.7921933,103.11,100,4.7921933,103.11,100,4.6611341,101.66,100,4.6611341,101.66,100,4.6611341,101.66,100
52402,4.7928759,103.11,100,4.7928759,103.11,100,4.7928759,103.11,100,4.7928759,103.11,100,4.7928759,103.11,100,4.6584037,101.66,100,4.6584037,101.66,100,4.6584037,101.66,100,4.6584037,101.66,100,4.6584037,101.66,100,4.7928759,103.11,100,4.7928759,103.11,100,4.7928759,103.11,100,4.6584037,101.66,100,4.6584037,101.66,100,4.6584037,101.66,100
52403,4.7935585,103.11,100,4.7935585,103.11,100,4.7935585,103.11,100,4.7935585,103.11,100,4.7935585,103.11,100,4.6566972,101.66,100,4.6566972,101.66,100,4.6566972,101.66,100,4.6566972,101.66,100,4.6566972,101.66,100,4.7935585,103.11,100,4.7935585,103.11,100,4.7935585,103.11,100,4.6566972,101.66,100,4.6566972,101.66,100,4.6566972,101.66,100
52404,4.7942411,103.11,100,4.7942411,103.11,100,4.7942411,103.11,100,4.7942411,103.11,100,4.7942411,103.11,100,4.6536255,101.66,100,4.6536255,101.66,100,4.6536255,101.66,100,4.6536255,101.66,100,4.6536255,101.66,100,4.7942411,103.11,100,4.7942411,103.11,100,4.7942411,103.11,100,4.6536255,101.66,100,4.6536255,101.66,100,4.6536255,101.66,100
52405,4.7925346,103.11,100,4.7925346,103.11,100,4.7925346,103.11,100,4.7925346,103.11,100,4.7925346,103.11,100,4.6584037,101.66,100,4.6584037,101.66,100,4.6584037,101.66,100,4.6584037,101.66,100,4.6584037,101.66,100,4.7925346,103.11,100,4.7925346,103.11,100,4.7925346,103.11,100,4.6584037,101.66,100,4.6584037,101.66,100,4.6584037,101.66,100
52406,4.7925346,103.11,100,4.7925346,103.11,100,4.7925346,103.11,100,4.7925346,103.11,100,4.7925346,103.11,100,4.6590863,101.66,100,4.6590863,101.66,100,4.6590863,101.66,100,4.6590863,101.66,100,4.6590863,101.66,100,4.7925346,103.11,100,4.7925346,103.11,100,4.7925346,103.11,100,4.6590863,101.66,100,4.6590863,101.66,100,4.6590863,101.66,100
52407,4.2829737,103.11,100,4.2829737,103.11,100,4.2829737,103.11,100,4.2829737,103.11,100,4.2829737,103.11,100,4.2072051,101.66,100,4.2072051,101.66,100,4.2072051,101.66,100,4.2072051,101.66,100,4.2072051,101.66,100,4.2829737,103.11,100,4.2829737,103.11,100,4.2829737,103.11,100,4.2072051,101.66,100,4.2072051,101.66,100,4.2072051,101.66,100
52408,1.5082047,103.11,100,1.5082047,103.11,100,1.5082047,103.11,100,1.5082047,103.11,100,1.5082047,103.11,100,1.5771473,101.66,100,1.5771473,101.66,100,1.5771473,101.66,100,1.5771473,101.66,100,1.5771473,101.66,100,1.5082047,103.11,100,1.5082047,103.11,100,1.5082047,103.11,100,1.5771473,101.66,100,1.5771473,101.66,100,1.5771473,101.66,100
52409,0.1781586,103.11,100,0.1781586,103.11,100,0.1781586,103.11,100,0.1781586,103.11,100,0.1781586,103.11,100,0.2679205,101.66,100,0.2679205,101.66,100,0.2679205,101.66,100,0.2679205,101.66,100,0.2679205,101.66,100,0.1781586,103.11,100,0.1781586,103.11,100,0.1781586,103.11,100,0.2679205,101.66,100,0.2679205,101.66,100,0.2679205,101.66,100
52410,0.1788412,103.11,100,0.1788412,103.11,100,0.1788412,103.11,100,0.1788412,103.11,100,0.1788412,103.11,100,0.2771356,101.66,100,0.2771356,101.66,100,0.2771356,101.66,100,0.2771356,101.66,100,0.2771356,101.66,100,0.1788412,103.11,100,0.1788412,103.11,100,0.1788412,103.11,100,0.2771356,101.66,100,0.2771356,101.66,100,0.2771356,101.66,100
