;,B,B,B,C,C,C,D,D,D,E,E,E,F,F,F,G,G,G,H,H,H,I,I,I,J,J,J,K,K,K,L,L,L,M,M,M,N,N,N,O,O,O,P,P,P,Q,Q,Q
;,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
;,CZ:,1,,CZ:,2,,CZ:,3,,CZ:,4,,CZ:,5,,CZ:,6,,CZ:,7,,CZ:,8,,CZ:,9,,CZ:,10,,CZ:,11,,CZ:,12,,CZ:,13,,CZ:,14,,CZ:,15,,CZ:,16,
;,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane
; MoDaHr,kTDV/kWh,kTDV/thrm,kTDV/thrm,kTDV/kWh,kTDV/thrm,kTDV/thrm,kTDV/kWh,kTDV/thrm,kTDV/thrm,kTDV/kWh,kTDV/thrm,kTDV/thrm,kTDV/kWh,kTDV/thrm,kTDV/thrm,kTDV/kWh,kTDV/thrm,kTDV/thrm,kTDV/kWh,kTDV/thrm,kTDV/thrm,kTDV/kWh,kTDV/thrm,kTDV/thrm,kTDV/kWh,kTDV/thrm,kTDV/thrm,kTDV/kWh,kTDV/thrm,kTDV/thrm,kTDV/kWh,kTDV/thrm,kTDV/thrm,kTDV/kWh,kTDV/thrm,kTDV/thrm,kTDV/kWh,kTDV/thrm,kTDV/thrm,kTDV/kWh,kTDV/thrm,kTDV/thrm,kTDV/kWh,kTDV/thrm,kTDV/thrm,kTDV/kWh,kTDV/thrm,kTDV/thrm
61015,19.2520504,223.71,379.13,19.017236,223.71,379.13,19.1909577,223.71,379.13,19.0281576,223.71,379.13,19.1633124,223.71,379.13,18.604263,223.82,379.13,19.2100705,223.5,379.13,18.2701303,223.82,379.13,18.1455558,223.82,379.13,18.1687642,223.82,379.13,18.9499999,223.71,379.13,18.9790104,223.71,379.13,19.1284998,223.71,379.13,18.3172297,223.82,379.13,18.4056264,223.82,379.13,19.437035,223.82,379.13
61016,22.092349,223.71,379.13,21.8571933,223.71,379.13,22.030915,223.71,379.13,21.8681149,223.71,379.13,22.0032697,223.71,379.13,21.4363704,223.82,379.13,22.0363758,223.5,379.13,21.1022377,223.82,379.13,20.9776632,223.82,379.13,21.0008716,223.82,379.13,21.7902985,223.71,379.13,21.8189677,223.71,379.13,21.9687984,223.71,379.13,21.1493371,223.82,379.13,21.2377338,223.82,379.13,22.2691424,223.82,379.13
61017,24.167453,223.71,379.13,23.9322973,223.71,379.13,44.6935763,223.71,379.13,23.9432189,223.71,379.13,24.078715,223.71,379.13,23.2899707,223.82,379.13,23.8869044,223.5,379.13,22.955838,223.82,379.13,22.8312635,223.82,379.13,22.8544719,223.82,379.13,23.8654025,223.71,379.13,23.894413,223.71,379.13,24.0439024,223.71,379.13,23.0032787,223.82,379.13,23.0913341,223.82,379.13,24.123084,223.82,379.13
61018,26.3162778,223.71,379.13,104.5719309,223.71,379.13,108.1665025,223.71,379.13,26.0920437,223.71,379.13,26.2275398,223.71,379.13,24.7364001,223.82,379.13,25.3309447,223.5,379.13,24.4022674,223.82,379.13,24.2776929,223.82,379.13,24.3012426,223.82,379.13,26.0142273,223.71,379.13,26.0432378,223.71,379.13,26.1927272,223.71,379.13,24.4497081,223.82,379.13,24.5377635,223.82,379.13,25.5695134,223.82,379.13
61019,26.3548447,223.71,379.13,112.4655173,223.71,379.13,203.3134339,223.71,379.13,26.1306106,223.71,379.13,43.7109736,223.71,379.13,25.3862353,223.82,379.13,25.9794147,223.5,379.13,25.0517613,223.82,379.13,24.9271868,223.82,379.13,24.9507365,223.82,379.13,26.0527942,223.71,379.13,26.0814634,223.71,379.13,26.2312941,223.71,379.13,25.099202,223.82,379.13,25.1872574,223.82,379.13,26.2190073,223.82,379.13
61020,27.2927371,223.71,379.13,168.1513427,223.71,379.13,325.5414964,223.71,379.13,27.068503,223.71,379.13,44.3853824,223.71,379.13,26.3111583,223.82,379.13,26.9074094,223.5,379.13,25.9770256,223.82,379.13,25.8524511,223.82,379.13,25.8756595,223.82,379.13,26.9906866,223.71,379.13,27.0193558,223.71,379.13,27.1691865,223.71,379.13,26.0244663,223.82,379.13,26.1125217,223.82,379.13,27.1439303,223.82,379.13
61021,27.0869332,223.71,379.13,85.0581034,223.71,379.13,309.9597862,223.71,379.13,26.8626991,223.71,379.13,26.9978539,223.71,379.13,26.157232,223.82,379.13,26.7534831,223.5,379.13,25.8230993,223.82,379.13,25.6985248,223.82,379.13,25.7217332,223.82,379.13,26.7848827,223.71,379.13,26.8135519,223.71,379.13,26.9633826,223.71,379.13,25.8701987,223.82,379.13,25.9585954,223.82,379.13,26.990004,223.82,379.13
61022,26.1002349,223.71,379.13,25.8654205,223.71,379.13,195.3461267,223.71,379.13,25.8763421,223.71,379.13,26.0114969,223.71,379.13,25.1466427,223.82,379.13,25.7302657,223.5,379.13,24.81251,223.82,379.13,24.6879355,223.82,379.13,24.7111439,223.82,379.13,25.7981844,223.71,379.13,25.8271949,223.71,379.13,25.9766843,223.71,379.13,24.8596094,223.82,379.13,24.9480061,223.82,379.13,25.9794147,223.82,379.13
61023,26.0289032,223.71,379.13,25.7937475,223.71,379.13,25.9674692,223.71,379.13,25.8046691,223.71,379.13,25.9398239,223.71,379.13,25.1131953,223.82,379.13,25.696477,223.5,379.13,24.7790626,223.82,379.13,24.6544881,223.82,379.13,24.6776965,223.82,379.13,25.7268527,223.71,379.13,25.7555219,223.71,379.13,25.9053526,223.71,379.13,24.826162,223.82,379.13,24.9145587,223.82,379.13,25.9459673,223.82,379.13
61024,26.0200294,223.71,379.13,25.7848737,223.71,379.13,25.9585954,223.71,379.13,25.7957953,223.71,379.13,25.9309501,223.71,379.13,25.0773588,223.82,379.13,25.6609818,223.5,379.13,24.7432261,223.82,379.13,24.6186516,223.82,379.13,24.64186,223.82,379.13,25.7179789,223.71,379.13,25.7466481,223.71,379.13,25.8964788,223.71,379.13,24.7903255,223.82,379.13,24.8787222,223.82,379.13,25.9101308,223.82,379.13
61101,23.9507275,223.71,379.13,23.7159131,223.71,379.13,23.8896348,223.71,379.13,23.7268347,223.71,379.13,23.8619895,223.71,379.13,22.9165885,223.82,379.13,23.5056723,223.5,379.13,22.5824558,223.82,379.13,22.4578813,223.82,379.13,22.4810897,223.82,379.13,23.648677,223.71,379.13,23.6776875,223.71,379.13,23.8271769,223.71,379.13,22.6295552,223.82,379.13,22.7179519,223.82,379.13,23.7493605,223.82,379.13
61102,23.9517514,223.71,379.13,23.716937,223.71,379.13,23.8906587,223.71,379.13,23.7278586,223.71,379.13,23.8630134,223.71,379.13,22.9179537,223.82,379.13,23.5070375,223.5,379.13,22.583821,223.82,379.13,22.4592465,223.82,379.13,22.4824549,223.82,379.13,23.6497009,223.71,379.13,23.6787114,223.71,379.13,23.8282008,223.71,379.13,22.6309204,223.82,379.13,22.7193171,223.82,379.13,23.7507257,223.82,379.13
61103,23.9531166,223.71,379.13,23.7179609,223.71,379.13,23.8916826,223.71,379.13,23.7288825,223.71,379.13,23.8640373,223.71,379.13,22.9152233,223.82,379.13,23.5043071,223.5,379.13,22.5810906,223.82,379.13,22.4565161,223.82,379.13,22.4797245,223.82,379.13,23.6507248,223.71,379.13,23.6797353,223.71,379.13,23.829566,223.71,379.13,22.62819,223.82,379.13,22.7165867,223.82,379.13,23.7479953,223.82,379.13
61104,23.9534579,223.71,379.13,23.7183022,223.71,379.13,23.8920239,223.71,379.13,23.7292238,223.71,379.13,23.8643786,223.71,379.13,22.9124929,223.82,379.13,23.5015767,223.5,379.13,22.5783602,223.82,379.13,22.4537857,223.82,379.13,22.4769941,223.82,379.13,23.6514074,223.71,379.13,23.6800766,223.71,379.13,23.8299073,223.71,379.13,22.6258009,223.82,379.13,22.7138563,223.82,379.13,23.7452649,223.82,379.13
61105,23.9578948,223.71,379.13,23.7227391,223.71,379.13,23.8964608,223.71,379.13,23.7336607,223.71,379.13,23.8688155,223.71,379.13,22.908056,223.82,379.13,23.4971398,223.5,379.13,22.5739233,223.82,379.13,22.4493488,223.82,379.13,22.4725572,223.82,379.13,23.655503,223.71,379.13,23.6845135,223.71,379.13,23.8343442,223.71,379.13,22.621364,223.82,379.13,22.7094194,223.82,379.13,23.7411693,223.82,379.13
61106,23.9630143,223.71,379.13,23.7281999,223.71,379.13,23.9019216,223.71,379.13,23.7391215,223.71,379.13,23.8742763,223.71,379.13,23.0159068,223.82,379.13,23.6046493,223.5,379.13,22.6817741,223.82,379.13,22.5571996,223.82,379.13,22.580408,223.82,379.13,23.6609638,223.71,379.13,23.6899743,223.71,379.13,23.8394637,223.71,379.13,22.7288735,223.82,379.13,22.8172702,223.82,379.13,23.8486788,223.82,379.13
61107,23.9677925,223.71,379.13,23.7326368,223.71,379.13,23.9063585,223.71,379.13,23.7435584,223.71,379.13,23.8787132,223.71,379.13,22.8933801,223.82,379.13,23.4824639,223.5,379.13,22.5592474,223.82,379.13,22.4346729,223.82,379.13,22.4578813,223.82,379.13,23.665742,223.71,379.13,23.6944112,223.71,379.13,23.8442419,223.71,379.13,22.6063468,223.82,379.13,22.6947435,223.82,379.13,23.7261521,223.82,379.13
61108,22.8281918,223.71,379.13,22.5933774,223.71,379.13,22.7670991,223.71,379.13,22.604299,223.71,379.13,22.7394538,223.71,379.13,21.9172621,223.82,379.13,22.5186327,223.5,379.13,21.5827881,223.82,379.13,21.4582136,223.82,379.13,21.4817633,223.82,379.13,22.5261413,223.71,379.13,22.5551518,223.71,379.13,22.7046412,223.71,379.13,21.6302288,223.82,379.13,21.7182842,223.82,379.13,22.7500341,223.82,379.13
61109,18.0626199,223.71,379.13,17.8274642,223.71,379.13,18.0011859,223.71,379.13,17.8383858,223.71,379.13,17.9735406,223.71,379.13,17.5452091,223.82,379.13,18.1530644,223.5,379.13,17.2110764,223.82,379.13,17.0865019,223.82,379.13,17.1097103,223.82,379.13,17.7605694,223.71,379.13,17.7892386,223.71,379.13,17.9390693,223.71,379.13,17.2585171,223.82,379.13,17.3465725,223.82,379.13,18.3783224,223.82,379.13
61110,16.8946913,223.71,379.13,16.6598769,223.71,379.13,16.8335986,223.71,379.13,16.6707985,223.71,379.13,16.8059533,223.71,379.13,16.5168722,223.82,379.13,17.1260927,223.5,379.13,16.1827395,223.82,379.13,16.0578237,223.82,379.13,16.0813734,223.82,379.13,16.5926408,223.71,379.13,16.6216513,223.71,379.13,16.771482,223.71,379.13,16.2298389,223.82,379.13,16.3182356,223.82,379.13,17.3496442,223.82,379.13
61111,16.0533868,223.71,379.13,15.8185724,223.71,379.13,15.9922941,223.71,379.13,15.829494,223.71,379.13,15.9646488,223.71,379.13,15.6684004,223.82,379.13,16.2789861,223.5,379.13,15.3342677,223.82,379.13,15.2096932,223.82,379.13,15.2332429,223.82,379.13,15.7513363,223.71,379.13,15.7803468,223.71,379.13,15.9298362,223.71,379.13,15.3817084,223.82,379.13,15.4697638,223.82,379.13,16.5015137,223.82,379.13
61112,16.2957098,223.71,379.13,16.0605541,223.71,379.13,16.2342758,223.71,379.13,16.0714757,223.71,379.13,16.2066305,223.71,379.13,15.9117473,223.82,379.13,16.5219917,223.5,379.13,15.5776146,223.82,379.13,15.4530401,223.82,379.13,15.4762485,223.82,379.13,15.9936593,223.71,379.13,16.0223285,223.71,379.13,16.1721592,223.71,379.13,15.6250553,223.82,379.13,15.7131107,223.82,379.13,16.7448606,223.82,379.13
61113,16.82609,223.71,379.13,16.5909343,223.71,379.13,16.764656,223.71,379.13,16.6018559,223.71,379.13,16.7370107,223.71,379.13,16.4254038,223.82,379.13,17.0349656,223.5,379.13,16.0912711,223.82,379.13,15.9666966,223.82,379.13,15.989905,223.82,379.13,16.5240395,223.71,379.13,16.5527087,223.71,379.13,16.7025394,223.71,379.13,16.1383705,223.82,379.13,16.2267672,223.82,379.13,17.2581758,223.82,379.13
61114,17.8994785,223.71,379.13,17.6646641,223.71,379.13,17.8383858,223.71,379.13,17.6755857,223.71,379.13,17.8107405,223.71,379.13,17.2981079,223.82,379.13,17.9056219,223.5,379.13,16.9639752,223.82,379.13,16.8390594,223.82,379.13,16.8626091,223.82,379.13,17.597428,223.71,379.13,17.6264385,223.71,379.13,17.7762692,223.71,379.13,17.0110746,223.82,379.13,17.0994713,223.82,379.13,18.1308799,223.82,379.13
61115,18.9196242,223.71,379.13,18.6848098,223.71,379.13,18.8585315,223.71,379.13,18.6957314,223.71,379.13,18.8308862,223.71,379.13,18.3083559,223.82,379.13,18.9138221,223.5,379.13,17.9742232,223.82,379.13,17.8493074,223.82,379.13,17.8728571,223.82,379.13,18.6175737,223.71,379.13,18.6465842,223.71,379.13,18.7964149,223.71,379.13,18.0213226,223.82,379.13,18.109378,223.82,379.13,19.1411279,223.82,379.13
61116,21.4670874,223.71,379.13,21.2319317,223.71,379.13,21.4056534,223.71,379.13,21.2428533,223.71,379.13,21.3780081,223.71,379.13,20.7725419,223.82,379.13,21.3739125,223.5,379.13,20.4384092,223.82,379.13,20.3138347,223.82,379.13,20.3370431,223.82,379.13,21.1650369,223.71,379.13,21.1937061,223.71,379.13,21.3435368,223.71,379.13,20.4855086,223.82,379.13,20.5739053,223.82,379.13,21.6053139,223.82,379.13
61117,23.5213721,223.71,379.13,23.2862164,223.71,379.13,23.4599381,223.71,379.13,23.297138,223.71,379.13,23.4322928,223.71,379.13,21.761288,223.82,379.13,22.3609521,223.5,379.13,21.4271553,223.82,379.13,21.3025808,223.82,379.13,21.3257892,223.82,379.13,23.2193216,223.71,379.13,23.2479908,223.71,379.13,23.3978215,223.71,379.13,21.4742547,223.82,379.13,21.5626514,223.82,379.13,22.59406,223.82,379.13
61118,24.0520936,223.71,379.13,23.8172792,223.71,379.13,31.1262187,223.71,379.13,23.8282008,223.71,379.13,23.9633556,223.71,379.13,22.9483294,223.82,379.13,23.5452631,223.5,379.13,22.6141967,223.82,379.13,22.4896222,223.82,379.13,22.5128306,223.82,379.13,23.7500431,223.71,379.13,23.7790536,223.71,379.13,23.9288843,223.71,379.13,22.6612961,223.82,379.13,22.7496928,223.82,379.13,23.7811014,223.82,379.13
61119,24.208409,223.71,379.13,23.9735946,223.71,379.13,24.1473163,223.71,379.13,23.9845162,223.71,379.13,24.119671,223.71,379.13,23.3377527,223.82,379.13,23.9343451,223.5,379.13,23.00362,223.82,379.13,22.8790455,223.82,379.13,22.9025952,223.82,379.13,23.9063585,223.71,379.13,23.935369,223.71,379.13,24.0848584,223.71,379.13,23.0510607,223.82,379.13,23.1391161,223.82,379.13,24.170866,223.82,379.13
61120,27.6275524,223.71,379.13,27.3923967,223.71,379.13,57.3083656,223.71,379.13,27.4033183,223.71,379.13,27.5384731,223.71,379.13,26.4835148,223.82,379.13,27.0797659,223.5,379.13,26.1493821,223.82,379.13,26.0248076,223.82,379.13,26.048016,223.82,379.13,27.3255019,223.71,379.13,27.3541711,223.71,379.13,27.5040018,223.71,379.13,26.1964815,223.82,379.13,26.2848782,223.82,379.13,27.3162868,223.82,379.13
61121,26.597509,223.71,379.13,26.3626946,223.71,379.13,39.1010345,223.71,379.13,26.3736162,223.71,379.13,26.508771,223.71,379.13,25.5794111,223.82,379.13,26.1763448,223.5,379.13,25.2452784,223.82,379.13,25.1207039,223.82,379.13,25.1439123,223.82,379.13,26.2954585,223.71,379.13,26.324469,223.71,379.13,26.4739584,223.71,379.13,25.2923778,223.82,379.13,25.3807745,223.82,379.13,26.4121831,223.82,379.13
61122,25.1258234,223.71,379.13,24.891009,223.71,379.13,25.0647307,223.71,379.13,24.9019306,223.71,379.13,25.0370854,223.71,379.13,24.1029473,223.82,379.13,24.6886181,223.5,379.13,23.7688146,223.82,379.13,23.6442401,223.82,379.13,23.6674485,223.82,379.13,24.8237729,223.71,379.13,24.8527834,223.71,379.13,25.0022728,223.71,379.13,23.815914,223.82,379.13,23.9043107,223.82,379.13,24.9357193,223.82,379.13
61123,23.952434,223.71,379.13,23.7172783,223.71,379.13,23.891,223.71,379.13,23.7281999,223.71,379.13,23.863696,223.71,379.13,23.075293,223.82,379.13,23.6636942,223.5,379.13,22.7411603,223.82,379.13,22.6165858,223.82,379.13,22.6397942,223.82,379.13,23.6503835,223.71,379.13,23.6790527,223.71,379.13,23.8288834,223.71,379.13,22.7882597,223.82,379.13,22.8766564,223.82,379.13,23.908065,223.82,379.13
61124,23.9367342,223.71,379.13,23.7019198,223.71,379.13,23.8756415,223.71,379.13,23.7128414,223.71,379.13,23.8479962,223.71,379.13,23.0404804,223.82,379.13,23.6292229,223.5,379.13,22.7063477,223.82,379.13,22.5817732,223.82,379.13,22.6053229,223.82,379.13,23.6346837,223.71,379.13,23.6636942,223.71,379.13,23.8135249,223.71,379.13,22.7537884,223.82,379.13,22.8418438,223.82,379.13,23.8735937,223.82,379.13
61201,25.5367486,223.71,379.13,25.3019342,223.71,379.13,25.4756559,223.71,379.13,25.3128558,223.71,379.13,25.4480106,223.71,379.13,24.5005618,223.82,379.13,25.0852087,223.5,379.13,24.1664291,223.82,379.13,24.0415133,223.82,379.13,24.065063,223.82,379.13,25.2346981,223.71,379.13,25.2637086,223.71,379.13,25.413198,223.71,379.13,24.2135285,223.82,379.13,24.3015839,223.82,379.13,25.3333338,223.82,379.13
61202,25.5445985,223.71,379.13,25.3094428,223.71,379.13,25.4831645,223.71,379.13,25.3203644,223.71,379.13,25.4555192,223.71,379.13,24.491688,223.82,379.13,25.0763349,223.5,379.13,24.1575553,223.82,379.13,24.0329808,223.82,379.13,24.0561892,223.82,379.13,25.2422067,223.71,379.13,25.2712172,223.71,379.13,25.4210479,223.71,379.13,24.2046547,223.82,379.13,24.2930514,223.82,379.13,25.32446,223.82,379.13
61203,25.5466463,223.71,379.13,25.3118319,223.71,379.13,25.4855536,223.71,379.13,25.3227535,223.71,379.13,25.4579083,223.71,379.13,24.5094356,223.82,379.13,25.0940825,223.5,379.13,24.1753029,223.82,379.13,24.0503871,223.82,379.13,24.0739368,223.82,379.13,25.2445958,223.71,379.13,25.2736063,223.71,379.13,25.4230957,223.71,379.13,24.2224023,223.82,379.13,24.310799,223.82,379.13,25.3422076,223.82,379.13
61204,25.553131,223.71,379.13,25.3179753,223.71,379.13,25.491697,223.71,379.13,25.3288969,223.71,379.13,25.464393,223.71,379.13,24.5773543,223.82,379.13,25.1616599,223.5,379.13,24.2432216,223.82,379.13,24.1186471,223.82,379.13,24.1418555,223.82,379.13,25.2510805,223.71,379.13,25.2797497,223.71,379.13,25.4295804,223.71,379.13,24.290321,223.82,379.13,24.3787177,223.82,379.13,25.4101263,223.82,379.13
61205,25.5732677,223.71,379.13,25.338112,223.71,379.13,25.5118337,223.71,379.13,25.3490336,223.71,379.13,25.4845297,223.71,379.13,24.6090952,223.82,379.13,25.1937421,223.5,379.13,24.2749625,223.82,379.13,24.150388,223.82,379.13,24.1735964,223.82,379.13,25.2712172,223.71,379.13,25.2998864,223.71,379.13,25.4497171,223.71,379.13,24.3220619,223.82,379.13,24.4104586,223.82,379.13,25.4418672,223.82,379.13
61206,25.5742916,223.71,379.13,25.3394772,223.71,379.13,25.5131989,223.71,379.13,25.3503988,223.71,379.13,25.4855536,223.71,379.13,24.74425,223.82,379.13,25.3285556,223.5,379.13,24.4101173,223.82,379.13,24.2855428,223.82,379.13,24.3087512,223.82,379.13,25.2722411,223.71,379.13,25.3012516,223.71,379.13,25.450741,223.71,379.13,24.457558,223.82,379.13,24.5456134,223.82,379.13,25.577022,223.82,379.13
61207,25.5712199,223.71,379.13,25.3360642,223.71,379.13,25.5097859,223.71,379.13,25.3469858,223.71,379.13,25.4821406,223.71,379.13,24.6326449,223.82,379.13,25.2169505,223.5,379.13,24.2985122,223.82,379.13,24.1735964,223.82,379.13,24.1971461,223.82,379.13,25.2688281,223.71,379.13,25.2978386,223.71,379.13,25.4476693,223.71,379.13,24.3456116,223.82,379.13,24.4340083,223.82,379.13,25.4654169,223.82,379.13
61208,22.7807511,223.71,379.13,22.5459367,223.71,379.13,22.7196584,223.71,379.13,22.5568583,223.71,379.13,22.6920131,223.71,379.13,21.624768,223.82,379.13,22.2264799,223.5,379.13,21.2906353,223.82,379.13,21.1657195,223.82,379.13,21.1892692,223.82,379.13,22.4787006,223.71,379.13,22.5077111,223.71,379.13,22.6572005,223.71,379.13,21.3377347,223.82,379.13,21.4257901,223.82,379.13,22.45754,223.82,379.13
61209,17.962619,223.71,379.13,17.7274633,223.71,379.13,17.901185,223.71,379.13,17.7383849,223.71,379.13,17.8735397,223.71,379.13,17.5493047,223.82,379.13,18.1568187,223.5,379.13,17.215172,223.82,379.13,17.0905975,223.82,379.13,17.1138059,223.82,379.13,17.6605685,223.71,379.13,17.6892377,223.71,379.13,17.8390684,223.71,379.13,17.2622714,223.82,379.13,17.3506681,223.82,379.13,18.3820767,223.82,379.13
61210,17.0066377,223.71,379.13,16.7718233,223.71,379.13,16.945545,223.71,379.13,16.7827449,223.71,379.13,16.9178997,223.71,379.13,16.6250643,223.82,379.13,17.2342848,223.5,379.13,16.2909316,223.82,379.13,16.1663571,223.82,379.13,16.1895655,223.82,379.13,16.7045872,223.71,379.13,16.7335977,223.71,379.13,16.8830871,223.71,379.13,16.3383723,223.82,379.13,16.4264277,223.82,379.13,17.4578363,223.82,379.13
61211,16.9530536,223.71,379.13,16.7178979,223.71,379.13,16.8916196,223.71,379.13,16.7288195,223.71,379.13,16.8643156,223.71,379.13,16.5711389,223.82,379.13,17.1800181,223.5,379.13,16.2370062,223.82,379.13,16.1124317,223.82,379.13,16.1356401,223.82,379.13,16.6510031,223.71,379.13,16.6796723,223.71,379.13,16.829503,223.71,379.13,16.2841056,223.82,379.13,16.3725023,223.82,379.13,17.4039109,223.82,379.13
61212,16.8731894,223.71,379.13,16.6380337,223.71,379.13,16.8117554,223.71,379.13,16.6489553,223.71,379.13,16.7841101,223.71,379.13,16.4957116,223.82,379.13,17.1049321,223.5,379.13,16.1615789,223.82,379.13,16.0370044,223.82,379.13,16.0602128,223.82,379.13,16.5707976,223.71,379.13,16.5998081,223.71,379.13,16.7496388,223.71,379.13,16.2090196,223.82,379.13,16.297075,223.82,379.13,17.3284836,223.82,379.13
61213,17.0257505,223.71,379.13,16.7905948,223.71,379.13,16.9643165,223.71,379.13,16.8015164,223.71,379.13,16.9366712,223.71,379.13,16.6288186,223.82,379.13,17.2376978,223.5,379.13,16.2946859,223.82,379.13,16.1701114,223.82,379.13,16.1933198,223.82,379.13,16.7233587,223.71,379.13,16.7523692,223.71,379.13,16.9021999,223.71,379.13,16.3417853,223.82,379.13,16.430182,223.82,379.13,17.4615906,223.82,379.13
61214,17.5626154,223.71,379.13,17.327801,223.71,379.13,17.5015227,223.71,379.13,17.3387226,223.71,379.13,17.4738774,223.71,379.13,17.0960583,223.82,379.13,17.7039136,223.5,379.13,16.7619256,223.82,379.13,16.6373511,223.82,379.13,16.6605595,223.82,379.13,17.2605649,223.71,379.13,17.2895754,223.71,379.13,17.4394061,223.71,379.13,16.809025,223.82,379.13,16.8974217,223.82,379.13,17.9288303,223.82,379.13
61215,19.785161,223.71,379.13,19.5503466,223.71,379.13,19.7240683,223.71,379.13,19.5612682,223.71,379.13,19.696423,223.71,379.13,19.1977837,223.82,379.13,19.802226,223.5,379.13,18.863651,223.82,379.13,18.7390765,223.82,379.13,18.7626262,223.82,379.13,19.4831105,223.71,379.13,19.512121,223.71,379.13,19.6616104,223.71,379.13,18.9110917,223.82,379.13,18.9991471,223.82,379.13,20.030897,223.82,379.13
61216,21.8995145,223.71,379.13,21.6647001,223.71,379.13,21.8384218,223.71,379.13,21.6756217,223.71,379.13,21.8107765,223.71,379.13,21.3479737,223.82,379.13,21.9479791,223.5,379.13,21.013841,223.82,379.13,20.8892665,223.82,379.13,20.9124749,223.82,379.13,21.597464,223.71,379.13,21.6264745,223.71,379.13,21.7759639,223.71,379.13,21.0609404,223.82,379.13,21.1493371,223.82,379.13,22.1807457,223.82,379.13
61217,23.949021,223.71,379.13,23.7138653,223.71,379.13,23.8879283,223.71,379.13,23.7251282,223.71,379.13,23.860283,223.71,379.13,23.1797308,223.82,379.13,23.7763232,223.5,379.13,22.8455981,223.82,379.13,22.7206823,223.82,379.13,22.744232,223.82,379.13,23.6469705,223.71,379.13,23.675981,223.71,379.13,23.8254704,223.71,379.13,22.8926975,223.82,379.13,22.9810942,223.82,379.13,24.0125028,223.82,379.13
61218,25.8162733,223.71,379.13,25.5814589,223.71,379.13,25.7551806,223.71,379.13,25.5923805,223.71,379.13,25.7275353,223.71,379.13,24.8333293,223.82,379.13,25.4275326,223.5,379.13,24.4991966,223.82,379.13,24.3746221,223.82,379.13,24.3978305,223.82,379.13,25.5142228,223.71,379.13,25.5432333,223.71,379.13,25.6927227,223.71,379.13,24.546296,223.82,379.13,24.6346927,223.82,379.13,25.6661013,223.82,379.13
61219,25.8186624,223.71,379.13,25.5835067,223.71,379.13,25.7572284,223.71,379.13,25.5944283,223.71,379.13,25.7299244,223.71,379.13,24.843227,223.82,379.13,25.4374303,223.5,379.13,24.5090943,223.82,379.13,24.3845198,223.82,379.13,24.4077282,223.82,379.13,25.5166119,223.71,379.13,25.5452811,223.71,379.13,25.6951118,223.71,379.13,24.5561937,223.82,379.13,24.6445904,223.82,379.13,25.675999,223.82,379.13
61220,29.1169856,223.71,379.13,28.8818299,223.71,379.13,29.0555516,223.71,379.13,28.8927515,223.71,379.13,29.0279063,223.71,379.13,28.3285826,223.82,379.13,28.9224446,223.5,379.13,27.9944499,223.82,379.13,27.8698754,223.82,379.13,27.8930838,223.82,379.13,28.8149351,223.71,379.13,28.8436043,223.71,379.13,28.993435,223.71,379.13,28.0415493,223.82,379.13,28.129946,223.82,379.13,29.1613546,223.82,379.13
61221,28.1111745,223.71,379.13,27.8760188,223.71,379.13,28.0497405,223.71,379.13,27.8869404,223.71,379.13,28.0220952,223.71,379.13,27.4275506,223.82,379.13,28.0224365,223.5,379.13,27.0934179,223.82,379.13,26.9688434,223.82,379.13,26.9920518,223.82,379.13,27.8087827,223.71,379.13,27.8377932,223.71,379.13,27.9876239,223.71,379.13,27.1405173,223.82,379.13,27.228914,223.82,379.13,28.2603226,223.82,379.13
61222,25.8289014,223.71,379.13,25.5937457,223.71,379.13,25.7674674,223.71,379.13,25.6046673,223.71,379.13,25.7401634,223.71,379.13,25.1746293,223.82,379.13,25.7582523,223.5,379.13,24.8404966,223.82,379.13,24.7159221,223.82,379.13,24.7391305,223.82,379.13,25.5268509,223.71,379.13,25.5558614,223.71,379.13,25.7053508,223.71,379.13,24.887596,223.82,379.13,24.9759927,223.82,379.13,26.0074013,223.82,379.13
61223,25.5514245,223.71,379.13,25.3162688,223.71,379.13,25.4899905,223.71,379.13,25.3271904,223.71,379.13,25.4623452,223.71,379.13,24.7834995,223.82,379.13,25.3674638,223.5,379.13,24.4493668,223.82,379.13,24.3247923,223.82,379.13,24.3480007,223.82,379.13,25.249374,223.71,379.13,25.2780432,223.71,379.13,25.4278739,223.71,379.13,24.4964662,223.82,379.13,24.5848629,223.82,379.13,25.6162715,223.82,379.13
