;,B,B,B,C,C,C,D,D,D,E,E,E,F,F,F,G,G,G,H,H,H,I,I,I,J,J,J,K,K,K,L,L,L,M,M,M,N,N,N,O,O,O,P,P,P,Q,Q,Q
;,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
;,CZ:,1,,CZ:,2,,CZ:,3,,CZ:,4,,CZ:,5,,CZ:,6,,CZ:,7,,CZ:,8,,CZ:,9,,CZ:,10,,CZ:,11,,CZ:,12,,CZ:,13,,CZ:,14,,CZ:,15,,CZ:,16,
;,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane
; MoDaHr,kTDV/kWh,kTDV/thrm,kTDV/thrm,kTDV/kWh,kTDV/thrm,kTDV/thrm,kTDV/kWh,kTDV/thrm,kTDV/thrm,kTDV/kWh,kTDV/thrm,kTDV/thrm,kTDV/kWh,kTDV/thrm,kTDV/thrm,kTDV/kWh,kTDV/thrm,kTDV/thrm,kTDV/kWh,kTDV/thrm,kTDV/thrm,kTDV/kWh,kTDV/thrm,kTDV/thrm,kTDV/kWh,kTDV/thrm,kTDV/thrm,kTDV/kWh,kTDV/thrm,kTDV/thrm,kTDV/kWh,kTDV/thrm,kTDV/thrm,kTDV/kWh,kTDV/thrm,kTDV/thrm,kTDV/kWh,kTDV/thrm,kTDV/thrm,kTDV/kWh,kTDV/thrm,kTDV/thrm,kTDV/kWh,kTDV/thrm,kTDV/thrm,kTDV/kWh,kTDV/thrm,kTDV/thrm
61224,25.5449398,223.71,379.13,25.3097841,223.71,379.13,25.4835058,223.71,379.13,25.3207057,223.71,379.13,25.4562018,223.71,379.13,24.7606324,223.82,379.13,25.3445967,223.5,379.13,24.4264997,223.82,379.13,24.3015839,223.82,379.13,24.3251336,223.82,379.13,25.2428893,223.71,379.13,25.2715585,223.71,379.13,25.4213892,223.71,379.13,24.4735991,223.82,379.13,24.5619958,223.82,379.13,25.5934044,223.82,379.13
61301,25.4804341,223.71,379.13,25.2456197,223.71,379.13,25.4193414,223.71,379.13,25.2565413,223.71,379.13,25.3916961,223.71,379.13,24.720359,223.82,379.13,25.3046646,223.5,379.13,24.3862263,223.82,379.13,24.2616518,223.82,379.13,24.2848602,223.82,379.13,25.1783836,223.71,379.13,25.2073941,223.71,379.13,25.3568835,223.71,379.13,24.4333257,223.82,379.13,24.5217224,223.82,379.13,25.553131,223.82,379.13
61302,25.4841884,223.71,379.13,25.2490327,223.71,379.13,25.4227544,223.71,379.13,25.2599543,223.71,379.13,25.3951091,223.71,379.13,24.7207003,223.82,379.13,25.3050059,223.5,379.13,24.3865676,223.82,379.13,24.2619931,223.82,379.13,24.2852015,223.82,379.13,25.1821379,223.71,379.13,25.2108071,223.71,379.13,25.3606378,223.71,379.13,24.433667,223.82,379.13,24.5220637,223.82,379.13,25.5534723,223.82,379.13
61303,25.4872601,223.71,379.13,25.2524457,223.71,379.13,25.4261674,223.71,379.13,25.2633673,223.71,379.13,25.3985221,223.71,379.13,24.7172873,223.82,379.13,25.3015929,223.5,379.13,24.3831546,223.82,379.13,24.2585801,223.82,379.13,24.2817885,223.82,379.13,25.1852096,223.71,379.13,25.2142201,223.71,379.13,25.3640508,223.71,379.13,24.4305953,223.82,379.13,24.5186507,223.82,379.13,25.5500593,223.82,379.13
61304,25.4886253,223.71,379.13,25.2538109,223.71,379.13,25.4275326,223.71,379.13,25.2647325,223.71,379.13,25.3998873,223.71,379.13,24.6961267,223.82,379.13,25.2804323,223.5,379.13,24.361994,223.82,379.13,24.2374195,223.82,379.13,24.2606279,223.82,379.13,25.1865748,223.71,379.13,25.2155853,223.71,379.13,25.365416,223.71,379.13,24.4090934,223.82,379.13,24.4974901,223.82,379.13,25.5288987,223.82,379.13
61305,25.4841884,223.71,379.13,25.2490327,223.71,379.13,25.4227544,223.71,379.13,25.2599543,223.71,379.13,25.3951091,223.71,379.13,24.6947615,223.82,379.13,25.2790671,223.5,379.13,24.3606288,223.82,379.13,24.2360543,223.82,379.13,24.2592627,223.82,379.13,25.1817966,223.71,379.13,25.2108071,223.71,379.13,25.3606378,223.71,379.13,24.4077282,223.82,379.13,24.4961249,223.82,379.13,25.5275335,223.82,379.13
61306,25.4971578,223.71,379.13,25.2620021,223.71,379.13,25.4357238,223.71,379.13,25.2729237,223.71,379.13,25.4080785,223.71,379.13,24.6947615,223.82,379.13,25.2790671,223.5,379.13,24.3602875,223.82,379.13,24.235713,223.82,379.13,24.2592627,223.82,379.13,25.194766,223.71,379.13,25.2237765,223.71,379.13,25.3736072,223.71,379.13,24.4077282,223.82,379.13,24.4957836,223.82,379.13,25.5275335,223.82,379.13
61307,23.9043107,223.71,379.13,23.669155,223.71,379.13,23.8428767,223.71,379.13,23.6800766,223.71,379.13,23.8155727,223.71,379.13,23.2568646,223.82,379.13,23.8445832,223.5,379.13,22.9227319,223.82,379.13,22.7981574,223.82,379.13,22.8213658,223.82,379.13,23.6022602,223.71,379.13,23.6309294,223.71,379.13,23.7807601,223.71,379.13,22.9698313,223.82,379.13,23.058228,223.82,379.13,24.0896366,223.82,379.13
61308,17.7677367,223.71,379.13,17.532581,223.71,379.13,17.7063027,223.71,379.13,17.5435026,223.71,379.13,17.6789987,223.71,379.13,17.1663661,223.82,379.13,17.7718323,223.5,379.13,16.8322334,223.82,379.13,16.7073176,223.82,379.13,16.7308673,223.82,379.13,17.4656862,223.71,379.13,17.4946967,223.71,379.13,17.6441861,223.71,379.13,16.8793328,223.82,379.13,16.9677295,223.82,379.13,17.9991381,223.82,379.13
61309,15.4216405,223.71,379.13,15.1868261,223.71,379.13,15.3605478,223.71,379.13,15.1977477,223.71,379.13,15.3329025,223.71,379.13,15.0219782,223.82,379.13,15.6335878,223.5,379.13,14.6878455,223.82,379.13,14.563271,223.82,379.13,14.5864794,223.82,379.13,15.11959,223.71,379.13,15.1486005,223.71,379.13,15.2980899,223.71,379.13,14.7349449,223.82,379.13,14.8233416,223.82,379.13,15.8547502,223.82,379.13
61310,14.9035471,223.71,379.13,14.6687327,223.71,379.13,14.8424544,223.71,379.13,14.6796543,223.71,379.13,14.8148091,223.71,379.13,14.6400635,223.82,379.13,15.252697,223.5,379.13,14.3059308,223.82,379.13,14.1813563,223.82,379.13,14.2045647,223.82,379.13,14.6014966,223.71,379.13,14.6305071,223.71,379.13,14.7799965,223.71,379.13,14.3533715,223.82,379.13,14.4414269,223.82,379.13,15.4728355,223.82,379.13
61311,14.0772598,223.71,379.13,13.8424454,223.71,379.13,14.0161671,223.71,379.13,13.853367,223.71,379.13,13.9885218,223.71,379.13,13.8345955,223.82,379.13,14.4503007,223.5,379.13,13.5004628,223.82,379.13,13.3758883,223.82,379.13,13.399438,223.82,379.13,13.7752093,223.71,379.13,13.8042198,223.71,379.13,13.9537092,223.71,379.13,13.5479035,223.82,379.13,13.6359589,223.82,379.13,14.6677088,223.82,379.13
61312,13.3564342,223.71,379.13,13.1216198,223.71,379.13,13.2953415,223.71,379.13,13.1325414,223.71,379.13,13.2676962,223.71,379.13,12.9792977,223.82,379.13,13.5980746,223.5,379.13,12.645165,223.82,379.13,12.5205905,223.82,379.13,12.5437989,223.82,379.13,13.0543837,223.71,379.13,13.0833942,223.71,379.13,13.2332249,223.71,379.13,12.6922644,223.82,379.13,12.7806611,223.82,379.13,13.8120697,223.82,379.13
61313,14.81242,223.71,379.13,14.5772643,223.71,379.13,14.750986,223.71,379.13,14.5881859,223.71,379.13,14.723682,223.71,379.13,14.4492768,223.82,379.13,15.0625929,223.5,379.13,14.1151441,223.82,379.13,13.9905696,223.82,379.13,14.013778,223.82,379.13,14.5103695,223.71,379.13,14.5390387,223.71,379.13,14.6888694,223.71,379.13,14.1622435,223.82,379.13,14.2506402,223.82,379.13,15.2820488,223.82,379.13
61314,15.7400734,223.71,379.13,15.5049177,223.71,379.13,15.6786394,223.71,379.13,15.5158393,223.71,379.13,15.6513354,223.71,379.13,15.2977486,223.82,379.13,15.9086756,223.5,379.13,14.9636159,223.82,379.13,14.8390414,223.82,379.13,14.8622498,223.82,379.13,15.4380229,223.71,379.13,15.4666921,223.71,379.13,15.6165228,223.71,379.13,15.0107153,223.82,379.13,15.099112,223.82,379.13,16.1305206,223.82,379.13
61315,16.4704554,223.71,379.13,16.2352997,223.71,379.13,16.4090214,223.71,379.13,16.2462213,223.71,379.13,16.3813761,223.71,379.13,16.0475847,223.82,379.13,16.6568052,223.5,379.13,15.713452,223.82,379.13,15.5888775,223.82,379.13,15.6120859,223.82,379.13,16.1680636,223.71,379.13,16.1970741,223.71,379.13,16.3469048,223.71,379.13,15.7605514,223.82,379.13,15.8489481,223.82,379.13,16.8803567,223.82,379.13
61316,18.8800334,223.71,379.13,18.645219,223.71,379.13,18.8189407,223.71,379.13,18.6561406,223.71,379.13,18.7912954,223.71,379.13,18.32781,223.82,379.13,18.9302045,223.5,379.13,17.9936773,223.82,379.13,17.8691028,223.82,379.13,17.8923112,223.82,379.13,18.5779829,223.71,379.13,18.6069934,223.71,379.13,18.7564828,223.71,379.13,18.0407767,223.82,379.13,18.1291734,223.82,379.13,19.160582,223.82,379.13
61317,21.5756208,223.71,379.13,21.3404651,223.71,379.13,21.5141868,223.71,379.13,21.3513867,223.71,379.13,21.4868828,223.71,379.13,20.9896087,223.82,379.13,21.5844946,223.5,379.13,20.655476,223.82,379.13,20.5309015,223.82,379.13,20.5541099,223.82,379.13,21.2735703,223.71,379.13,21.3022395,223.71,379.13,21.4520702,223.71,379.13,20.7025754,223.82,379.13,20.7909721,223.82,379.13,21.8223807,223.82,379.13
61318,24.0080659,223.71,379.13,23.7732515,223.71,379.13,23.9469732,223.71,379.13,23.7841731,223.71,379.13,23.9193279,223.71,379.13,23.3821217,223.82,379.13,23.969499,223.5,379.13,23.047989,223.82,379.13,22.9234145,223.82,379.13,22.9466229,223.82,379.13,23.7060154,223.71,379.13,23.7350259,223.71,379.13,23.8845153,223.71,379.13,23.0950884,223.82,379.13,23.1834851,223.82,379.13,24.2148937,223.82,379.13
61319,25.5271922,223.71,379.13,25.2920365,223.71,379.13,25.4657582,223.71,379.13,25.3029581,223.71,379.13,25.4384542,223.71,379.13,24.7616563,223.82,379.13,25.3456206,223.5,379.13,24.4275236,223.82,379.13,24.3029491,223.82,379.13,24.3261575,223.82,379.13,25.2251417,223.71,379.13,25.2541522,223.71,379.13,25.4036416,223.71,379.13,24.474623,223.82,379.13,24.5630197,223.82,379.13,25.5944283,223.82,379.13
61320,26.1200303,223.71,379.13,25.8848746,223.71,379.13,26.0585963,223.71,379.13,25.8957962,223.71,379.13,26.0312923,223.71,379.13,25.3425489,223.82,379.13,25.9258306,223.5,379.13,25.0084162,223.82,379.13,24.8838417,223.82,379.13,24.9070501,223.82,379.13,25.8179798,223.71,379.13,25.846649,223.71,379.13,25.9964797,223.71,379.13,25.0555156,223.82,379.13,25.1439123,223.82,379.13,26.1753209,223.82,379.13
61321,26.0149099,223.71,379.13,25.7797542,223.71,379.13,25.9534759,223.71,379.13,25.7906758,223.71,379.13,25.9258306,223.71,379.13,25.2094419,223.82,379.13,25.7930649,223.5,379.13,24.8753092,223.82,379.13,24.7507347,223.82,379.13,24.7739431,223.82,379.13,25.7128594,223.71,379.13,25.7415286,223.71,379.13,25.8913593,223.71,379.13,24.9224086,223.82,379.13,25.0108053,223.82,379.13,26.0422139,223.82,379.13
61322,25.5050077,223.71,379.13,25.2701933,223.71,379.13,25.443915,223.71,379.13,25.2811149,223.71,379.13,25.4162697,223.71,379.13,24.5708696,223.82,379.13,25.1555165,223.5,379.13,24.2367369,223.82,379.13,24.1121624,223.82,379.13,24.1353708,223.82,379.13,25.2029572,223.71,379.13,25.2319677,223.71,379.13,25.3814571,223.71,379.13,24.2838363,223.82,379.13,24.372233,223.82,379.13,25.4036416,223.82,379.13
61323,25.4971578,223.71,379.13,25.2620021,223.71,379.13,25.4357238,223.71,379.13,25.2729237,223.71,379.13,25.4080785,223.71,379.13,24.5241115,223.82,379.13,25.1084171,223.5,379.13,24.1899788,223.82,379.13,24.065063,223.82,379.13,24.0886127,223.82,379.13,25.1951073,223.71,379.13,25.2237765,223.71,379.13,25.3736072,223.71,379.13,24.2370782,223.82,379.13,24.3251336,223.82,379.13,25.3568835,223.82,379.13
61324,25.4845297,223.71,379.13,25.249374,223.71,379.13,25.4230957,223.71,379.13,25.2602956,223.71,379.13,25.3957917,223.71,379.13,24.4804251,223.82,379.13,25.065072,223.5,379.13,24.1462924,223.82,379.13,24.0217179,223.82,379.13,24.0449263,223.82,379.13,25.1824792,223.71,379.13,25.2111484,223.71,379.13,25.3609791,223.71,379.13,24.1933918,223.82,379.13,24.2817885,223.82,379.13,25.3131971,223.82,379.13
61401,25.9094482,223.71,379.13,25.6746338,223.71,379.13,25.8483555,223.71,379.13,25.6855554,223.71,379.13,25.8207102,223.71,379.13,24.8073905,223.82,379.13,25.3916961,223.5,379.13,24.4732578,223.82,379.13,24.3486833,223.82,379.13,24.3718917,223.82,379.13,25.6073977,223.71,379.13,25.6364082,223.71,379.13,25.7858976,223.71,379.13,24.5206985,223.82,379.13,24.6087539,223.82,379.13,25.6401625,223.82,379.13
61402,25.9125199,223.71,379.13,25.6777055,223.71,379.13,25.8514272,223.71,379.13,25.6886271,223.71,379.13,25.8237819,223.71,379.13,24.8015884,223.82,379.13,25.385894,223.5,379.13,24.4674557,223.82,379.13,24.3428812,223.82,379.13,24.3660896,223.82,379.13,25.6104694,223.71,379.13,25.6394799,223.71,379.13,25.7889693,223.71,379.13,24.5148964,223.82,379.13,24.6029518,223.82,379.13,25.6347017,223.82,379.13
61403,25.9155916,223.71,379.13,25.6807772,223.71,379.13,25.8544989,223.71,379.13,25.6916988,223.71,379.13,25.8268536,223.71,379.13,24.8374249,223.82,379.13,25.4213892,223.5,379.13,24.5032922,223.82,379.13,24.3787177,223.82,379.13,24.4019261,223.82,379.13,25.6135411,223.71,379.13,25.6425516,223.71,379.13,25.792041,223.71,379.13,24.5503916,223.82,379.13,24.6387883,223.82,379.13,25.6701969,223.82,379.13
61404,25.9179807,223.71,379.13,25.6831663,223.71,379.13,25.856888,223.71,379.13,25.6940879,223.71,379.13,25.8292427,223.71,379.13,24.8596094,223.82,379.13,25.4435737,223.5,379.13,24.5254767,223.82,379.13,24.4009022,223.82,379.13,24.4241106,223.82,379.13,25.6159302,223.71,379.13,25.6449407,223.71,379.13,25.7944301,223.71,379.13,24.5725761,223.82,379.13,24.6609728,223.82,379.13,25.6923814,223.82,379.13
61405,25.9138851,223.71,379.13,25.6790707,223.71,379.13,25.8527924,223.71,379.13,25.6899923,223.71,379.13,25.8251471,223.71,379.13,24.8626811,223.82,379.13,25.4466454,223.5,379.13,24.5285484,223.82,379.13,24.4039739,223.82,379.13,24.4271823,223.82,379.13,25.6118346,223.71,379.13,25.6408451,223.71,379.13,25.7903345,223.71,379.13,24.5756478,223.82,379.13,24.6640445,223.82,379.13,25.6954531,223.82,379.13
61406,25.9138851,223.71,379.13,25.6787294,223.71,379.13,25.8524511,223.71,379.13,25.689651,223.71,379.13,25.8251471,223.71,379.13,24.8572203,223.82,379.13,25.4411846,223.5,379.13,24.5230876,223.82,379.13,24.3985131,223.82,379.13,24.4217215,223.82,379.13,25.6118346,223.71,379.13,25.6405038,223.71,379.13,25.7903345,223.71,379.13,24.570187,223.82,379.13,24.6585837,223.82,379.13,25.6899923,223.82,379.13
61407,25.2374285,223.71,379.13,25.0022728,223.71,379.13,25.1759945,223.71,379.13,25.0131944,223.71,379.13,25.1486905,223.71,379.13,24.1865658,223.82,379.13,24.771554,223.5,379.13,23.8524331,223.82,379.13,23.7275173,223.82,379.13,23.751067,223.82,379.13,24.935378,223.71,379.13,24.9640472,223.71,379.13,25.1138779,223.71,379.13,23.8995325,223.82,379.13,23.9879292,223.82,379.13,25.0193378,223.82,379.13
61408,18.4970948,223.71,379.13,18.2619391,223.71,379.13,18.4356608,223.71,379.13,18.2728607,223.71,379.13,18.4080155,223.71,379.13,18.037705,223.82,379.13,18.6407821,223.5,379.13,17.7035723,223.82,379.13,17.5789978,223.82,379.13,17.6022062,223.82,379.13,18.1950443,223.71,379.13,18.2237135,223.71,379.13,18.3735442,223.71,379.13,17.7506717,223.82,379.13,17.8390684,223.82,379.13,18.870477,223.82,379.13
61409,15.9748878,223.71,379.13,15.7400734,223.71,379.13,15.9137951,223.71,379.13,15.750995,223.71,379.13,15.8861498,223.71,379.13,15.6789807,223.82,379.13,16.2892251,223.5,379.13,15.344848,223.82,379.13,15.2202735,223.82,379.13,15.2434819,223.82,379.13,15.6728373,223.71,379.13,15.7018478,223.71,379.13,15.8513372,223.71,379.13,15.3922887,223.82,379.13,15.4803441,223.82,379.13,16.5117527,223.82,379.13
61410,14.3861363,223.71,379.13,14.1509806,223.71,379.13,14.3247023,223.71,379.13,14.1619022,223.71,379.13,14.2973983,223.71,379.13,14.2728247,223.82,379.13,14.8864821,223.5,379.13,13.938692,223.82,379.13,13.8141175,223.82,379.13,13.8373259,223.82,379.13,14.0840858,223.71,379.13,14.112755,223.71,379.13,14.2625857,223.71,379.13,13.9857914,223.82,379.13,14.0741881,223.82,379.13,15.1055967,223.82,379.13
61411,11.9516434,223.71,379.13,11.7164877,223.71,379.13,11.8902094,223.71,379.13,11.7274093,223.71,379.13,11.8625641,223.71,379.13,11.5642679,223.82,379.13,12.1885056,223.5,379.13,11.2301352,223.82,379.13,11.1055607,223.82,379.13,11.1287691,223.82,379.13,11.6495929,223.71,379.13,11.6782621,223.71,379.13,11.8280928,223.71,379.13,11.2775759,223.82,379.13,11.3656313,223.82,379.13,12.3973812,223.82,379.13
61412,11.9755344,223.71,379.13,11.7403787,223.71,379.13,11.9144417,223.71,379.13,11.7513003,223.71,379.13,11.8867964,223.71,379.13,11.546179,223.82,379.13,12.1700754,223.5,379.13,11.2120463,223.82,379.13,11.0874718,223.82,379.13,11.1106802,223.82,379.13,11.6734839,223.71,379.13,11.7024944,223.71,379.13,11.8519838,223.71,379.13,11.2591457,223.82,379.13,11.3475424,223.82,379.13,12.378951,223.82,379.13
61413,13.3506321,223.71,379.13,13.1158177,223.71,379.13,13.2895394,223.71,379.13,13.1267393,223.71,379.13,13.2618941,223.71,379.13,13.1175242,223.82,379.13,13.7359598,223.5,379.13,12.7833915,223.82,379.13,12.658817,223.82,379.13,12.6820254,223.82,379.13,13.0485816,223.71,379.13,13.0775921,223.71,379.13,13.2270815,223.71,379.13,12.8308322,223.82,379.13,12.9188876,223.82,379.13,13.9502962,223.82,379.13
61414,14.385795,223.71,379.13,14.1506393,223.71,379.13,14.324361,223.71,379.13,14.1615609,223.71,379.13,14.297057,223.71,379.13,14.4325531,223.82,379.13,15.0462105,223.5,379.13,14.0984204,223.82,379.13,13.9738459,223.82,379.13,13.9970543,223.82,379.13,14.0837445,223.71,379.13,14.1124137,223.71,379.13,14.2622444,223.71,379.13,14.1455198,223.82,379.13,14.2339165,223.82,379.13,15.2653251,223.82,379.13
61415,16.2977576,223.71,379.13,16.0629432,223.71,379.13,16.2366649,223.71,379.13,16.0738648,223.71,379.13,16.2090196,223.71,379.13,16.0093591,223.82,379.13,16.6182383,223.5,379.13,15.6752264,223.82,379.13,15.5506519,223.82,379.13,15.5738603,223.82,379.13,15.9957071,223.71,379.13,16.0247176,223.71,379.13,16.174207,223.71,379.13,15.7223258,223.82,379.13,15.8107225,223.82,379.13,16.8421311,223.82,379.13
61416,18.4148415,223.71,379.13,18.1796858,223.71,379.13,18.3534075,223.71,379.13,18.1906074,223.71,379.13,18.3257622,223.71,379.13,17.8349728,223.82,379.13,18.4387325,223.5,379.13,17.5008401,223.82,379.13,17.3762656,223.82,379.13,17.399474,223.82,379.13,18.112791,223.71,379.13,18.1414602,223.71,379.13,18.2912909,223.71,379.13,17.5479395,223.82,379.13,17.6363362,223.82,379.13,18.6677448,223.82,379.13
61417,22.1343289,223.71,379.13,21.8995145,223.71,379.13,22.0732362,223.71,379.13,21.9104361,223.71,379.13,22.0455909,223.71,379.13,21.1988256,223.82,379.13,21.7926876,223.5,379.13,20.8646929,223.82,379.13,20.7397771,223.82,379.13,20.7633268,223.82,379.13,21.8322784,223.71,379.13,21.8612889,223.71,379.13,22.0107783,223.71,379.13,20.9117923,223.82,379.13,20.9998477,223.82,379.13,22.0315976,223.82,379.13
61418,25.9889711,223.71,379.13,25.7541567,223.71,379.13,25.9278784,223.71,379.13,25.7650783,223.71,379.13,25.9002331,223.71,379.13,24.3930523,223.82,379.13,24.9776992,223.5,379.13,24.0589196,223.82,379.13,23.9343451,223.82,379.13,23.9575535,223.82,379.13,25.6869206,223.71,379.13,25.7159311,223.71,379.13,25.8654205,223.71,379.13,24.106019,223.82,379.13,36.8214918,223.82,379.13,25.2258243,223.82,379.13
61419,26.037777,223.71,379.13,25.8026213,223.71,379.13,25.976343,223.71,379.13,25.8135429,223.71,379.13,25.9486977,223.71,379.13,25.1930595,223.82,379.13,25.7759999,223.5,379.13,24.8589268,223.82,379.13,24.7343523,223.82,379.13,24.7575607,223.82,379.13,25.7357265,223.71,379.13,25.7643957,223.71,379.13,25.9142264,223.71,379.13,24.9060262,223.82,379.13,24.9944229,223.82,379.13,26.0258315,223.82,379.13
61420,26.402968,223.71,379.13,26.1678123,223.71,379.13,26.341534,223.71,379.13,26.1787339,223.71,379.13,26.31423,223.71,379.13,25.7725869,223.82,379.13,26.355186,223.5,379.13,25.4384542,223.82,379.13,25.3138797,223.82,379.13,25.3370881,223.82,379.13,26.1009175,223.71,379.13,26.1295867,223.71,379.13,26.2794174,223.71,379.13,25.4855536,223.82,379.13,25.5739503,223.82,379.13,26.6053589,223.82,379.13
61421,26.3780531,223.71,379.13,26.1428974,223.71,379.13,26.3166191,223.71,379.13,26.153819,223.71,379.13,26.2889738,223.71,379.13,25.6125172,223.82,379.13,26.1951163,223.5,379.13,25.2783845,223.82,379.13,25.1534687,223.82,379.13,25.1770184,223.82,379.13,26.0760026,223.71,379.13,26.1046718,223.71,379.13,26.2545025,223.71,379.13,25.3254839,223.82,379.13,25.4135393,223.82,379.13,26.4452892,223.82,379.13
61422,26.0524529,223.71,379.13,25.8172972,223.71,379.13,25.9913602,223.71,379.13,25.8285601,223.71,379.13,25.9637149,223.71,379.13,25.2063702,223.82,379.13,25.7896519,223.5,379.13,24.8722375,223.82,379.13,24.747663,223.82,379.13,24.7708714,223.82,379.13,25.7504024,223.71,379.13,25.7794129,223.71,379.13,25.9289023,223.71,379.13,24.9193369,223.82,379.13,25.0077336,223.82,379.13,26.0391422,223.82,379.13
61423,25.9770256,223.71,379.13,25.7422112,223.71,379.13,25.9159329,223.71,379.13,25.7531328,223.71,379.13,25.8882876,223.71,379.13,25.1773597,223.82,379.13,25.7606414,223.5,379.13,24.843227,223.82,379.13,24.7186525,223.82,379.13,24.7422022,223.82,379.13,25.6749751,223.71,379.13,25.7039856,223.71,379.13,25.8538163,223.71,379.13,24.8906677,223.82,379.13,24.9787231,223.82,379.13,26.010473,223.82,379.13
61424,25.9343631,223.71,379.13,25.6992074,223.71,379.13,25.8732704,223.71,379.13,25.7104703,223.71,379.13,25.8456251,223.71,379.13,25.0196791,223.82,379.13,25.6033021,223.5,379.13,24.6855464,223.82,379.13,24.5609719,223.82,379.13,24.5841803,223.82,379.13,25.6323126,223.71,379.13,25.6613231,223.71,379.13,25.8108125,223.71,379.13,24.7326458,223.82,379.13,24.8210425,223.82,379.13,25.8524511,223.82,379.13
61501,26.4654259,223.71,379.13,26.2302702,223.71,379.13,26.4039919,223.71,379.13,26.2411918,223.71,379.13,26.3763466,223.71,379.13,25.5831654,223.82,379.13,26.1657645,223.5,379.13,25.2490327,223.82,379.13,25.1244582,223.82,379.13,25.1476666,223.82,379.13,26.1630341,223.71,379.13,26.1920446,223.71,379.13,26.3418753,223.71,379.13,25.2961321,223.82,379.13,25.3845288,223.82,379.13,26.4159374,223.82,379.13
61502,26.4650846,223.71,379.13,26.2299289,223.71,379.13,26.4036506,223.71,379.13,26.2408505,223.71,379.13,26.3760053,223.71,379.13,25.6108107,223.82,379.13,26.1930685,223.5,379.13,25.276678,223.82,379.13,25.1521035,223.82,379.13,25.1753119,223.82,379.13,26.1626928,223.71,379.13,26.1917033,223.71,379.13,26.341534,223.71,379.13,25.3237774,223.82,379.13,25.4121741,223.82,379.13,26.4435827,223.82,379.13
61503,26.4637194,223.71,379.13,26.228905,223.71,379.13,26.4026267,223.71,379.13,26.2398266,223.71,379.13,26.3749814,223.71,379.13,25.6056912,223.82,379.13,26.1882903,223.5,379.13,25.2715585,223.82,379.13,25.146984,223.82,379.13,25.1701924,223.82,379.13,26.1616689,223.71,379.13,26.1906794,223.71,379.13,26.3401688,223.71,379.13,25.3189992,223.82,379.13,25.4070546,223.82,379.13,26.4384632,223.82,379.13
61504,26.4630368,223.71,379.13,26.2278811,223.71,379.13,26.4016028,223.71,379.13,26.2388027,223.71,379.13,26.3739575,223.71,379.13,25.6309474,223.82,379.13,26.2132052,223.5,379.13,25.2968147,223.82,379.13,25.1718989,223.82,379.13,25.1954486,223.82,379.13,26.1609863,223.71,379.13,26.1896555,223.71,379.13,26.3394862,223.71,379.13,25.3439141,223.82,379.13,25.4323108,223.82,379.13,26.4637194,223.82,379.13
61505,26.4794192,223.71,379.13,26.2446048,223.71,379.13,26.4183265,223.71,379.13,26.2555264,223.71,379.13,26.3906812,223.71,379.13,25.7200267,223.82,379.13,26.3022845,223.5,379.13,25.385894,223.82,379.13,25.2613195,223.82,379.13,25.2845279,223.82,379.13,26.1773687,223.71,379.13,26.2063792,223.71,379.13,26.3558686,223.71,379.13,25.4329934,223.82,379.13,25.5213901,223.82,379.13,26.5527987,223.82,379.13
61506,26.4995559,223.71,379.13,26.2647415,223.71,379.13,26.4384632,223.71,379.13,26.2756631,223.71,379.13,26.4108179,223.71,379.13,25.7384569,223.82,379.13,26.3207147,223.5,379.13,25.4043242,223.82,379.13,25.2797497,223.82,379.13,25.3029581,223.82,379.13,26.1975054,223.71,379.13,26.2265159,223.71,379.13,26.3760053,223.71,379.13,25.4517649,223.82,379.13,25.5398203,223.82,379.13,26.5712289,223.82,379.13
