;,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
;,CZ:,1,,CZ:,2,,CZ:,3,,CZ:,4,,CZ:,5,,CZ:,6,,CZ:,7,,CZ:,8,,CZ:,9,,CZ:,10,,CZ:,11,,CZ:,12,,CZ:,13,,CZ:,14,,CZ:,15,,CZ:,16,
;,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane
; MoDaHr,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu
10209,5.8265,1.9201,4.3849,5.8118,1.9201,4.3849,5.8148,1.9201,4.3849,5.8118,1.9201,4.3849,5.8294,1.9201,4.3849,5.6829,1.942,4.3849,5.7972,1.9654,4.3849,5.6887,1.942,4.3849,5.6594,1.942,4.3849,5.6536,1.942,4.3849,5.8177,1.9201,4.3849,5.8177,1.9201,4.3849,5.8148,1.9201,4.3849,5.6536,1.942,4.3849,5.6594,1.942,4.3849,5.6448,1.942,4.3849
10210,5.8617,1.9201,4.3849,5.8441,1.9201,4.3849,5.847,1.9201,4.3849,5.847,1.9201,4.3849,5.8646,1.9201,4.3849,5.7444,1.942,4.3849,5.8587,1.9654,4.3849,5.7474,1.942,4.3849,5.721,1.942,4.3849,5.7122,1.942,4.3849,5.8529,1.9201,4.3849,5.8529,1.9201,4.3849,5.847,1.9201,4.3849,5.7122,1.942,4.3849,5.721,1.942,4.3849,5.7034,1.942,4.3849
10211,5.9232,1.9201,4.3849,5.9056,1.9201,4.3849,5.9086,1.9201,4.3849,5.9086,1.9201,4.3849,5.9261,1.9201,4.3849,5.7855,1.942,4.3849,5.8998,1.9654,4.3849,5.7884,1.942,4.3849,5.762,1.942,4.3849,5.7562,1.942,4.3849,5.9144,1.9201,4.3849,5.9144,1.9201,4.3849,5.9086,1.9201,4.3849,5.7532,1.942,4.3849,5.762,1.942,4.3849,5.7474,1.942,4.3849
10212,5.8294,1.9201,4.3849,5.8148,1.9201,4.3849,5.8177,1.9201,4.3849,5.8148,1.9201,4.3849,5.8324,1.9201,4.3849,5.721,1.942,4.3849,5.8353,1.9654,4.3849,5.7239,1.942,4.3849,5.6946,1.942,4.3849,5.6887,1.942,4.3849,5.8206,1.9201,4.3849,5.8206,1.9201,4.3849,5.8177,1.9201,4.3849,5.6887,1.942,4.3849,5.6975,1.942,4.3849,5.68,1.942,4.3849
10213,5.6741,1.9201,4.3849,5.6565,1.9201,4.3849,5.6594,1.9201,4.3849,5.6594,1.9201,4.3849,5.677,1.9201,4.3849,5.551,1.942,4.3849,5.6682,1.9654,4.3849,5.5569,1.942,4.3849,5.5275,1.942,4.3849,5.5217,1.942,4.3849,5.6653,1.9201,4.3849,5.6653,1.9201,4.3849,5.6594,1.9201,4.3849,5.5217,1.942,4.3849,5.5275,1.942,4.3849,5.5129,1.942,4.3849
10214,5.6741,1.9201,4.3849,5.6565,1.9201,4.3849,5.6594,1.9201,4.3849,5.6594,1.9201,4.3849,5.677,1.9201,4.3849,5.5451,1.942,4.3849,5.6594,1.9654,4.3849,5.5481,1.942,4.3849,5.5217,1.942,4.3849,5.5129,1.942,4.3849,5.6653,1.9201,4.3849,5.6653,1.9201,4.3849,5.6594,1.9201,4.3849,5.5129,1.942,4.3849,5.5217,1.942,4.3849,5.5041,1.942,4.3849
10215,5.7943,1.9201,4.3849,5.7767,1.9201,4.3849,5.7796,1.9201,4.3849,5.7796,1.9201,4.3849,5.7972,1.9201,4.3849,5.6624,1.942,4.3849,5.7767,1.9654,4.3849,5.6682,1.942,4.3849,5.6389,1.942,4.3849,5.6331,1.942,4.3849,5.7855,1.9201,4.3849,5.7855,1.9201,4.3849,5.7796,1.9201,4.3849,5.6331,1.942,4.3849,5.6389,1.942,4.3849,5.6243,1.942,4.3849
10216,5.8675,1.9201,4.3849,5.8499,1.9201,4.3849,5.8529,1.9201,4.3849,5.8499,1.9201,4.3849,5.8705,1.9201,4.3849,5.7327,1.942,4.3849,5.847,1.9654,4.3849,5.7386,1.942,4.3849,5.7093,1.942,4.3849,5.7034,1.942,4.3849,5.8558,1.9201,4.3849,5.8587,1.9201,4.3849,5.8529,1.9201,4.3849,5.7034,1.942,4.3849,5.7093,1.942,4.3849,5.6946,1.942,4.3849
10217,5.9584,1.9201,4.3849,5.9437,1.9201,4.3849,5.9467,1.9201,4.3849,5.9437,1.9201,4.3849,5.9613,1.9201,4.3849,5.7913,1.942,4.3849,5.9056,1.9654,4.3849,5.7972,1.942,4.3849,5.7679,1.942,4.3849,5.762,1.942,4.3849,5.9496,1.9201,4.3849,5.9496,1.9201,4.3849,5.9437,1.9201,4.3849,5.762,1.942,4.3849,5.7679,1.942,4.3849,5.7532,1.942,4.3849
10218,5.9437,1.9201,4.3849,5.9291,1.9201,4.3849,5.932,1.9201,4.3849,5.9291,1.9201,4.3849,5.9467,1.9201,4.3849,5.8206,1.942,4.3849,5.9584,1.9654,4.3849,5.8265,1.942,4.3849,5.7972,1.942,4.3849,5.7913,1.942,4.3849,5.9349,1.9201,4.3849,5.9349,1.9201,4.3849,5.932,1.9201,4.3849,5.7913,1.942,4.3849,5.7972,1.942,4.3849,5.7825,1.942,4.3849
10219,5.9525,1.9201,4.3849,5.9379,1.9201,4.3849,5.9408,1.9201,4.3849,5.9379,1.9201,4.3849,5.9555,1.9201,4.3849,5.8851,1.942,4.3849,6.0258,1.9654,4.3849,5.891,1.942,4.3849,5.8617,1.942,4.3849,5.8558,1.942,4.3849,5.9437,1.9201,4.3849,5.9437,1.9201,4.3849,5.9408,1.9201,4.3849,5.8558,1.942,4.3849,5.8646,1.942,4.3849,5.847,1.942,4.3849
