; Tables for Std model AutoHardSize capacity look-up rules,,,,,,,,,,,,,,
TABLE SchSmlCECStd22010012TrmlUnit,,,,,,,,,,,,,,
PropName,BaseName,Type,System,Zone,PriAirFlowMax,PriAirFlowMin,HtgAirFlowMax,ReheatCtrlMthd,,,,,,
Wing2_Corridor_CoilClg,BaseSys7or3b CoilClg-8,DirectExpansion,BaseAirSys7or3b-8,n/a,27423.646,28611.381,-99996,14,11.407,1,,,,
Wing2_Side2_CoilClg,BaseSys7or3b CoilClg-9,DirectExpansion,BaseAirSys7or3b-9,n/a,21248.916,22169.219,-99996,14,11.407,1,,,,
Common_Office_CoilClg,BaseSys7or3b CoilClg-10,DirectExpansion,BaseAirSys7or3b-10,n/a,60369.802,62984.454,-99996,14,11.407,1,,,,
Common_Cafeteria_CoilClg,BaseSys7or3b CoilClg-11,DirectExpansion,BaseAirSys7or3b-11,n/a,94554.758,98649.982,-99996,-99996,11,2,,,,
ENDTABLE,,,,,,,,,,,,,,
TABLE SchSmlCECStd22010012CoilHtg,,,,,,,,,,,,,,
PropName,BaseName,Type,System,Zone,CapTotNetRtd,CapTotGrossRtd,FluidFlowRtDsgn,FurnAFUE,FurnThrmlEff,,,,,
;,,,,,(Btu/hr),(Btu/hr),( gpm),,,,,,,
Common_Mech/Elec_CoilHtg,BaseSys7or3b CoilHtg,HeatPump,BaseAirSys7or3b,n/a,17200.009,16514.45,0,-99996,-99996,,,,,
Wing1_Side1_CoilHtg,BaseSys7or3b CoilHtg-2,HeatPump,BaseAirSys7or3b-2,n/a,29858.7,28668.59,0,-99996,-99996,,,,,
Wing1_Corridor_CoilHtg,BaseSys7or3b CoilHtg-3,HeatPump,BaseAirSys7or3b-3,n/a,29602.516,28422.618,0,-99996,-99996,,,,,
Wing1_Side2_CoilHtg,BaseSys7or3b CoilHtg-4,HeatPump,BaseAirSys7or3b-4,n/a,21902.041,21029.068,0,-99996,-99996,,,,,
Common_Lobby_CoilHtg,BaseSys7or3b CoilHtg-5,HeatPump,BaseAirSys7or3b-5,n/a,18356.55,17624.894,0,-99996,-99996,,,,,
Common_Corridor_CoilHtg,BaseSys7or3b CoilHtg-6,HeatPump,BaseAirSys7or3b-6,n/a,37919.976,36408.56,0,-99996,-99996,,,,,
Wing2_Side1_CoilHtg,BaseSys7or3b CoilHtg-7,HeatPump,BaseAirSys7or3b-7,n/a,29460.391,28286.157,0,-99996,-99996,,,,,
Wing2_Corridor_CoilHtg,BaseSys7or3b CoilHtg-8,HeatPump,BaseAirSys7or3b-8,n/a,29799.116,28611.381,0,-99996,-99996,,,,,
Wing2_Side2_CoilHtg,BaseSys7or3b CoilHtg-9,HeatPump,BaseAirSys7or3b-9,n/a,23089.523,22169.219,0,-99996,-99996,,,,,
Common_Office_CoilHtg,BaseSys7or3b CoilHtg-10,HeatPump,BaseAirSys7or3b-10,n/a,65599.107,62984.454,0,-99996,-99996,,,,,
Common_Cafeteria_CoilHtg,BaseSys7or3b CoilHtg-11,HeatPump,BaseAirSys7or3b-11,n/a,102745.206,98649.982,0,-99996,-99996,,,,,
Common_Mech/Elec_SuppCoilHtg,BaseSys7or3b SuppCoilHtg,Resistance,BaseAirSys7or3b,n/a,11907.162,11907.162,0,-99996,-99996,,,,,
Wing1_Side1_SuppCoilHtg,BaseSys7or3b SuppCoilHtg-2,Resistance,BaseAirSys7or3b-2,n/a,28339.491,28339.491,0,-99996,-99996,,,,,
Wing1_Corridor_SuppCoilHtg,BaseSys7or3b SuppCoilHtg-3,Resistance,BaseAirSys7or3b-3,n/a,27763.275,27763.275,0,-99996,-99996,,,,,
Wing1_Side2_SuppCoilHtg,BaseSys7or3b SuppCoilHtg-4,Resistance,BaseAirSys7or3b-4,n/a,25398.225,25398.225,0,-99996,-99996,,,,,
Common_Lobby_SuppCoilHtg,BaseSys7or3b SuppCoilHtg-5,Resistance,BaseAirSys7or3b-5,n/a,14248.5,14248.5,0,-99996,-99996,,,,,
Common_Corridor_SuppCoilHtg,BaseSys7or3b SuppCoilHtg-6,Resistance,BaseAirSys7or3b-6,n/a,28260.088,28260.088,0,-99996,-99996,,,,,
Wing2_Side1_SuppCoilHtg,BaseSys7or3b SuppCoilHtg-7,Resistance,BaseAirSys7or3b-7,n/a,28115.216,28115.216,0,-99996,-99996,,,,,
Wing2_Corridor_SuppCoilHtg,BaseSys7or3b SuppCoilHtg-8,Resistance,BaseAirSys7or3b-8,n/a,27860.95,27860.95,0,-99996,-99996,,,,,
Wing2_Side2_SuppCoilHtg,BaseSys7or3b SuppCoilHtg-9,Resistance,BaseAirSys7or3b-9,n/a,25984.959,25984.959,0,-99996,-99996,,,,,
Common_Office_SuppCoilHtg,BaseSys7or3b SuppCoilHtg-10,Resistance,BaseAirSys7or3b-10,n/a,48082.2,48082.2,0,-99996,-99996,,,,,
Common_Cafeteria_SuppCoilHtg,BaseSys7or3b SuppCoilHtg-11,Resistance,BaseAirSys7or3b-11,n/a,123557,123557,0,-99996,-99996,,,,,
ENDTABLE,,,,,,,,,,,,,,
TABLE SchSmlCECStd22010012Fan,,,,,,,,,,,,,,
PropName,BaseName,CtrlMthd,System,Zone,FlowCap,FlowMin,FlowEff,ModelingMthd,TotStaticPress,MtrBHP,MtrHP,MtrPos,MtrEff,PwrIdx
;,,,,,(cfm),(cfm),,,(inH2O),(hp),(hp),,,
Common_Mech/Elec_Fan,BaseSys7or3b SupFan,ConstantVolume,BaseAirSys7or3b,n/a,558.332,-99996,0.65,PowerPerUnitFlow,3.519,0.476,0.5,InAirStream,0.855,0.744
Wing1_Side1_Fan,BaseSys7or3b SupFan-2,ConstantVolume,BaseAirSys7or3b-2,n/a,904.231,-99996,0.65,PowerPerUnitFlow,3.519,0.771,1,InAirStream,0.855,0.744
Wing1_Corridor_Fan,BaseSys7or3b SupFan-3,ConstantVolume,BaseAirSys7or3b-3,n/a,960.931,-99996,0.65,PowerPerUnitFlow,3.519,0.82,1,InAirStream,0.855,0.744
Wing1_Side2_Fan,BaseSys7or3b SupFan-4,ConstantVolume,BaseAirSys7or3b-4,n/a,710.965,-99996,0.65,PowerPerUnitFlow,3.519,0.607,0.75,InAirStream,0.855,0.744
Common_Lobby_Fan,BaseSys7or3b SupFan-5,ConstantVolume,BaseAirSys7or3b-5,n/a,595.875,-99996,0.65,PowerPerUnitFlow,3.519,0.508,0.75,InAirStream,0.855,0.744
Common_Corridor_Fan,BaseSys7or3b SupFan-6,ConstantVolume,BaseAirSys7or3b-6,n/a,990.01,-99996,0.65,PowerPerUnitFlow,3.519,0.845,1,InAirStream,0.855,0.744
Wing2_Side1_Fan,BaseSys7or3b SupFan-7,ConstantVolume,BaseAirSys7or3b-7,n/a,889.525,-99996,0.65,PowerPerUnitFlow,3.519,0.759,1,InAirStream,0.855,0.744
Wing2_Corridor_Fan,BaseSys7or3b SupFan-8,ConstantVolume,BaseAirSys7or3b-8,n/a,967.313,-99996,0.65,PowerPerUnitFlow,3.519,0.825,1,InAirStream,0.855,0.744
Wing2_Side2_Fan,BaseSys7or3b SupFan-9,ConstantVolume,BaseAirSys7or3b-9,n/a,749.512,-99996,0.65,PowerPerUnitFlow,3.519,0.639,0.75,InAirStream,0.855,0.744
Common_Office_Fan,BaseSys7or3b SupFan-10,ConstantVolume,BaseAirSys7or3b-10,n/a,2052.387,-99996,0.65,PowerPerUnitFlow,3.56,1.772,2,InAirStream,0.865,0.744
Common_Cafeteria_Fan,BaseSys7or3b SupFan-11,VariableSpeedDrive,BaseAirSys7or3b-11,n/a,3335.225,1667.613,0.65,PowerPerUnitFlow,3.684,2.979,3,InAirStream,0.895,0.744
ENDTABLE,,,,,,,,,,,,,,
TABLE SchSmlCECStd22010012OACtrl,,,,,,,,,,,,,,
PropName,BaseName,EconoCtrlMthd,System,EconoIntegration,,,,,,,,,,
;,,,,,,,,,,,,,,
Common_Mech/Elec_OACtrl,BaseSys7or3b OACtrl,NoEconomizer,BaseAirSys7or3b,UNDEFINED,,,,,,,,,,
Wing1_Side1_OACtrl,BaseSys7or3b OACtrl-2,NoEconomizer,BaseAirSys7or3b-2,UNDEFINED,,,,,,,,,,
Wing1_Corridor_OACtrl,BaseSys7or3b OACtrl-3,NoEconomizer,BaseAirSys7or3b-3,UNDEFINED,,,,,,,,,,
Wing1_Side2_OACtrl,BaseSys7or3b OACtrl-4,NoEconomizer,BaseAirSys7or3b-4,UNDEFINED,,,,,,,,,,
Common_Lobby_OACtrl,BaseSys7or3b OACtrl-5,NoEconomizer,BaseAirSys7or3b-5,UNDEFINED,,,,,,,,,,
Common_Corridor_OACtrl,BaseSys7or3b OACtrl-6,FixedDryBulb,BaseAirSys7or3b-6,Integrated,,,,,,,,,,
Wing2_Side1_OACtrl,BaseSys7or3b OACtrl-7,NoEconomizer,BaseAirSys7or3b-7,UNDEFINED,,,,,,,,,,
Wing2_Corridor_OACtrl,BaseSys7or3b OACtrl-8,NoEconomizer,BaseAirSys7or3b-8,UNDEFINED,,,,,,,,,,
Wing2_Side2_OACtrl,BaseSys7or3b OACtrl-9,NoEconomizer,BaseAirSys7or3b-9,UNDEFINED,,,,,,,,,,
Common_Office_OACtrl,BaseSys7or3b OACtrl-10,FixedDryBulb,BaseAirSys7or3b-10,Integrated,,,,,,,,,,
Common_Cafeteria_OACtrl,BaseSys7or3b OACtrl-11,FixedDryBulb,BaseAirSys7or3b-11,Integrated,,,,,,,,,,
ENDTABLE,,,,,,,,,,,,,,
